Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
44,Ohio St.,B10,33,19–14,108.3,94.1,0.835,50.5,48.2,18.7,18.4,27.7,26.1,34,31.8,49.9,47.4,34.3,33,39.7,37.4,67.2,0.9
45,Oregon,P12,35,23–12,106.4,92.9,0.8269,51.7,46.8,17.8,21,29.7,28.1,30.3,35.3,51.9,49,34.3,29.4,39.3,45.2,65.3,-1
46,Baylor,B12,32,19–13,112,98.1,0.8217,50.9,48.6,19.9,18.5,38.1,28.8,32.6,36.5,50.9,47.1,34,34.1,40.4,37.8,66.6,0.9
47,Washington,P12,34,26–8,106,93.4,0.8101,52.1,47.3,19.8,24,29.6,34.4,35.1,34.5,52.3,46,34.6,33.1,39.8,35.3,67.2,3.3
48,Creighton,BE,31,17–14,113,99.6,0.8098,56.6,53,18.4,19,24.6,27.6,29.5,28.6,55.6,53,38.5,35.2,46.9,40,69.9,-2.2
49,Minnesota,B10,34,21–13,109.5,96.6,0.8096,48.3,49.1,17.6,16.6,31.9,28.1,42,28.3,48.4,48.3,32.1,33.9,28.8,33.7,68.9,2.7
50,Indiana,B10,32,17–15,108.2,95.4,0.8091,51.2,48.5,18.2,18.2,28.2,28.3,34.8,28.6,53.3,48,31.4,32.9,33.7,37.5,68.3,0
51,Alabama,SEC,33,18–15,108.6,96,0.8052,50.3,49.1,19.5,17,31.3,27.4,38.5,30.2,50,48.9,33.9,33.1,36.7,32.6,70,-0.13
52,New Mexico St.,WAC,32,28–4,111.6,98.8,0.8016,54,48.7,17.7,19.3,37.2,22.6,34.1,32.4,56.6,48,34.1,33.1,46.4,39.1,66.9,1.6
53,Lipscomb,ASun,30,23–7,108.7,96.8,0.7919,54.9,47.9,17.9,20.2,26.3,23.3,37.1,29,54.2,47.9,37.3,31.9,39.1,37.5,74.3,-0.29
54,Murray St.,OVC,29,25–4,110.5,98.5,0.7897,55.2,46.4,17.2,19.5,32.4,30,33.2,28.4,57.2,48.4,34.4,28.5,36.9,35.4,70,1.3
55,Missouri,SEC,32,15–17,106.8,95.3,0.7885,50.5,49.4,21,18.1,31.9,25.7,29.8,38.1,47.6,50.6,36.3,31.9,41.2,40.7,65.9,-3.1
56,Dayton,A10,32,21–11,110.7,98.7,0.7882,56.1,47.8,18.9,17,27.2,27.4,32.5,23.6,59.2,47.7,33.4,31.9,34.5,40.7,66.1,-2.1
57,Memphis,Amer,34,21–13,108.8,97.2,0.7857,51.1,48.5,19.8,21.1,34.1,30.7,38,38.5,52.4,48.8,32.5,32,36.5,39.5,75.7,-1.3
58,Temple,Amer,32,23–9,109.2,97.6,0.7854,50.1,50.3,15.7,20.8,26.6,29.6,33,33.7,50.4,51.1,33.1,32.7,37.7,38.2,70.1,2
59,Belmont,OVC,30,25–5,113.4,101.3,0.785,57.8,48.9,15.4,16.3,25.6,24.3,28.1,27.7,59.5,47.2,37.1,34.7,43.8,34.7,72.5,1.4
60,Toledo,MAC,31,24–7,109.2,97.8,0.7795,53.4,46.8,17.5,15.5,28.6,25.2,26.3,27,50.5,46.6,38.2,31.5,42.8,34.7,68.9,0.08
61,Arkansas,SEC,32,17–15,108.2,96.9,0.7791,51,49.7,18.3,22.9,28.5,35.2,38.5,41.3,50.8,48.7,34.2,34.1,37.2,42.2,71.9,-2.2
62,San Francisco,WCC,30,20–10,111.2,99.8,0.7774,53.5,48.9,15.1,17.2,28.9,25,30.9,30.6,53.8,49.3,35.4,32,39,33.3,67.7,-2.5
63,Arizona St.,P12,32,22–10,108.9,97.9,0.7728,50.8,48.6,18.5,18.9,32.5,26.4,43.6,38.6,50.6,47.2,34.1,33.6,35.7,43.5,71.7,0.23
64,Seton Hall,BE,33,20–13,107.8,97,0.7712,49.9,49.3,17.5,20,29.3,29.4,34.8,32.6,50.8,48.7,32.4,33.6,36.4,39.8,70.3,-0.29
65,Furman,SC,29,22–7,106.8,96.3,0.7665,55.7,47.7,18.8,20.1,29.2,29.6,25.1,24.3,56.9,48.2,36.2,31.3,47.1,39.3,67.9,-0.26
66,South Carolina,SEC,31,15–16,107.5,97,0.7654,48.3,49.5,19.2,20.3,31.8,31.1,36.2,39.6,44.9,48.2,36.5,34.2,34.6,39.8,71.7,-2.1
67,Miami FL,ACC,32,14–18,109.4,98.9,0.762,50.8,52,16.9,19.8,25.9,29.8,30.8,22.7,51.4,51.7,33.3,34.9,43.5,39.4,68.2,-5
68,Butler,BE,32,16–16,110.4,100,0.7557,51.9,52.7,16.2,19.1,25.8,27.3,25.1,35.9,51.5,52,35,35.8,42.6,39.7,67.3,-4.2
69,Illinois,B10,33,12–21,109.1,99,0.753,49.6,52.2,18.4,21.8,29.1,31.9,29.5,42.4,48.2,53.6,34.5,33,37.5,35.4,71.8,-5.6
70,Providence,BE,33,18–15,104.5,94.9,0.7503,48.2,49.4,18.9,20.2,31.7,28.2,38.8,32.7,47.3,48.6,33.3,33.7,34.9,37.4,69.1,-3.3
71,Wichita St.,Amer,33,19–14,105.9,96.5,0.7435,46.7,48.4,17.1,18.1,32.8,27.6,29.1,39.9,46.9,47,31,33.8,39.1,37.2,69.2,-2.8
72,Colorado,P12,33,21–12,105.7,96.3,0.7435,51.3,48.4,19.3,17.6,31.2,23.7,37.5,31.7,52.8,48.8,32.4,31.7,35,37.5,69.2,-3.4
73,St. John's,BE,33,21–12,109.1,99.8,0.7357,52.3,50.8,14.1,21,21.4,29.7,29.4,39,51.2,50.5,36.2,34.1,38.3,42.6,72.2,-1.1
74,Vermont,AE,32,26–6,107.2,98.1,0.7348,52.4,49,16.6,19.4,27.5,21.8,36.3,26.2,52,46.5,35.3,35.3,40.4,38.2,66.7,-0.8
75,Northwestern,B10,32,13–19,101.8,93.2,0.7345,46.6,46.7,16.1,17.9,24.2,26.3,30.2,34,46.4,48,31.3,29.3,40.7,32,67.2,-5.7
76,Xavier,BE,33,18–15,109.9,100.6,0.7343,53,50.8,19.9,16.4,32,27.6,33,24.7,54.9,49.2,33.3,35.4,37.7,42.3,66.4,-2.8
77,Liberty,ASun,31,25–6,108.7,99.7,0.73,56.1,48.7,17.2,20.8,25.7,26.5,26,32.4,56.9,48.4,36.6,32.9,42,37.1,63.2,-0.43
78,Fresno St.,MWC,31,22–9,107.2,98.6,0.7244,54.5,48.5,18.2,19.5,27.4,25.4,30.2,35,51.9,50.2,38.2,30.7,47.9,41,69,-1.8
79,UC Irvine,BW,34,29–5,105.5,97,0.7234,51.4,43.7,17.1,16.7,33.6,26.4,28.6,33.8,50.3,40.7,36,33.3,32,32.7,66.5,0.9
80,Oklahoma St.,B12,32,12–20,108.3,99.9,0.7182,50.1,50.3,18,17.6,26.4,29.4,30.6,31.5,46,48.3,37.2,35.4,41.9,42.3,67.3,-4.1
81,West Virginia,B12,34,14–20,108.5,100.1,0.7176,47.5,52,21.7,18.6,36.7,28.6,39.7,39.6,47.5,50.9,31.7,35.9,39.2,35.8,71.7,-3.7
82,Rutgers,B10,31,14–17,104.1,96.2,0.7116,47,49.2,19.1,17.4,33.4,27,31.7,32.4,47.2,47,31.2,35.3,33.2,38.1,68.9,-3.5
83,Yale,Ivy,28,21–7,110.1,102,0.7073,56.1,47.2,18.1,15.2,26.3,24.4,30.5,30.6,56.1,47.5,37.4,31.2,34.6,38.2,72.2,-0.7
84,Arizona,P12,32,17–15,104.5,96.8,0.7062,49,50.9,16.7,20.3,28.4,25.9,33.3,35,48.1,51.9,33.6,32.9,37.6,36.9,68,-4.1
85,South Dakota St.,Sum,31,23–8,111.4,103.2,0.7061,58.8,50,16.3,15.6,23.5,22.5,32.4,23.3,56.5,48.7,41.5,34.3,41.3,47.6,72.3,-3.3
86,USC,P12,33,16–17,108.4,100.5,0.7046,52.8,49.1,16.5,18.1,27,29.9,27.6,30,50.3,48.4,38.2,33.4,36,38.7,71,-6.9
87,East Tennessee St.,SC,31,22–9,107.4,99.6,0.7029,54.4,52.1,20.1,20.7,36.9,23.6,30.1,30,54.8,47.9,35.7,38.8,36.8,40.8,68.4,-1.3
88,SMU,Amer,32,15–17,112.3,104.2,0.7028,51.2,50,16.6,17.5,33.4,31.6,27.8,29.5,51.3,48.2,34.1,35.1,41,41.1,66.3,-6.3
89,Texas A&M,SEC,32,14–18,106.4,98.8,0.7017,49.3,49.3,20,18.5,32.7,32.5,34.2,27,51,49.1,30.8,33.1,36,42.8,68.8,-4.4
90,Davidson,A10,32,23–9,106.4,98.9,0.7001,52.8,47.8,16.6,16.6,23.2,24.8,28.7,29.7,52.7,47.1,35.3,32.5,46.5,44,66.1,-0.7
91,Notre Dame,ACC,33,14–19,107.5,100,0.6968,46.2,49,14,16.4,29,31.1,30.1,21.8,45.4,48.6,31.5,33.1,43.7,36.7,66.6,-5.6
92,Connecticut,Amer,33,16–17,108.1,100.6,0.6961,51,49.6,18.5,20,32.3,30.2,32.7,39.2,50.7,49.2,34.4,33.5,37.4,33.7,70.3,-5.6
93,San Diego,WCC,34,20–14,105.3,98.1,0.692,52.6,49.5,18.5,17.5,23.7,22,33,37.6,53,49.4,34.6,33.1,40.2,32.5,68,-3.5
94,UCLA,P12,33,17–16,108.1,100.7,0.6919,52,49.6,19,15.1,30.8,27.1,38.2,27.6,51.4,47.9,35.5,34.7,35.8,41.4,73.8,-5.1
95,Oregon St.,P12,31,18–13,110.3,103,0.6863,52.2,50.2,18.3,17.6,30.8,29,36.8,33.5,54.5,46.7,32.1,37.3,36.6,37.4,67,-3.8
96,Northeastern,CAA,33,23–10,110,102.8,0.6858,57.2,51.8,16.7,16.7,22.7,24.3,34.3,28,56.4,52.5,38.8,33.6,46.3,35.9,67.7,-2.6
97,BYU,WCC,32,19–13,110.4,103.2,0.6856,52.8,50.7,15.3,17.6,23.7,27,40,35.4,54.7,48.3,33,36.6,36.4,36.6,72.4,-2.9
98,UNC Greensboro,SC,32,26–6,104.9,98.2,0.6814,51.1,50.9,17.2,22.5,31.8,29.9,30.8,32.9,51.1,49.7,34,35.1,36.8,38.5,68.7,2.1
99,Utah,P12,31,17–14,114.5,107.3,0.6789,55,52.3,19.2,14.7,31,27.1,35.5,32.5,54.6,51.7,37,35.6,46.5,36.4,67.4,-4.1
100,Georgetown,BE,32,19–13,108.1,101.3,0.6789,51.2,50.1,18.1,16.1,29.2,26,38.6,30.1,49.6,49.2,35.9,34.3,37.6,40.5,73.7,-2.3
101,Northern Kentucky,Horz,32,24–8,108.4,101.6,0.6774,55,48.9,17.6,18.5,30.7,26.5,35.5,35.2,55.3,49.5,36.4,31.9,41.5,39.2,69.6,-2
102,Penn,Ivy,30,18–12,103.9,97.5,0.6753,52.6,49.1,18.4,19,24.8,26.3,28.1,25.5,52.9,48.7,34.7,33.3,44.3,32.5,68.6,-4.9
103,Hofstra,CAA,33,26–7,114.7,107.7,0.6732,56.2,52.2,13.9,18.4,27,29.3,38,25.1,54.7,51.5,39.1,35.6,38.8,37.2,69,-1.7
104,Southern Miss,CUSA,28,17–11,105.8,99.4,0.6725,53.2,48.3,15.8,19.6,23,28.2,23.6,30.1,50,46.9,39.3,33.3,36.4,46.9,66.1,-4.5
105,Loyola Chicago,MVC,32,19–13,104.1,97.8,0.6715,55.2,50.9,18.8,20.5,20.2,21.8,32.7,24.1,55.2,48.3,36.8,36.6,33.8,38.2,64,-7
106,Georgia Southern,SB,31,19–12,107.3,101,0.6675,54.3,51.4,18.6,20,27.4,28.7,35,31.3,56.8,51.7,32.4,34,31.2,38.5,74.7,-4.6
107,South Florida,Amer,31,18–13,101.6,95.7,0.6669,48.7,49,22.9,22.2,37.1,26.6,50.2,44.9,48.5,48.9,32.7,32.7,38.2,37.4,68.6,-4.3
108,Georgia St.,SB,32,23–9,107.6,101.3,0.6669,54.4,50.1,16.6,21.1,23.3,33.6,35.7,31.3,51.8,50.5,38.4,33,43.7,45.7,71.2,-1.1
109,Pittsburgh,ACC,33,14–19,103.3,97.4,0.663,47.9,47.7,19.6,21.3,32.1,32.8,42.3,32.9,46.9,45.8,33.1,33.6,36.9,40.6,68.7,-6.3
110,Saint Louis,A10,35,23–12,101.1,95.4,0.6615,46.8,46.9,19,19.4,36.1,25.3,39.7,32.9,47.1,46.9,30.8,31.3,32.6,38,67.6,-3
111,Grand Canyon,WAC,32,19–13,106.7,100.7,0.6603,51.5,50.1,17.2,19.4,29.4,25.3,34.5,29.9,52.6,48.4,33.2,35.5,38.8,35.4,69.1,-5.4
112,DePaul,BE,30,15–15,110,104,0.658,52.4,52.5,19.3,17.7,32.8,24.7,35.4,31.3,52.7,50.8,34.5,36.5,33.2,42.9,70.6,-5.1
113,Drake,MVC,31,22–9,107.2,101.3,0.6571,53.9,48.7,19.2,16.7,24.6,26,33.4,29.2,53.7,50.7,36,30.1,40,36,70.4,-2.7
114,Akron,MAC,31,15–16,99,93.6,0.656,48.2,45.5,17.3,19.1,25.1,29.9,27.7,30.6,48.8,46.1,31.7,29.6,47.6,38,67.5,-7.9
115,Tulsa,Amer,32,18–14,104.7,99.1,0.6517,51.2,48.1,18,17.6,23,29.4,43.4,30.3,51.3,47.3,34,32.8,37.6,43.9,70,-3.4
116,Wright St.,Horz,32,19–13,106,100.5,0.6485,51,53,17.4,20.2,30.7,25.6,35.6,28.4,50.6,52.2,34.4,36.3,40,38.5,66.7,-6.4
117,Bowling Green,MAC,32,20–12,106.8,101.5,0.6427,50.5,50.8,16.6,17.8,30.7,24.8,34.9,31.1,48.8,50,35.8,34.6,36,43.3,71.5,-4
118,St. Bonaventure,A10,34,18–16,100.8,95.8,0.6422,48.3,47.2,18.7,19.8,29.2,28.7,28.2,31.5,47.9,46.2,32.8,32.3,33.2,43,65.6,-8
119,Old Dominion,CUSA,34,26–8,100.4,95.5,0.6403,47.7,45.6,17.9,18.6,32.3,24.8,29.6,32.4,44.5,43.5,35.3,32.5,37.3,40.1,66,-1.6
120,Boise St.,MWC,32,12–20,107.6,102.4,0.6395,53.9,51.8,17.3,18.5,23.5,24.4,31.8,33.6,54.7,52,35.2,34.3,40,40.5,66.7,-11.7
121,San Diego St.,MWC,33,20–13,103.4,98.4,0.6377,49.9,48.2,18.3,18.8,28.9,28.4,35.2,33.3,47.9,47.2,35.6,33,37.2,41.9,67.8,-3.9
122,Harvard,Ivy,28,17–11,104.1,99.2,0.636,53.2,50.6,22.5,18,28.2,22.3,31.5,33.8,51.6,49.7,36.9,34.8,42.3,38.5,68.7,-3.3
123,Georgia Tech,ACC,32,14–18,99.5,94.7,0.6359,49.2,45.7,21,18.7,25.3,31.6,34.3,34.8,50.7,46.3,30.7,29.7,33.4,37.7,68.4,-4.8
124,Georgia,SEC,32,11–21,105,100.1,0.6336,50.1,48.5,22.5,15.5,32.7,31,41.3,29.9,51.1,47.8,32.2,33.2,37,35.8,70,-7.4
125,Utah Valley,WAC,31,22–9,107.5,102.6,0.6291,56,49.3,19.8,16.7,27.2,26.2,40.5,30.1,54.7,47.4,38.7,35.1,38.4,35.7,69.6,-2.1
126,Austin Peay,OVC,31,20–11,109.6,104.7,0.6287,52.9,52.5,16.6,20.8,32.3,30,34.7,34.2,51.1,53.5,37.5,34,34.1,37.5,70.3,-4.7
127,Boston College,ACC,31,14–17,106.3,101.7,0.6245,48.5,48.4,17.5,16.6,28.6,31.5,35,29.4,49.1,48.8,31.7,32,38,40.5,68.7,-5.3
128,Jacksonville St.,OVC,31,22–9,103.1,98.7,0.6238,50.5,48.7,18.8,20.4,33,25.6,30.2,30.1,52.3,47.7,31,33.3,30.5,41.4,68.9,-3
129,Western Kentucky,CUSA,34,20–14,104.2,99.8,0.622,49.9,48.9,19.6,18.5,29.6,28.1,37.9,25.6,50.2,47,32.7,34.5,31.8,40.8,69.2,-5.3
130,Texas St.,SB,31,22–9,101.1,97.3,0.6106,50,48.2,19.6,21,32.9,24.6,34.5,38.8,50.7,48.8,32.5,31.5,38.3,39.9,66.3,-3.1
131,Charleston,CAA,32,23–9,106.5,102.6,0.6053,54.2,52.1,15.6,19.1,25.6,25.9,33.5,26.4,56.3,53.7,33.7,33.3,36.6,42.9,66.9,-2.9
132,Ball St.,MAC,32,15–17,102.4,98.8,0.6022,51.8,47.3,20.2,17.9,27.5,28.6,37.6,30.4,53.5,46.8,32.2,32.1,32.9,34.7,71.5,-8.4
133,Rhode Island,A10,33,18–15,102.9,99.3,0.602,47.4,48.7,17.8,20.2,31.3,27.9,36.8,35.7,50,48.8,28,32.3,32.1,37.7,69,-6.5
134,Montana,BSky,32,24–8,106.7,103.2,0.596,56.7,50,17.4,19.3,27.7,25,32,37,56.2,49,38.3,34.6,38.3,36.2,67.6,-3
135,Loyola Marymount,WCC,29,18–11,102.6,99.3,0.5926,49.7,49.9,19.7,21.2,29.6,26.9,39.2,35.9,50.8,50.6,31.3,32.6,28.1,42.1,64.1,-3.8
136,Central Michigan,MAC,31,20–11,108.9,105.4,0.592,51.1,49.8,16.2,18.7,31.4,32.9,40.3,29,48.6,53.6,36.9,28.8,37.5,36,72.2,-3.8
137,Stanford,P12,31,15–16,101.5,98.3,0.5896,51.2,47.9,20.8,17.2,29.9,28.3,36.1,32.9,53.2,46.4,31.7,34.5,36.6,27.3,71,-5.7
138,Radford,BSth,30,19–11,107.6,104.5,0.5833,52.8,51.9,16.4,18.1,29.7,24.9,27,30.7,50.1,51.7,38,34.7,38.1,45.1,65.8,-4.2
139,Kent St.,MAC,30,20–10,108.8,105.7,0.582,49.5,52.3,16.4,19.1,33.2,30.7,32.4,36.2,49.2,53.1,33.4,34,38.9,37.5,68.9,-2.5
140,Louisiana Monroe,SB,32,17–15,111,108,0.5785,53.8,52.9,16.2,17.4,26.7,28.7,36.4,29.1,49.3,52.6,39.6,35.6,44.5,39.6,67.5,-7.2
141,Colgate,Pat,33,23–10,108.4,105.5,0.577,55.9,50.6,19.3,18,30.3,26.9,28.9,28.6,53.9,50.4,39.1,33.9,41,40.9,68.1,-4.1
142,Samford,SC,32,16–16,105.5,103,0.5695,54.1,49.6,19.3,18.1,28.1,31.2,33.9,28.3,53,47.3,37.3,35.1,35.1,44,70.4,-8.6
143,Brown,Ivy,28,17–11,97.9,95.8,0.5627,50,47.7,20.2,21.3,24.7,26.9,36.8,31.5,50.2,50.3,33.2,29.5,39.7,41.9,72.4,-5.5
144,UTSA,CUSA,28,14–14,104.5,102.4,0.5582,49.5,49.5,16.4,18.1,26.1,28.4,26.2,35.6,48,50,34.3,32.5,41.8,39.2,73.3,-7.6
145,Miami OH,MAC,30,13–17,104.2,102.4,0.5506,48.6,51.1,18.7,16.7,30,25.3,34.7,33.9,48.7,51.3,32.3,33.9,45.9,40.9,67.5,-8.5
146,Northern Illinois,MAC,32,15–17,107.4,105.5,0.55,52.6,51.9,17.2,17.9,27.2,26.7,26.5,39.1,51.6,50,36.5,36.1,32.3,45.5,67.3,-8.7
147,Louisiana Tech,CUSA,31,18–13,103.8,102.2,0.5462,49.8,49.3,17,19.2,29.4,28.8,35.9,30.2,49.3,49.1,33.7,33,39.5,39.2,67,-6.8
148,Coastal Carolina,SB,29,13–16,104.8,103.1,0.5449,51.2,50.8,20.3,18.2,32.2,28.5,41.2,43.3,49.1,52.8,36.5,32.3,38.5,45.5,70.6,-9.7
149,Pepperdine,WCC,33,15–18,106.5,105,0.5402,52,53.9,18,20.9,24.9,29.5,35.7,35.7,48.4,54.9,37.9,34.8,42.2,39.2,71.6,-9.5
150,North Texas,CUSA,30,18–12,99,97.8,0.5364,49.2,47.4,20.1,19.8,30.7,24.4,27.7,37.7,50.5,46.4,31.7,32.8,43.1,37.1,66.9,-6.9
