Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
1,Kansas,B12,34,32–2,120,88.6,0.9703,55.1,43,18.5,20.2,38.2,31.7,42.4,31.2,52.3,40,40.9,33,30.4,31.9,68.4,11.7
2,Duke,ACC,34,29–5,119.1,88,0.9701,50.3,43.9,16.4,21.9,40.4,32.5,37.9,34.5,46.8,44.4,38.2,28.2,32.8,24.7,67.2,8.4
3,Syracuse,BE,32,28–4,116.7,89.8,0.953,57.3,46.1,21.1,22.7,37.2,35,37.4,25.3,57.2,45.9,38.5,31,29.9,40.4,71.5,7.5
4,Wisconsin,B10,31,23–8,114.9,89.1,0.9488,51.6,46,14.7,20.1,30.4,25.8,32.3,36.6,49.9,44.6,36.1,33.4,39.8,25.6,60.4,3.8
5,Kansas St.,B12,32,25–7,115.5,90.1,0.9459,50.6,46.9,20.2,23.6,41,33.2,52.1,47.3,49.2,45.6,35.7,33.1,32.2,29.8,71,6.7
6,Kentucky,SEC,34,32–2,114,89.1,0.9444,53,43.5,20.5,19.9,40.8,32,43.5,27.7,53.8,41.4,34.1,31.7,29.9,33.9,69.5,8.7
7,Ohio St.,B10,34,27–7,116.2,91.5,0.9396,56.4,47.4,17.3,21.7,29.4,28.5,35.7,26.8,55.5,45,38.8,34.3,34.9,36.8,66.1,5.6
8,West Virginia,BE,33,27–6,116.7,92.4,0.9366,49.3,47.7,18.1,20.9,42.4,31.2,38.2,40.6,48.8,46.6,33.6,33.3,35.5,31.5,63.7,8
9,Purdue,B10,32,27–5,109.8,87.3,0.9336,49.4,45.4,16.3,23.8,30.7,31.4,39.8,37.4,50.1,42.2,31.9,35.7,30.3,28.7,67.5,6.5
10,BYU,MWC,33,28–5,116.4,92.5,0.9335,55.1,46.3,15.9,22,31,27,38.2,36.4,51.5,44.4,41.6,33.6,33.2,31.4,72,4.1
11,Villanova,BE,31,24–7,118,95.1,0.923,53,47.2,19.1,20.9,38,31.9,44,49,51.1,45,37.6,33.8,34.5,38.5,72.7,5.5
12,Baylor,B12,31,24–7,117.9,95.2,0.9212,54.6,44.6,20.6,17.8,38.3,33,37.3,34.7,53.1,41.5,38.6,33.8,32.5,33.9,65.7,5.5
13,Georgetown,BE,33,23–10,115.1,92.9,0.921,55.6,46.7,20.8,19.8,32.8,32.2,37.2,33,54.6,45.6,38.8,32.6,30,34,66.6,4.3
14,California,P10,33,23–10,119.5,96.7,0.9189,53.4,48.3,17.5,18.9,35.2,30.7,35.2,34,52.3,48.4,37.3,32.1,30.2,31,68.7,1.7
15,Texas,B12,33,24–9,113.2,91.9,0.9165,51.3,44.8,18.7,20.3,39.6,31.6,40.4,35.3,51.2,43.5,34.5,32.1,25.9,28.5,72.9,3.8
