Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
15,Duke,ACC,33,23–10,121.5,98.5,0.9183,53.7,49.4,14.3,17.7,34,34.5,40.2,25.4,50.7,48.9,38.7,33.9,40.1,29,68.8,4.2
16,Texas A&M,SEC,34,26–8,113.7,92.2,0.9176,51.4,47.1,17.2,20.9,35,30,37.5,32.4,50.7,45.6,35,32.9,37,39.5,68.1,5.1
17,Indiana,B10,32,25–7,120.1,98,0.9117,58.6,49.5,19.8,18.9,37.7,28.7,33.3,29.3,56.1,48.7,41.5,34.3,40.9,31.4,69.3,3.3
18,Iowa,B10,31,21–10,116,94.8,0.9111,51.8,47.4,15,18.9,32.3,31.4,33.4,25.2,48.7,48,38.2,31,35.1,38.7,70,2
19,Iowa St.,B12,32,21–11,120.4,98.9,0.9061,56.8,49.5,16,17.1,27.3,30.7,25.5,24.2,56.7,49,38,33.6,35,35.7,72.3,3.5
20,Arizona,P12,33,25–8,116.4,95.7,0.9043,53.8,46.3,17.9,16.2,35.1,24.9,44.1,29.2,52.3,45.5,38.3,32.1,29.2,31.2,69.1,3.5
21,Oregon,P12,33,27–6,117.7,96.9,0.9038,52.3,49,16.3,20.6,34.6,31.3,40.2,32.3,52.2,46.2,35.1,36.4,33.9,33.8,69.1,6.7
22,Gonzaga,WCC,32,25–7,117,96.3,0.9031,55.3,45.1,16.5,14.9,31.9,25.9,35.9,28.3,54.6,44.9,37.6,30.3,35.9,33.1,68.2,2.2
23,California,P12,33,23–10,112.5,93,0.899,52.5,44,17.5,14.1,32.4,25.7,41.6,37.2,51,40.9,36.9,35.1,33.7,26.5,68.8,2.3
24,SMU,Amer,30,25–5,118,97.6,0.8982,55.3,46.6,18.8,18.3,41.2,28.5,33.8,30.4,52.5,44.6,42,33.1,26.8,40,66.6,3.7
25,Saint Mary's,WCC,31,26–5,119.6,99.3,0.8948,59.1,46.4,15.3,15.6,30.7,26.2,30,24.7,56.8,44.9,41.8,33.1,38.9,31.8,62.4,2.1
26,Seton Hall,BE,33,25–8,111.1,92.5,0.892,50.2,45.3,19.5,19.2,35,30.7,40.6,33.7,49.1,44.3,35.3,31.6,29.6,33.1,70.3,5.3
27,Maryland,B10,32,24–8,115.1,96.4,0.8846,55.6,46.7,19.1,16.5,30.2,29.5,35.7,26.9,55.2,45.7,37.6,32.3,37.8,35.6,68,4
28,Butler,BE,31,21–10,117.9,99.4,0.8777,52.5,49.4,14.5,18.6,32.8,27.8,39.8,36.2,50,48.5,38.7,33.9,30.5,36.9,69.2,2.1
29,VCU,A10,34,24–10,111.4,93.8,0.8775,50.9,49,16.2,21.9,33.3,27.8,32.3,37,49.6,48.4,35.6,33.6,32.8,29.9,70.3,0.03
30,Baylor,B12,32,21–11,117.8,99.3,0.8764,51.7,51,18.9,19.8,40.2,28.8,39.2,38.1,49.9,48.7,37.4,37.1,28.6,33.8,67.3,3.5
31,Utah,P12,33,25–8,115.2,97.3,0.8745,55.2,47.4,17.8,15.2,29,28,38.4,23.4,55.8,43.8,36,36.8,37.6,31.9,67,5.7
32,Connecticut,Amer,34,24–10,110.4,93.3,0.8731,52,44.2,16.5,18.1,29.1,29.2,29.7,34.5,50.9,41.3,36.2,32.7,33.7,36.7,66.9,1.2
33,Cincinnati,Amer,32,22–10,109.5,92.7,0.8708,49,45.3,16.4,20.6,36.8,30.6,33.5,26.9,47.5,40.9,34.5,35.6,36.4,35,66.2,0.36
34,Pittsburgh,ACC,31,20–11,115.3,98.2,0.8633,51.3,50.5,17.4,17.1,37.4,27.5,36.6,32.6,50.7,48.7,35.1,35.8,30.8,34.3,66.6,1.8
35,Syracuse,ACC,32,19–13,110.8,94.6,0.8603,50.4,47.5,18.3,20.6,33,35.3,35.5,29.4,47.6,48.7,36.1,30.4,43.2,40.3,65.7,-0.3
36,Texas,B12,32,20–12,111.5,95.2,0.86,49.3,47.5,15.4,18.5,30.7,32.3,39.7,37.5,48.5,45.6,33.9,34.3,36,32.6,66.3,3.1
37,Florida,SEC,33,19–14,108.2,92.7,0.8567,47.9,46.4,16.3,18.4,33,29.5,41,36.4,48.6,43.9,31.2,34.5,36.9,31.5,69.8,0.12
38,Saint Joseph's,A10,34,27–7,113,96.9,0.8546,51.3,47.9,14.3,16.2,28.3,25.8,37.7,24.5,52.5,48.9,32.7,31,35.7,41.3,71.2,3.6
39,Valparaiso,Horz,30,24–6,106.4,91.3,0.8535,50.6,44.5,19,18.9,36.2,24.2,35.8,40.3,47.8,40.9,36.8,34.6,38.1,33,67.3,0.6
40,USC,P12,33,21–12,113.8,98,0.8471,52,47.3,16.5,16.9,32.4,31.9,35.3,28.5,49.2,46.7,38.5,32.3,32.4,34.4,72.3,0.23
41,Dayton,A10,32,25–7,106.8,92.6,0.8373,52,46.9,18.8,17.9,28.9,23.6,41,32.5,52,43.7,34.7,34.9,34.8,36.7,68.5,2.6
42,Kansas St.,B12,33,17–16,107.9,93.6,0.8365,47.6,49,20.3,20.8,37,31,42.5,40.4,48.7,50.4,30,31,31.1,36.3,67.7,-1.4
43,Wisconsin,B10,32,20–12,110.2,95.6,0.836,49,48.5,17,18.8,33.6,28.2,39.7,34.3,46.6,45.1,35.8,38,33.8,29.3,64.2,0.49
44,Creighton,BE,32,18–14,112.4,97.6,0.835,53.7,49.7,15.9,17.5,26.6,26.2,37.4,33.3,54.3,48.2,35.2,35.2,39.1,33,71.3,-1.9
45,Michigan,B10,33,21–12,114.7,99.7,0.8333,55,51.2,14.7,17.7,24.4,26.3,28.4,26.8,52.9,50.7,38.4,34.7,44.5,36.7,66.5,0.9
46,Providence,BE,33,23–10,108.9,95.1,0.8267,48.1,48.8,16.3,20.7,30.9,30.2,37.7,27.8,48.1,49.2,32.1,32.1,36.9,33.6,69.5,3.3
47,Notre Dame,ACC,32,21–11,118.4,103.5,0.8251,53.5,49.2,14.8,14.8,32.8,31.3,33.2,26.9,52.5,45.5,36.9,37.6,34.5,34.2,65.9,2.3
48,South Carolina,SEC,31,23–8,107.8,94.4,0.8223,48,47,19.1,20.7,38,29.2,44.8,38.8,45.7,42.9,35.5,35.2,29.4,41,71.4,1.8
49,Georgia Tech,ACC,33,19–14,112.9,98.9,0.8211,49.3,49.2,16.5,14.8,37.5,27.5,32.4,32.1,48.1,49.7,35,32,27.7,30.8,68,-0.01
50,Texas Tech,B12,31,19–12,112.4,98.5,0.8202,49.9,49.3,17.7,18.9,31.7,32.4,43.1,32.9,49.2,47.2,34.5,35.2,30.4,37.9,67.3,1.3
51,San Diego St.,MWC,32,23–9,102.9,90.5,0.8151,47,42.4,18.8,18.3,33.6,26.8,44.3,31.9,46.4,41.4,32.2,29.4,33.4,36,65.9,0.21
52,Yale,Ivy,27,21–6,108.2,95.3,0.8119,52.5,46.3,20.1,18.2,39.2,24,42.1,33.8,51.1,45.5,37.1,31.8,30.8,34.4,66.8,0.1
53,Clemson,ACC,31,17–14,111.4,98.2,0.8111,50.6,47.9,15.8,18,30.3,30.3,33.3,28.5,49.1,45.5,35.2,34.9,39.2,34,64.5,-2.4
54,Florida St.,ACC,32,19–13,111.6,98.4,0.809,52.2,50.7,18.1,19.1,32.9,28.7,37.6,37,52.2,49,34.7,35.8,32.2,36.7,72.7,0.15
55,BYU,WCC,32,22–10,111.4,98.5,0.8044,52.8,48,15.7,17.7,31.4,24.8,35.2,32.1,50.2,46.6,38.2,33.6,36.7,37.4,74.3,-1.4
56,Colorado,P12,32,21–11,107.8,95.4,0.8037,48.4,46.9,18.8,15.4,35,24.6,40,35.5,43.7,44.4,38.9,35.3,32.4,28.8,69.9,0.7
57,George Washington,A10,33,23–10,112.9,99.9,0.8033,50.4,49.3,16.7,17.4,34.3,27,39.9,27.9,48,48.3,36.8,34.1,32.8,35.2,67.2,-0.7
58,Georgetown,BE,33,15–18,110.8,98.3,0.7985,51.2,46.6,19.1,16.3,28.3,28.4,37.9,49.3,51.4,44.1,33.9,34.9,41.4,31,68.9,-4.2
59,Washington,P12,32,18–14,109.1,97.1,0.793,48.1,47.6,17.6,20.7,33.2,35.6,40.7,44.5,47.2,47,33.3,32.7,33.9,29.5,77.8,-2.2
60,Princeton,Ivy,27,21–6,111.4,99.5,0.7867,54.5,49.3,16.3,18.4,28.2,26,34.6,30,52,47.5,38.7,35.9,41.7,28.4,69.6,0.07
61,Georgia,SEC,32,19–13,106.8,95.4,0.7855,47.9,44.7,19.6,15.6,32.5,29.8,44.3,41.5,44.6,42,36.6,32.7,31.7,38.8,67.8,-0.8
62,Hawaii,BW,30,25–5,107.3,95.9,0.785,52.5,44.9,18.4,19.9,30.9,26.7,46.3,39.3,54.6,43.8,32.8,31.3,39.6,33.6,71.4,1
63,Oregon St.,P12,30,18–12,109.8,98.1,0.7849,49.9,49.4,16.8,19.5,29.4,32.3,37.2,39.3,47.1,49.5,37.3,32.8,31.8,39,68,0.32
64,UCLA,P12,32,15–17,111.9,100,0.7847,50.3,49.7,16.9,16.1,32.8,30.4,32.3,33.9,48.8,47.6,36.3,35.4,27.3,37.8,70.4,-3.8
65,Little Rock,SB,31,27–4,106.9,95.6,0.7838,52.4,45.1,15.9,21.4,26.9,30.1,31.4,38.3,49.4,45.1,38.7,30.1,34.7,40,63.9,2.2
66,Northern Iowa,MVC,33,21–12,108.8,97.6,0.7763,53.3,48.6,15.2,18.7,17.8,27.2,32.8,23.6,51.5,48.5,37.2,32.6,42.3,38.9,63.4,-2
67,Houston,Amer,31,22–9,116,104.2,0.7751,52.4,46.9,15.5,18.4,36.2,33,34.8,36.7,52.2,48.1,35.2,29.8,32.4,35.1,67.4,-1.1
68,LSU,SEC,33,19–14,111.6,100.3,0.7748,51.1,51.8,16.2,18.8,29.8,29.9,43,33.4,52,51.3,32.7,35,31.2,37.1,72.9,-1.8
69,Stephen F. Austin,Slnd,28,23–5,108.5,97.6,0.7716,55.5,49.6,18.2,25.9,33.5,29.7,33.9,40.1,55.1,49.5,37.5,33.2,36.4,30.6,68.4,-1.1
70,Arkansas,SEC,32,16–16,110,99.5,0.7598,49.7,49.8,15.3,19.6,30.9,30.1,37.6,42.9,46.1,47.7,39.7,35.9,27.3,34.9,71,-4.6
71,N.C. State,ACC,33,16–17,112.7,102.5,0.7482,48.5,50.6,16.1,15,36.3,30.4,38.9,29.7,46.9,47.5,34.8,37.4,29.8,36.5,68.5,-4
72,Alabama,SEC,32,18–14,105.3,95.8,0.7476,50.1,46.4,20,18.1,28.2,34.3,41.2,39.8,49.1,44.9,34.3,32.8,43.3,34.5,65.8,-0.6
73,Tulsa,Amer,31,20–11,109.2,99.4,0.7474,50.4,48.3,15.5,20.6,28,30.4,40,34.8,51,44.7,32.9,36.3,36.6,36.8,69.5,-1.1
74,Northwestern,B10,32,20–12,109.6,99.7,0.7466,52.5,46.5,15.8,16.4,30.5,28.3,28.4,35,51.6,43.4,35.8,34.5,41.7,36.9,64.5,-1.9
75,Rhode Island,A10,32,17–15,108,98.3,0.7464,50.4,47.6,17.5,18.8,30.6,26.3,37.6,39.6,48.3,46.6,36.5,33.3,33.1,29.6,65.7,-5.8
76,Virginia Tech,ACC,33,19–14,108.3,98.6,0.7462,50.1,49,18.2,18.3,29.9,32.4,49.7,33.3,48.7,50.3,35.7,31.1,29.4,36.7,70.6,-0.49
77,South Dakota St.,Sum,31,24–7,110.5,100.7,0.7452,51.4,47.7,17.1,17.1,32.4,25.5,40.6,39.7,49.7,46.8,36.2,33.1,36.8,32.3,69.3,-1
78,Evansville,MVC,33,24–9,106.9,97.4,0.7438,53.4,45.9,18.2,18.4,24.5,25,46.9,29.4,53.2,44.4,35.9,32.6,25.2,32,69.6,-1.3
79,Marquette,BE,33,20–13,107.6,98.1,0.743,52,48.7,20,19,28.1,30.7,40.5,28,52.4,47.2,33.9,34.3,30.3,34.6,71.3,-1
80,St. Bonaventure,A10,30,22–8,112.9,103,0.742,51.6,49.5,16.5,18.9,31,33,37.8,37.8,48.6,50.5,37.7,31.9,37.2,37.9,68.9,0.02
81,Memphis,Amer,34,19–15,105.5,96.4,0.7402,46.1,44.9,16.4,18.9,32.4,29.6,41.9,38.4,45.1,44.6,32.4,30.5,29.9,32.3,74.4,-5.5
82,Ohio St.,B10,33,20–13,105.5,96.3,0.7402,50,46.7,18.8,17.4,29.9,28.7,36.3,30.7,49.5,44.2,34,34.1,32.7,36.5,68.8,-1
83,Mississippi,SEC,32,20–12,110.6,101.1,0.737,48.1,49.7,17.1,20.1,34.6,31.1,41.3,40.7,46.5,47.4,33.8,35.5,38.9,38.5,69.4,-1.4
84,Arizona St.,P12,32,15–17,108.7,99.6,0.7305,48.1,52,17.1,18.3,31.5,27.8,37.8,38.1,46.6,51.4,33.6,35.4,39.4,34.9,68.9,-4.1
85,Akron,MAC,33,25–8,109.3,100.3,0.7276,53.2,47,15.7,16.7,28.5,30,30.7,32.3,47.9,47.8,38.9,30.3,50.6,32.9,68.4,-1.2
86,Nebraska,B10,34,16–18,109.2,100.3,0.7265,50.3,50.1,17.4,19.7,31.8,28.1,32.6,39.7,49.4,47.5,34.7,36.7,32.1,34,68.2,-5.5
87,William & Mary,CAA,29,18–11,112.6,103.5,0.7257,54.9,49.5,15.9,15.3,25.8,27.2,36.6,27.9,54.8,49.4,36.7,33.1,37.7,40.5,69.2,-3.6
88,Richmond,A10,32,16–16,113.4,104.2,0.7249,54.7,50.9,14.7,18.2,23.2,31.7,35.2,36.1,55.4,49.4,35.6,36,36.5,32.4,69.2,-5.4
89,Oklahoma St.,B12,32,12–20,106,97.5,0.7237,48.3,47.1,19.1,17.5,28.8,32.3,38.3,40.9,47.8,44.7,32.8,34.2,36.6,35.7,65.1,-6.8
90,UC Irvine,BW,32,23–9,105.6,97.1,0.7237,51,45,18.2,17.5,29.2,28.2,37.2,34.8,49.2,41.7,36.8,33.8,30.3,36.1,67.8,-0.7
91,Boise St.,MWC,30,18–12,108.6,99.9,0.7214,51.7,52,16.4,20.2,27.2,25.5,40.9,36.8,53.7,50.9,32.6,36,42.5,37.3,70.3,-3.5
92,UC Santa Barbara,BW,30,17–13,106.7,98.2,0.7213,50.5,46.9,18.2,17.8,29.2,28.1,27.5,42.2,48.2,48.1,36.5,30.1,35.2,41.1,67.5,-4.7
93,Mississippi St.,SEC,31,14–17,108.7,100.1,0.7204,51.7,48.9,18,18.5,29.7,32.9,29.5,36.3,52.6,47.5,33.4,34.3,36.2,33.9,70.2,-6.2
94,Monmouth,MAAC,34,27–7,106,97.6,0.7201,50.1,45.5,16.8,20.3,28.9,31.2,39.2,36.9,47.2,44.7,37,31,34.8,41.8,73.6,-0.05
95,Temple,Amer,32,21–11,106.3,98.1,0.7167,46.9,46.7,13.7,16.6,29,29.8,27.1,28.6,44.5,46.5,34,31.4,37.8,31.9,66.7,-0.04
96,Tennessee,SEC,34,15–19,110.6,102.2,0.7133,48,48.5,15.8,17.3,32.1,34.5,34.1,37.3,47.4,47.1,32.7,34.2,36.2,34.9,70,-5.8
97,Cal St. Bakersfield,WAC,29,21–8,103.2,95.5,0.7082,49.3,44.7,18.1,21.8,34,29.6,38.5,42,48.4,42.6,34.6,32.6,27,33.1,68.5,-3.4
98,UNC Wilmington,CAA,30,23–7,108.6,100.6,0.7058,51.2,47.1,16,20.1,32.1,29.9,35.9,54.3,51.2,45.5,34.1,34.1,33.4,28.6,71.3,-0.6
99,Long Beach St.,BW,32,18–14,108.2,100.3,0.705,49.5,51,17.3,19.8,27.5,30.1,37.6,38.2,45.9,50,36.9,35.1,37.9,36.6,70.6,-2.9
100,New Mexico,MWC,32,17–15,108.2,100.5,0.7005,52,48.5,21,17,30.5,28.6,43.9,37.1,51,48.4,36.3,32.5,30.3,39.7,71.8,-6.7
101,James Madison,CAA,31,20–11,106.5,99,0.6986,51.6,45.5,17.2,15.4,29.5,27,37,37,50.9,47.3,35,28.7,42,42.5,67.7,-4.2
102,Stony Brook,AE,30,24–6,106.1,98.7,0.6954,53.2,47.3,17.2,18.5,34.4,25.8,32.5,27.6,51.9,45.2,37.5,34.2,29.3,34.9,67.6,-1
103,UT Arlington,SB,32,22–10,106.3,98.9,0.6951,49.1,47.1,18.4,20,36.1,26.6,35.3,43.7,49.2,44.9,32.7,33.4,42.2,41.2,73.4,-3.7
104,Oakland,Horz,32,21–11,114.4,106.7,0.6914,52.9,49.6,15.4,16.4,31.9,29.3,41.4,32.3,49.4,48,39.6,35.1,35.8,35.4,74.3,-3.3
105,Stanford,P12,29,14–15,106.8,99.6,0.6894,47.5,52,17.5,19.8,30.8,32.1,45.3,39.9,47.4,49.9,31.8,36.9,32.4,38.6,66.7,-2.6
106,UNLV,MWC,31,16–15,103.3,96.7,0.6812,49.7,47.1,18.9,19.5,28.3,30.6,40.9,40.1,50.1,46.1,32.8,32.7,38.4,32,73.6,-6.2
107,Wake Forest,ACC,31,11–20,107.2,100.4,0.6802,49.4,49.5,20.1,15.2,32.7,31.2,43.2,38.6,50.4,49.2,31.6,33.4,34.3,32.6,72.4,-6.2
108,Old Dominion,CUSA,35,22–13,105.2,98.9,0.6724,47.7,45.3,14.5,17.2,36.7,27.6,31.6,36.4,48.5,44.5,30.1,31.1,23.2,35.5,62.3,-6.3
109,Davidson,A10,31,19–12,113.1,106.3,0.6699,52,52.1,14.1,15.8,25.2,30.7,32.8,30.4,51.3,52.2,35.3,34.6,43.9,35,71.3,-2
110,Hofstra,CAA,32,23–9,109.8,103.4,0.6653,51.1,49.8,16.3,16.4,31.7,29.7,40,24,49.7,48.2,35.5,35.4,39.7,33.8,70.3,-1.5
111,Iona,MAAC,32,22–10,108.9,102.8,0.6607,53.8,48.5,17.6,19.4,29.4,31.3,32.5,36.2,52.3,45.8,37.2,35.5,44.2,36.1,72.6,-3.3
112,Chattanooga,SC,32,27–5,105.9,100.2,0.6534,51.8,49.8,17.9,20.3,32.4,28.9,42,30.8,50.4,50,36.1,33,37.1,36.3,67.1,0.6
113,Fresno St.,MWC,32,23–9,105.5,99.9,0.6528,48.2,48.5,14.9,20.8,30.3,29,38.1,46.4,46.8,47.9,34.3,32.9,30.2,39.3,69.9,-0.7
114,New Mexico St.,WAC,31,21–10,101.6,96.8,0.6358,50.5,44.5,20.5,16.2,36.1,25.5,38,28.7,51.3,41.8,32.4,33.6,28.2,31.3,66.5,-4
115,UAB,CUSA,31,25–6,108.1,103.1,0.6332,53.6,48,17.8,18.1,32.8,30.1,33.5,30.3,52.8,47.6,36.8,32.6,34.1,35.4,69,-0.9
116,Toledo,MAC,31,16–15,108.5,103.7,0.6262,52.7,51,16.6,17.3,27.9,24.6,34.3,28.8,51.7,46.6,36.3,38.9,38,37.1,70,-9.6
117,Columbia,Ivy,29,19–10,111.1,106.4,0.6215,53.5,51.9,15.8,19.2,27.7,27.2,38.3,36.4,50.7,50.6,38,35.9,44.4,39.3,65.9,-4.1
118,Belmont,OVC,30,19–11,112.8,108,0.6204,58.5,50.4,19.4,16.6,26.5,30.9,34.4,36.7,62.5,49.4,36.4,34.8,49.9,34.7,72.8,-4.7
119,Ohio,MAC,31,20–11,111.2,106.6,0.6194,54.5,49.9,17.2,14.9,25.9,26.3,37.2,35.1,52.3,47.4,38.6,36.6,38.4,33.4,70.3,-5.2
120,Milwaukee,Horz,31,18–13,110.8,106.4,0.6144,52.8,51.4,15.8,15.6,27.1,25.6,38.3,29.6,51.9,48.7,35.9,38.3,45.2,31,67.1,-6.6
121,Illinois St.,MVC,31,17–14,102.3,98.4,0.6112,47.7,48.4,18.5,20.5,30,28.2,30.9,38.4,46.2,48.7,33.3,31.9,38.6,36.6,68.3,-5.4
122,Northeastern,CAA,32,17–15,106.3,102.3,0.6081,51.7,51.7,18.2,17.2,25.9,28.8,38.7,27.9,48.5,52,37.2,33.9,43,33.5,66.2,-6.9
123,Grand Canyon,WAC,29,23–6,104.6,100.8,0.6046,50.1,48.1,17.1,19.1,32,27.2,41.9,35.6,48.1,48.3,36.7,31.8,28.8,36,69.8,-0.9
124,Middle Tennessee,CUSA,31,22–9,102.2,98.6,0.6037,51.8,48.5,17.2,19.4,28.2,25.5,35.7,42.8,48.2,47.2,38.9,34.1,35.7,33.8,68.6,-3
125,Pepperdine,WCC,30,17–13,105.7,102,0.5998,49,49.8,16.2,16.2,30.4,29.6,41.5,31.4,48.4,50.8,33.9,32,25.2,34,68.4,-4.9
126,Charleston,CAA,30,16–14,97.4,94.1,0.5981,47.4,48.1,19.5,21.6,30.4,26.9,32.8,43.1,45.6,48.2,34,32,34.4,34.6,65,-7.1
127,Duquesne,A10,31,15–16,106.8,103.4,0.5931,53.4,49.3,18.9,15.9,27.7,28,31.8,37.9,52.4,42.7,36.4,40.1,43.1,37.9,73.5,-7.7
128,Southern Illinois,MVC,32,22–10,105.6,102.2,0.5929,51.1,50.9,19.4,21.3,31.7,25.6,39.3,44.9,51,52.6,34.3,31.8,33.8,35.2,70.5,-3.2
129,Louisiana Monroe,SB,31,18–13,106.2,102.8,0.5928,50.8,47.6,17.9,16.5,31.5,31.1,32.6,33.4,50.2,46.5,34.7,32.9,32.8,37.9,66.5,-6.1
130,Weber St.,BSky,31,23–8,102.9,99.6,0.5911,54.9,47.2,19.7,15.5,26,25.2,46.6,28.8,55.5,45.1,36,35.2,42.1,27.4,67.9,-3.5
131,Siena,MAAC,33,21–12,106.5,103.2,0.5888,51.8,47.1,22.1,17.2,39.6,29.8,40.9,38.4,50.6,46.5,36.5,32.1,29.2,35.1,70.9,-6.2
132,TCU,B12,33,12–21,99.9,96.9,0.5862,45.7,50.9,20.7,21.1,29.3,31.5,45.6,41.4,43.7,50.2,33.5,34.8,30.8,35.8,70.3,-6.8
133,Illinois,B10,34,15–19,105.7,102.6,0.5852,50.2,53.6,14.9,19,21.5,28.1,30.5,26.5,47.5,51,36.3,38.6,38.3,38.4,69,-7.1
134,Utah St.,MWC,29,14–15,109.4,106.2,0.5845,52.2,51.1,17.5,16.5,29.2,28.7,33.6,33.2,49.2,50.1,37.9,35.2,38.8,36.6,67.7,-7.3
135,Louisiana,SB,29,15–14,108.3,105.2,0.5834,48.7,50,18,16.5,37.9,26,42.7,36.7,50.1,47.2,30.7,37.9,34.1,29.1,71.3,-7.4
136,Albany,AE,31,23–8,104.9,102,0.5811,50.8,48.5,18.7,19.2,35.3,26.1,44.7,26.9,51.8,50.3,32.4,30.5,31.9,39.6,67.2,-3.8
137,Wright St.,Horz,33,20–13,100,97.4,0.5752,51.4,48.6,16.5,20.6,19.1,25.5,33,48.3,48.3,48.1,37.8,33,36.6,35.1,66.3,-5.9
138,Purdue Fort Wayne,Sum,31,22–9,110.3,107.6,0.5719,54.6,52.6,17.1,15.6,28.2,26.5,33.9,30.4,49.6,49.9,40.7,38.6,43.5,34.3,70.2,-2.6
139,Green Bay,Horz,33,21–12,106.9,104.4,0.5679,49.9,51.2,15.6,20.9,31.3,31.8,42.2,35.4,48.7,49.5,35,36.3,31,33.9,77.2,-4.4
140,North Florida,ASun,30,19–11,114.9,112.2,0.5679,58.1,51.4,14.9,14.4,24.3,33.7,28.9,27.1,54.8,51.8,41,33.7,48.5,26.1,71.1,-5
141,Central Michigan,MAC,29,14–15,110.8,108.6,0.558,51.6,50.9,13.6,15.9,26.9,31.7,30.6,35.6,50.6,50.8,35.2,34,46,34.5,67.4,-9.1
142,Nevada,MWC,30,17–13,98.6,96.6,0.5566,44.1,45.3,17.8,17.9,30.7,30.3,40.5,42.6,45.7,44.3,26.8,31.6,28.8,34.7,72.2,-5
143,Colorado St.,MWC,32,16–16,111.5,109.4,0.5547,49.9,52.1,16.3,14.1,33,25.1,42.3,35.1,46.5,51.4,36.2,35.4,43.3,39,68.9,-8.4
144,Fordham,A10,29,16–13,102,100.1,0.5542,51.3,51.2,20,22.2,30.4,26.5,34.1,41.2,51.1,52.3,34.5,33.1,39.9,39.1,67.5,-5.9
145,Marshall,CUSA,33,17–16,109.5,107.4,0.5535,54.2,52.3,16.4,17.1,26.6,30.9,31.2,35.9,57.2,50.7,33.7,37.4,45.1,29.8,78,-8.5
146,Buffalo,MAC,33,19–14,104.3,102.5,0.5508,49.6,49.8,18.9,17.7,32.2,28.6,41.7,37.1,49.2,48.8,33.5,34.4,37,35.9,72.9,-5.6
147,UNC Asheville,BSth,31,20–11,101.1,99.4,0.5475,49.9,48.7,18.6,22.4,31.6,29.4,42.4,33.4,50.6,51.7,32.2,28.8,30.1,35.5,71.1,-6.1
148,Nebraska Omaha,Sum,29,16–13,107.4,106,0.5392,52,52.4,16.9,20.4,27.9,31.8,42.5,37.3,53,52.1,32.9,35.3,28.3,34.2,76.9,-7.4
149,Towson,CAA,30,18–12,104.4,103.1,0.5369,47,48.3,18.2,17.8,38.7,27.6,45,40,46.1,46,32.7,35.1,29.8,34.3,66.4,-6
150,Georgia St.,SB,28,14–14,100.3,99.1,0.5342,48.5,47.9,18,21.2,24.5,31,37.5,41.3,47.1,47,34.8,32.8,27.2,40.7,65.4,-8.4
