Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
48,Vanderbilt,SEC,33,26–7,111.8,97.4,0.829,54.4,49.3,19.7,20.4,30.8,33.7,38.9,31.5,50.6,48,40.4,34.7,38.3,33.3,70.5,3.8
49,Florida,SEC,32,21–11,115,100.4,0.8276,55.2,50.3,18.5,19.6,35.8,31.1,32.2,29,55.9,49.1,35.9,35.2,36,32.6,66.7,-1.3
50,Florida St.,ACC,33,19–14,107.7,94.2,0.8236,50.6,49.4,21.5,22.8,33.1,33.9,36.4,34.6,49.3,48.2,35.4,34.4,35.1,34.3,67.7,-0.45
51,Minnesota,B10,33,20–13,108,94.6,0.8208,50.7,48.7,21.6,25.1,36,33.4,35.8,38.9,47.9,47.4,37.2,33.9,35.3,37.7,67.4,-1.1
52,Illinois St.,MVC,32,23–9,106,92.9,0.8206,53,46.2,20.2,21.9,31.3,31.5,35.2,35.3,50.6,45.2,37.9,31.9,38,36.6,64.4,0.6
53,Mississippi,SEC,31,21–10,112.4,98.5,0.8192,51.5,49.7,18.1,20,39.3,31.3,29.2,34.7,50.6,48.1,35.6,35,33.2,36.1,71.1,0.12
54,Arizona St.,P10,31,19–12,108.5,95.1,0.8188,53.8,48.6,20.3,21.9,28.5,31.8,40.2,33,54,45.7,35.6,35.1,40.5,42.3,63,0.7
55,Western Kentucky,SB,31,25–6,108.9,95.7,0.8152,53.6,46.9,20.2,25.2,37,32.8,36.2,47.7,51.6,46,38.6,32.5,32.4,31.6,69,0.31
56,Georgia Tech,ACC,32,15–17,112.8,99.4,0.8118,52.9,51.2,21.1,22.4,34.1,35.5,38.3,48.7,51.5,51.5,37.2,33.8,30.7,35.7,70.5,-2.3
57,UAB,CUSA,32,22–10,108.2,95.3,0.811,52.6,46.4,20.5,19.9,32.5,30.7,39,37.2,50,45.1,38.1,32.9,36.1,30.6,68.7,-1.4
58,Maryland,ACC,32,18–14,106.4,93.8,0.8105,51,44.3,23.3,19.8,34.4,34.4,37,31.5,50.9,42.4,34.2,32.6,27.7,30.3,71.3,-2.2
59,Kent St.,MAC,34,28–6,107,94.4,0.8078,52.9,46.2,21.6,24.2,36,35.9,41.6,38.5,51.4,45.6,37.6,31.7,30.5,33.1,66.3,2.4
60,Villanova,BE,32,20–12,107.8,95.3,0.8059,49,51.3,20.4,23.9,36.9,31.4,38.4,45.9,47.7,48.4,34.2,37,35.6,40.5,69.4,0.34
61,Creighton,MVC,30,20–10,107.7,95.2,0.8054,52.1,47.8,21,23.3,33,31.9,34.2,37.1,50.4,44.9,36.5,35.4,40.6,35.3,67.7,-0.29
62,California,P10,31,16–15,115.7,102.4,0.804,52.5,51.8,19.1,17.1,34.7,31.5,36.1,33.1,51.6,50.6,36.3,35.7,32.2,39.8,69.8,-1.3
63,Oklahoma St.,B12,31,16–15,107.4,95.2,0.8001,50,49.8,21.8,24.2,33,33.6,38.4,43.6,48.6,48.2,34.7,35.7,39.6,31.2,66.8,-1.6
64,VCU,CAA,31,24–7,102.7,91.3,0.7948,49.6,41.8,20.5,23.2,34.8,33.1,40.4,37.4,46.5,42.6,37.4,26.6,32.2,29.9,65.2,-0.25
65,South Alabama,SB,30,24–6,110.7,98.4,0.7945,54,47.9,20.6,20.5,37.9,30.5,45.7,31.2,53.2,47.2,37,32.6,33.5,37.1,66.6,-0.17
66,Southern Illinois,MVC,31,17–14,103.8,92.4,0.7926,48.7,49.2,22.1,25,32.6,28.9,40.7,49.5,47.6,46.8,33.8,35.5,35.8,37.9,62.9,-3.2
67,Washington,P10,32,16–16,108.9,96.9,0.792,50.1,51.1,20,21.5,40.7,29.8,34,40.3,48.9,48.4,35.4,37.9,27.1,32,70.3,-2.4
68,Wake Forest,ACC,30,17–13,105.8,94.5,0.7854,48.3,49.1,19.6,23.9,33.9,33.8,34,36.8,49.2,47.1,31.1,35.1,33.4,35.9,70.7,-1.7
69,Temple,A10,33,21–12,110.8,99.1,0.7825,54.5,49,19.1,19.3,28.5,32.3,35.3,31.7,53.6,46.2,37.2,35.9,39.4,37.5,65.5,-1.6
70,Utah,MWC,30,16–14,109.4,97.9,0.7821,54.5,48.3,19.7,18.3,26.9,24.5,29.8,39.5,52.1,45.4,39.2,35.9,35.7,34.3,64.1,-4.1
71,Kentucky,SEC,30,18–12,105.8,94.7,0.7818,52.6,44.9,23.8,19.9,33,33.5,41.3,42,51.5,43,36.8,32.4,31.2,33.6,64.5,-1.1
72,Massachusetts,A10,31,21–10,108.6,97.5,0.7758,52,47.6,18,19.7,30.6,33.4,41,39.6,50.1,46.4,36.5,33.7,40.9,31.2,76.5,-0.7
73,Rhode Island,A10,32,21–11,113.1,101.6,0.7744,53.3,49.6,19.5,21.2,37.3,34.5,39.3,34,51.5,48,38,35.1,32.4,35.4,71.9,-2.3
74,Dayton,A10,31,21–10,109.8,98.7,0.7728,52.9,51.1,20.2,20.7,35.9,28.3,42.3,33.3,51.3,48.4,37.6,36.4,31,43.8,63.5,-0.6
75,Duquesne,A10,30,17–13,107.3,96.8,0.7654,51.7,48.1,21.4,24.3,37.1,37.1,39.6,35.9,54.2,45.4,31.6,36,36.5,31.2,76.1,-4.7
76,Oral Roberts,Sum,31,23–8,102.5,92.6,0.7638,50.1,44.5,19.4,21,33.5,30.9,41.3,30,47.7,42.3,36.7,33.6,33.5,27.2,65.5,-0.9
77,Houston,CUSA,31,22–9,111,100.2,0.7638,49.7,49.1,15.7,23.3,31.4,32.9,33.7,39.5,46.1,48.2,35.8,33.8,48.3,36.5,71.3,-1.6
78,IU Indy,Sum,30,23–7,114.2,103.2,0.7629,57,50.2,18.1,21.4,33.5,34.6,36.7,33.8,54.1,49.5,41.8,34.1,33.1,41.5,62.6,-1.4
79,Virginia,ACC,30,15–15,110,99.4,0.7618,49.9,51.8,19.5,19.1,36.2,28.4,35.7,33.2,46.9,49.8,36.6,36.7,36.8,38.6,69.9,-3.4
80,George Mason,CAA,33,23–10,109.4,99,0.76,52.8,47.3,18.7,18.3,32.2,27.8,40.3,27.3,52.8,46.4,35.2,32.8,33.4,33,63.8,-3.5
81,Providence,BE,31,15–16,109.5,99.5,0.7503,51.5,50.3,21.1,22,36.6,36.4,32.3,37.1,48.9,49.4,37.6,34.7,35,33.7,67.6,-3
82,Alabama,SEC,33,17–16,109.8,99.9,0.7495,51.4,50.2,18.5,20.2,36.5,31.9,33.5,33.9,50,48.3,36.3,35.5,31.8,37.7,68.6,-4.5
83,Akron,MAC,33,23–10,109,99.1,0.7493,52.1,49.9,19.5,24.6,34.1,34,40,37.3,48.3,50,38.5,33,40.4,31.6,65.5,-2.8
84,Miami OH,MAC,32,17–15,107.1,97.4,0.7493,51.9,48.4,20.3,20.4,31.5,33.7,31.8,31.1,50.8,47.7,36.1,33.1,31.8,33.5,59.8,-4.2
85,Charlotte,A10,33,20–13,102.9,93.6,0.7487,47.3,48.8,20.6,24.3,33.5,33,42.1,41.1,44,47.3,34.9,34.2,40.2,39.2,68.8,-2.5
86,Texas Tech,B12,30,15–15,104.8,95.5,0.7438,50.2,51,19.9,21.8,26.3,33,47.6,34.8,48.4,48.8,36.7,36.8,26.7,34,70,-2.2
87,San Diego St.,MWC,31,19–12,103.5,94.5,0.7407,49.2,50.2,20.8,23.3,33.2,27.7,37.1,33.8,49,49,33,34.9,30.9,35.3,66.3,-2.8
88,Missouri St.,MVC,32,16–16,106.4,97.3,0.7366,50.7,49.6,22.3,22.6,35.2,32.5,34.8,35.2,48.6,46.6,36.6,36.5,33.4,37.1,66.9,-5.8
89,Georgia,SEC,32,16–16,102.7,94.7,0.719,47.7,48.1,21.8,19.2,37.5,31.9,32.8,32.7,46.9,49.1,32.9,30.8,31.4,34.9,66.6,-3.8
90,Bradley,MVC,32,17–15,109.2,100.8,0.715,52.3,50.6,21.2,21.6,31.8,32.4,36.3,38.1,48.8,49.3,37.9,35.4,43.7,32.1,70.5,-4.8
91,Tulsa,CUSA,33,20–13,104.3,96.3,0.7141,50.8,46,23.5,19,35.9,29.8,36.2,33.1,49.4,44.5,35.6,33,34,30.8,66.4,-3.8
92,Boston College,ACC,31,14–17,107.8,99.7,0.7111,50.9,49.6,22.5,17.9,35.4,35.7,39.7,28.8,49.6,48.5,36,34.6,30,30.5,66.1,-4.7
93,South Carolina,SEC,32,14–18,108.1,100,0.71,50.4,51.1,15.5,21.9,30.7,37.3,22.6,27.5,48.1,50.9,36.4,34.4,34.7,34.5,67.1,-6.3
94,Winthrop,BSth,31,20–11,98.3,91,0.7096,50,46.1,20,23.4,33.8,29,36.3,33.8,47.1,45.8,37.4,31,31.7,42.8,63.5,-4.2
95,UCF,CUSA,31,16–15,107.1,99.1,0.7093,51.7,48.2,20.3,21.7,34.1,33.4,37.2,42.2,50.2,46.8,36.3,33.6,36.4,39,66.7,-6.5
96,New Mexico St.,WAC,34,20–14,106.6,98.9,0.7033,52.4,49.6,21.9,21.6,41.2,29.4,39,33.2,52.5,46.7,34.8,36.3,28.8,37.3,71.4,-5.4
97,UTEP,CUSA,32,19–13,105.2,97.7,0.6998,49.1,49.5,18,23.5,30.7,30.7,46,48.8,49,47.3,32.9,35.6,33.4,36,73,-3.5
98,Western Michigan,MAC,32,20–12,105.7,98.4,0.6944,49.7,46.7,22,19.4,36.1,29.4,47.6,41.5,47,45.3,36.1,32.9,37.6,36.3,66,-4.6
99,Ohio,MAC,31,19–12,106.2,99,0.6925,51.4,50.8,21.7,22.1,34.8,31.3,40.2,34.1,50.5,49.9,35.2,34.7,37.8,42.4,65.3,-3.9
100,N.C. State,ACC,31,15–16,106.1,98.9,0.6924,51.1,47.3,22.5,16,30.3,35.4,47.4,26.6,50.8,44.6,34.6,36.3,32.4,28,64.6,-3
101,Stephen F. Austin,Slnd,27,22–5,104.7,97.8,0.6871,51.6,44.6,19.3,22.1,32.9,31.1,41.7,34.7,48.5,43.4,38.2,32,34.5,26.9,60,-1.3
102,Cal St. Fullerton,BW,31,23–8,109.4,102.4,0.6824,54.5,52.9,18.3,23.6,33.1,29.6,32.6,32.5,52.7,51.2,38.5,37.5,35.8,33.6,74.1,-3.1
103,Siena,MAAC,32,22–10,106.7,100.2,0.6732,50.4,51.9,15.2,24,31.8,36.9,34.9,25,48,49.2,37.5,38,29.9,34.5,69.1,-3.7
104,South Florida,BE,31,12–19,106.2,99.8,0.6731,48.8,48.7,20.2,18.4,35.9,33.8,43,33.9,48.5,46.8,33,35.2,29.5,31.5,65.6,-7.9
105,Cleveland St.,Horz,31,19–12,101.2,95.1,0.6697,47.7,47.4,21.4,21.7,34.6,30.8,39.3,42.9,48.4,47,30.6,32.1,27.2,32.5,67,-3.6
106,Seton Hall,BE,32,17–15,109.2,102.8,0.6671,48,51.1,16.9,21.4,33.7,38.4,36.7,39.3,46.6,48.8,33.8,37,33.7,34.7,71.3,-3.6
107,Cincinnati,BE,31,13–18,103,97,0.6651,46.8,49.2,20.9,18.1,35.1,29.5,32.8,45.5,45.8,48.5,32.4,33.6,35.5,37.2,65.6,-5
108,Southern Miss,CUSA,29,15–14,105.9,99.8,0.6647,47.5,49.9,19.4,19.2,36.1,28.1,48.6,43.2,47.3,49.2,32.1,34.3,22.1,32.6,65.3,-4.6
109,LSU,SEC,30,12–18,103.1,97.2,0.6628,48.3,47.8,20.3,19.5,32,35.7,29.3,28,48.4,46.1,32.2,34.3,34.8,31.7,67.8,-7
110,Nevada,WAC,31,20–11,106.1,100.1,0.6615,53,47.5,20.1,17.4,32.5,32.1,37.5,31.9,52.5,45.1,36.2,35.7,29,27.7,69.1,-3.8
111,DePaul,BE,30,11–19,110.5,104.2,0.661,49.6,53.5,17.5,19.6,33.6,36.4,30.8,28.3,47.4,49.5,35.8,40.8,35.3,34,67.9,-6.5
112,Northern Iowa,MVC,31,17–14,104.3,98.9,0.6477,50,47,19.8,16.8,25.3,28.2,43.6,30.3,49.6,42.4,33.9,36.4,34.9,38,61,-4.8
113,UNC Greensboro,SC,31,19–12,106.1,100.6,0.6472,52.6,50.1,21.4,22.3,35.1,35.2,40.1,24.3,51.9,48,35.8,36.1,38.7,34,66.3,-4.4
114,Colorado,B12,31,11–20,103.6,98.3,0.6461,50.7,49.8,21.3,20.3,26.6,33.5,35,33.6,50.5,48.1,34,35.5,35.1,33.6,62.7,-7
115,Old Dominion,CAA,32,17–15,104.9,99.6,0.6453,47.9,47.5,20.2,21.6,38.5,34.2,27.2,30.9,46.9,45.2,33.4,34.5,32.3,35.1,64.5,-6.5
116,Iowa St.,B12,31,13–18,100,95,0.6443,46.8,47.2,20.2,18.1,28.2,31.6,33.5,27.8,47,44.3,31.1,36,35,30,65.9,-5.2
117,Wright St.,Horz,31,21–10,102.7,97.6,0.644,51.9,48.2,20.5,20,30,30.5,35.2,29.6,48.4,45.2,38.8,35.1,35.4,40.9,61.2,-2.9
118,Penn St.,B10,31,15–16,106.5,101.2,0.6411,48.3,51.9,19.7,20.7,36.3,32.6,32.1,29.1,46.7,50.8,34,35.7,38.6,39.6,65.5,-4.3
119,Valparaiso,Horz,32,19–13,106.5,101.3,0.64,53.1,49.4,19.7,18.8,27.2,29.1,35.2,38.1,49.2,47.9,38.6,34.8,44.2,34.2,67.4,-4.6
120,Illinois Chicago,Horz,32,17–15,103.6,98.7,0.6361,50.3,48.2,19.9,20,31.3,30.8,32.6,26.7,46.5,46,38.5,34.6,33.3,37.1,67.5,-6.5
121,UC Santa Barbara,BW,30,22–8,100,95.9,0.6202,52.2,49.5,21.2,26.9,28,33.6,34.9,42.2,47.5,51.4,40.9,30.8,34,36.8,67,-2.5
122,Utah St.,WAC,33,23–10,112.4,107.9,0.6152,57.6,50.1,21.2,17.6,34.1,32.3,37.3,29.3,56.4,47.6,40.4,36.5,28.5,33.8,64.8,-4.5
123,San Diego,WCC,33,20–13,98.8,94.9,0.614,49.3,48.9,21.5,22.7,32.2,30.1,36,33.5,48.6,48.5,34.1,33.4,27.1,29.8,65.4,-3.8
124,Rider,MAAC,33,23–10,106.6,102.5,0.6119,55,49.1,19.9,19.8,34.4,30.6,39,30.9,53.2,47.3,39.4,34.5,30.9,39.3,70.5,-4.4
125,Cornell,Ivy,26,21–5,107.8,103.8,0.6072,56.1,48.6,20,20.6,28.9,30.9,34.2,35.2,53.3,45.7,40.9,36.2,35,33.7,69.9,-1.2
126,Michigan,B10,32,10–22,102.8,99.2,0.6035,45.8,51.5,19.9,21,33.7,35,28.4,27.5,45.2,48.4,31.2,38,40.7,35.1,66.3,-8.2
127,Marshall,CUSA,28,14–14,105.3,101.6,0.6016,47.1,50.9,20,21.8,37.1,33,43.5,38.9,47.2,49.6,31.3,35.6,33.3,32.9,64.7,-6.3
128,Boise St.,WAC,32,24–8,106.5,102.8,0.6004,57.3,49.9,21,19.4,30.2,29.5,40.3,33.6,56.1,48.9,39.6,34.7,35.7,31.8,73.1,-2.3
129,Portland St.,BSky,30,21–9,105.5,102,0.5959,54.7,50,20.7,21.5,34,31.3,38.2,35.3,51.2,49.4,39.9,34.2,41,33.5,68.2,-3.3
130,North Texas,SB,28,17–11,104.2,100.9,0.5941,51.9,48.9,21.7,19.8,35.3,29.7,40.6,39,48.8,47.6,39.5,34.2,29.7,34.9,69.9,-6
131,Iowa,B10,32,13–19,96.5,93.4,0.592,50,46.4,26.1,19.1,29.7,29,36,30.3,48.3,44.5,34.7,33.2,44,36.1,61.1,-7.5
132,Cal St. Northridge,BW,29,19–10,100.3,97.1,0.5918,52.2,47.8,21.5,24.5,31.8,31.5,32.6,51.1,50.3,48.8,37.3,30.8,33.6,35.6,74,-4.6
133,Sam Houston St.,Slnd,27,19–8,95.2,92.3,0.5879,47.7,44.4,22.7,22.6,33.9,27.9,39,38,48.1,43.3,31.3,31.3,33.9,32.6,68.8,-4.2
134,Indiana St.,MVC,30,14–16,103.4,100.2,0.5872,47.6,51.2,19.9,21.7,30.9,33.4,36.6,41.2,46.9,50.5,32.4,35.1,39.3,33.4,66.2,-5.5
135,Auburn,SEC,30,14–16,107.5,104.3,0.5857,52.5,55.8,20,22.2,31.9,32.5,31.5,28.1,53.5,55.4,34,37.5,39.7,41,67.2,-6.2
136,UMBC,AE,31,23–8,111.5,108.4,0.5823,52.2,50.6,13.4,17.5,32.1,33.5,33.8,28.4,49.3,48.7,38.8,36.1,32.4,35.4,66.1,-2.8
137,North Dakota St.,Sum,27,14–13,105.1,102.3,0.5765,51.9,49.4,20,18.6,33.6,28,40.1,36.7,48.9,48,39.4,35.8,29.3,25.3,69,-7.4
138,Georgia Southern,SC,30,18–12,103.8,101.1,0.5759,49.9,50.3,19.9,22.2,37.1,33,34.3,41.2,49.1,48.7,34.5,35.5,28.7,34.4,70.6,-5.3
139,St. John's,BE,30,11–19,96.7,94.2,0.5735,45.8,49.5,22.9,21.5,32.7,30.6,35,40.3,44.1,48.6,33.3,34.3,29,31.6,66.1,-7
140,Green Bay,Horz,30,15–15,106,103.5,0.5678,51.1,50.2,20.3,19.6,31.5,34.4,35.5,36.6,49.6,48.4,36.7,35.5,27.7,37.2,67.4,-6.5
141,Niagara,MAAC,29,19–10,105.2,102.9,0.5639,47,48.7,18.2,21.3,36.9,36.6,44.7,35.7,46.5,48.7,31.8,32.4,40.3,32.3,71.2,-5
142,Air Force,MWC,28,14–14,99,96.9,0.5597,52.1,48.7,21.5,23,19.4,30.5,45.5,35.4,48.7,44.4,37.5,36.1,44.7,44.6,58.5,-6.2
143,Robert Morris,NEC,33,26–7,100.8,99,0.5534,52.9,49.7,23.2,26.1,35.1,31.2,28.1,38.4,51.1,51.8,37.4,31,36.1,38.3,70.7,-2.9
144,Wichita St.,MVC,31,11–20,101.9,100.1,0.5524,47.3,50.6,22.7,19,37.3,27,37.2,35.8,47.9,45.6,30.8,39,36.1,39,62.6,-10.9
145,Brown,Ivy,28,19–9,105.2,103.3,0.552,55.5,50.9,20.6,20.5,24.5,30,47.9,25.5,52.2,49.1,40.2,35.9,40.1,37.9,63.1,-4.2
146,Appalachian St.,SC,30,17–13,104,102.1,0.5509,54.5,47.8,22.3,18.6,31.2,33.7,36,31.1,52.5,45.2,38.5,35.1,36.9,34.7,67.3,-6.6
147,Marist,MAAC,32,18–14,104.1,102.5,0.5441,51.7,47.4,20.3,18.1,33.5,32.7,36,36.9,48.6,46.1,37.8,33.5,38.2,32.4,65.4,-7.5
148,La Salle,A10,31,14–17,105.3,103.7,0.5435,51.1,51.9,22.5,19.4,36,31.1,37.3,33.5,46.7,51.8,39.6,34.7,34.4,31,70.6,-8.1
149,Oakland,Sum,29,15–14,109.4,107.9,0.5417,49.2,53.9,19.4,21,41.3,35.2,41.4,34.8,47.2,52.3,36,38.1,29,32.8,69.3,-7.3
150,Pacific,BW,30,20–10,105.1,103.7,0.5386,56.1,50.3,22.6,20.1,32.2,27.8,44,36.8,53.8,48.5,40,35.5,36.9,37.5,65.6,-5.2
151,Fordham,A10,28,11–17,101.9,100.7,0.5335,48.7,50.9,20.2,20.7,31,34.1,36.1,34,48.9,50,32.2,35.5,40.1,29,63.5,-7.8
