Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
37,Florida St.,ACC,31,20–11,114.5,98.4,0.8517,53.9,48.9,17.6,19.1,33.2,30.1,36.1,30.7,54.6,45.5,35.1,36.4,36.9,37.6,73,1
38,Saint Mary's,WCC,33,28–5,119.2,102.4,0.8516,58.5,48.8,15.1,15.1,27.7,23.1,31.2,25.6,57.4,49,40.4,32.3,35.1,30.1,64.9,1.3
39,Nevada,MWC,34,27–7,118,101.5,0.8501,54.9,49.2,13.9,18.2,27.4,29.1,37.1,30.7,51.6,50.7,39.8,31.2,40.4,39.5,70.9,2.5
40,Virginia Tech,ACC,32,21–11,114.4,98.4,0.8496,57.5,49.9,16.9,18.4,23.5,29.1,36.5,28.7,57.3,48.6,38.5,34.5,40.1,43,70.3,1.3
41,USC,P12,34,23–11,114.3,98.5,0.8481,53.6,50.7,15.3,19.3,30,28.9,29.8,26.5,52.2,49.6,37.4,34.8,36.2,39.9,68.9,-0.39
42,Oklahoma St.,B12,33,19–14,112.4,96.8,0.848,50.4,50.2,18.8,20.2,34.2,30.9,31.2,35.5,49.5,47.4,34.6,37,38.7,34.8,69.7,0.09
43,Baylor,B12,31,17–14,110.2,95.2,0.8433,51.4,47.7,19.6,17.1,35.3,29.4,32.4,30.8,50.9,46.5,35,33.1,30,38.3,67.4,0.13
44,Marquette,BE,32,19–13,119.5,103.3,0.8426,56.6,53.7,17,17.7,27.3,29,28.4,38.3,52.1,53.7,41.5,35.9,44.6,34.3,70.2,1
45,San Diego St.,MWC,31,21–10,110.6,95.7,0.8399,52,48.8,17,19.3,31.8,25.3,34.3,29.2,52.3,48.3,34.3,33.1,36.1,40.4,70,-1.6
46,Notre Dame,ACC,33,19–14,114.4,99.3,0.836,51.6,50,14.8,16.6,30.8,28.5,31.6,22.3,49.6,47.7,36.4,35.9,39.6,37.4,66.5,-0.6
47,Arizona St.,P12,31,20–11,117.2,102.1,0.8299,53.9,50.7,14.6,20.4,28.1,30.7,41.9,32.3,53.3,50.4,36.4,34.1,40.7,39.9,72.9,-1.2
48,Nebraska,B10,32,22–10,110.1,96.2,0.8254,49.4,47,16.3,18.3,30.2,33.7,38.4,26.4,47.9,46.5,34.9,32.1,35.2,29.4,68.9,1.9
49,Syracuse,ACC,33,20–13,106.3,93,0.8228,47.2,46.8,19.1,19.6,35.1,29.3,40.2,31.3,46.7,44.8,32.1,32.8,33.5,43.8,64.5,-0.42
50,Rhode Island,A10,32,25–7,110.2,96.5,0.8217,51.5,50.1,15.5,22.9,31,27.5,30.5,40.7,51.1,50.3,35,33.1,31.9,30.4,69.9,1.6
51,Boise St.,MWC,30,22–8,109.5,95.9,0.8212,54.2,48.6,18.7,16.3,29,18.3,30.5,29.2,52.3,48.3,37.9,32.8,41.9,37.1,69.8,-0.38
52,Davidson,A10,32,21–11,116.7,102.5,0.8153,57.7,51.2,14.5,16.2,22.7,23.4,24.5,28.6,56.8,50,39.1,35.2,48.2,42.5,65.4,-2.8
53,N.C. State,ACC,32,21–11,114.8,101.1,0.8116,53.3,51.5,16.9,20.7,33.6,31.9,33.9,32.6,52.1,53.5,37.2,31.6,34,32.1,72.8,0.9
54,New Mexico St.,WAC,30,25–5,106.9,94.2,0.8097,51.8,45.5,17.4,19.3,34.2,22.8,29.1,33.6,52.3,45,34,30.8,36.4,37.2,69.3,1.3
55,Middle Tennessee,CUSA,30,23–7,109,96.1,0.8092,52.4,48.8,18.4,19.5,31,22.5,30.7,41.8,51,50.2,36.8,31,33.7,38.2,67.7,0.8
56,Mississippi St.,SEC,32,21–11,108.8,96.1,0.8061,52.2,48.3,19.3,19.9,31.5,30.4,32.2,31.2,56,47.3,30.6,33.2,37.6,39,69,0.01
57,Alabama,SEC,34,19–15,107,94.8,0.8007,51.6,47.2,20.1,18.7,29.1,30.6,41.5,36.8,53.2,46.8,32.5,31.9,35.6,37.1,70,-1.1
58,Providence,BE,34,21–13,108.7,96.5,0.7982,49.6,50.1,17.6,18.9,29.4,28.9,39.2,31.4,49.5,51.3,33.3,32.1,33,36.5,68.3,2
59,LSU,SEC,31,17–14,114.8,101.9,0.798,54.6,52.7,16.6,19.6,29.6,31.2,32,32.9,55.7,52.7,35.3,35.1,40.1,40.8,69.2,-1.9
60,Loyola Chicago,MVC,32,27–5,109,96.8,0.7976,57.8,47.3,18.8,20,22.1,25.9,33.2,25.7,56.5,46.3,40,32.6,35.7,36.4,66.5,2
61,UCLA,P12,32,21–11,114.7,101.9,0.7957,53.8,49.4,16.2,14.7,28.6,27.2,35.9,29.5,51.3,47.4,38.3,34.9,39.9,39.6,71.6,-0.03
62,Georgia,SEC,33,18–15,107.4,95.5,0.7935,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,47.4,43.1,31.8,33.2,34.6,37.6,65.6,-1.1
63,South Dakota St.,Sum,30,24–6,114,101.6,0.7899,54.5,50.2,13.8,14.3,24.7,22.9,35.8,25.5,51.2,49.8,39.2,33.8,43.5,37.7,71.4,0.6
64,Utah,P12,30,19–11,110.6,98.8,0.7871,54,48.3,17.7,17.8,24.4,28.9,34.9,30,53.2,46.6,36.6,34,45.6,38.5,67.3,-1.5
65,Western Kentucky,CUSA,33,23–10,112.5,100.5,0.7856,54.4,49.6,16.8,18.5,28.7,29,41,23.2,54.6,46.7,35.9,36.3,26.9,36.9,69.7,-1.2
66,Louisiana,SB,31,25–6,112.3,100.3,0.7846,53.1,48.9,18.2,19.6,35.5,27.7,38.5,35.5,52.8,47.9,35.8,34,39.3,32.8,71.4,-0.5
67,Old Dominion,CUSA,32,25–7,107.2,95.9,0.7838,50.7,47.7,15.5,21.6,32.3,26.2,33,30.3,49.3,45.6,35.7,33.8,33.8,41.1,66,-0.9
68,St. John's,BE,32,15–17,106,95.3,0.7726,49.2,50.3,16.4,22.2,23.6,32,30.4,34.4,48.8,46,33.3,37.4,35.4,42.8,70.5,-2.9
69,Oregon,P12,34,22–12,110.5,99.4,0.7721,52.7,49.8,16.9,19,30.9,26.4,30.2,36.8,52.6,47.6,35.2,35.5,42.5,39.7,68.2,-2.3
70,South Dakota,Sum,30,22–8,108.4,97.9,0.7636,52.5,48.2,15.8,20,29.7,27.2,35.4,29.3,51.9,47.2,36,33.3,31.6,36,71.3,-1.8
71,Buffalo,MAC,33,25–8,113.6,102.6,0.7628,54.8,48.5,16.6,18.2,32,28.6,30.3,40.4,54.2,47.7,37.2,33.3,40,34.1,74,-1.3
72,Fresno St.,MWC,30,19–11,109.5,99.1,0.7583,54.5,49.6,17.4,18.8,26.6,24.6,38.4,39,52.7,46.7,39,36.8,30.5,34.2,67.7,-3.8
73,Georgetown,BE,30,15–15,110.3,100,0.7566,51.8,50.8,20.7,17,31.3,26,38.3,28.3,50.1,49.9,36.6,34.8,35.1,39.8,71.4,-3.5
74,Indiana,B10,31,16–15,108.7,98.6,0.7548,51.1,50.8,18.2,19.7,31.8,29.5,36.4,32.2,52.5,48.4,32.2,36.7,34.1,36.5,67.7,-2.8
75,Northwestern,B10,31,14–17,108.9,98.9,0.753,49.5,51,17.8,19,29.4,27.7,29.1,37,47.1,48.9,35.4,36.2,39.3,38.2,65.5,-4.2
76,South Carolina,SEC,32,16–16,104.5,94.9,0.7509,46.2,49.3,19.7,21,33.6,27.5,42.8,43.1,43.5,48.7,33.8,33.5,37.5,37.7,69.8,-3.1
77,Wisconsin,B10,33,15–18,108.3,98.4,0.7508,50.9,51.2,16.8,18.4,28.4,27.7,32.7,30.2,51.2,50.6,33.5,35,36.4,30.3,63.9,-3.8
78,St. Bonaventure,A10,32,25–7,110.4,100.6,0.7456,52.3,48.9,16.3,20.4,30.1,29.6,39.9,39.3,48.5,49.6,39.8,32,33.7,42.6,70.4,1.4
79,Murray St.,OVC,29,24–5,111.1,101.2,0.745,55.2,46.9,17.3,18.2,32.5,27.2,37.1,30.2,54.5,47.2,37.4,30.8,39.7,35.6,68,-0.38
80,Boston College,ACC,34,19–15,112.4,102.6,0.7407,52.5,51.5,18.4,17.7,30.3,26.1,31.2,27,51.3,49.5,36.2,36.3,39.8,40.7,71,-1.8
81,SMU,Amer,33,17–16,108.7,99.4,0.7374,52,49.5,18,21.7,32.7,31.7,30.5,30.6,48.7,48.6,37.9,33.8,40.4,43.4,65.4,-6.3
82,BYU,WCC,34,24–10,106.9,97.8,0.7347,54.4,51.4,17,18.5,22.5,22.4,38.3,27.8,55.2,51.9,35.2,33.7,34,38.3,68.4,-1.8
83,Wake Forest,ACC,31,11–20,110.7,101.5,0.7299,50.5,51.5,18.8,17.5,30.5,27.7,31.9,39,47.4,48.1,37.4,37.7,35.3,40.1,70.7,-7.9
84,Illinois,B10,31,13–18,109.7,100.9,0.7244,49.8,53.3,18.8,23.2,34,31.3,33.1,47.9,49.8,54.1,33.2,34.5,36.2,34.9,71.2,-6.5
85,Iowa St.,B12,31,13–18,110.3,101.5,0.7219,49.9,51,17,16.4,29.5,30.6,29.8,26.5,47.9,51,35.8,33.9,34.9,39.7,70.1,-4.3
86,Stanford,P12,33,18–15,107.3,98.8,0.7217,52.3,50,20.5,16.3,32.2,26.9,41.7,29.5,50.5,48.1,37.5,35.4,31.7,36.2,71.6,-4.3
87,Northern Kentucky,Horz,29,20–9,107.4,98.9,0.7214,54.4,47.1,17.6,19.4,28.1,27.1,31.3,31.4,56,46.8,34.6,31.8,39.5,35.7,69.6,-4.5
88,Montana,BSky,31,24–7,107.6,99.1,0.7208,51.7,48.3,17.4,21.2,34,26.4,38.9,41.3,51.9,46.1,34.1,35.3,27.2,32.3,69.1,-1.1
89,Belmont,OVC,33,24–9,111.9,103,0.7206,58.8,48.9,18.1,16.9,25.2,25.7,27.9,26.8,61.7,48.1,37.6,33.5,54.2,35,68.3,-2.7
90,Vanderbilt,SEC,32,12–20,113.8,105.1,0.7144,51.8,52.4,17.7,14.7,28.6,27.7,36.2,36.5,50.8,50.7,35.3,37.4,46.1,31.1,67,-6
91,Iowa,B10,33,14–19,115.4,106.7,0.7113,54.3,53.1,18.7,15.5,34.1,28,35.4,28.1,53.3,51.2,37.5,37.6,34,36.6,71.4,-5.7
92,DePaul,BE,31,11–20,104.2,96.5,0.708,47.9,52,19.4,20.2,32.9,28.1,29.4,32.3,48.5,49.2,31,37.1,32.7,43.1,71,-6.7
93,Temple,Amer,32,17–15,107.9,99.9,0.7073,49.4,50,15.9,18.7,27.8,32.5,25.6,30.7,47.1,50.9,35.3,32.4,39.1,36.9,68.5,-3.2
94,Vermont,AE,33,26–7,111.9,103.7,0.7051,56.2,49.9,17,16.8,26.4,22.6,42.7,25.5,53.8,49.1,40.3,34.2,36.2,38.2,65,-0.9
95,UNC Greensboro,SC,31,24–7,103.5,96.2,0.6989,52,47.6,19.8,21.6,33.7,23.8,26.4,39.1,50.9,47,35.6,32.3,45.9,41,66.1,-1.5
96,UNLV,MWC,33,20–13,111.1,103.4,0.6943,53.5,48.7,19.1,15.5,34.5,29.9,43.4,26.2,54.8,46.7,33.4,35.2,27.7,31.9,73.8,-4.8
97,Minnesota,B10,32,15–17,108.8,101.4,0.6936,48.7,50.5,15.5,16,30,29.5,35.1,27.1,47.1,47.3,34.6,37.5,32,35.8,71.2,-5
98,Furman,SC,31,21–10,107.9,100.8,0.686,54.9,50.1,16.5,20.6,27,28.6,28.2,29.9,56.8,51.4,35.3,32,47.1,36.8,69.7,-3.9
99,East Tennessee St.,SC,32,23–9,104.3,97.4,0.6858,53.8,47.1,19.7,20.6,30.7,27.7,33.1,33.4,54.8,46.4,34.7,32,36.5,40.8,68.8,-3
100,Grand Canyon,WAC,32,21–11,101.9,95.2,0.6858,48.4,43.8,19,21.5,31.6,28,39.6,39.5,48.8,45.4,31.9,26.7,39.1,30.3,69.9,-5.4
101,Mississippi,SEC,32,12–20,110.9,103.7,0.684,48.3,51.5,15.9,17.3,31.3,30.7,33.8,36.9,48.7,48.1,31.9,37.8,39.4,39.4,71,-7
102,Utah Valley,WAC,29,19–10,109.4,102.4,0.6808,54,48.2,19.9,17.9,31.1,28,39.5,28.8,51.8,47.4,38.6,33.3,36.7,33.4,68.9,-4.1
103,Washington,P12,32,20–12,105.2,98.7,0.6743,51.3,50.6,18.7,21.1,29.1,32.9,37.1,34.2,51.3,51,34.1,33.2,33.8,35.4,70.7,-2.5
104,Georgia St.,SB,32,22–10,107.2,100.7,0.6719,54.1,47.1,16.7,20.8,25.8,32.8,31.6,39.1,50.9,43.9,39.1,33.9,41.1,46.1,67.9,-5.1
105,Tulsa,Amer,31,19–12,107.8,101.4,0.67,50.7,49.5,18.6,17.9,32,29.6,41.6,25.3,49.7,47.9,34.7,34.4,41.1,43.5,68.7,-4.1
106,Northern Iowa,MVC,30,14–16,102.9,96.9,0.6659,48.5,49.8,17.5,17,24.5,22.1,31.3,25.6,47.3,46.4,33.5,37,39.6,37.7,63.7,-7.1
107,Oregon St.,P12,32,16–16,107.2,101,0.6651,52.1,49.6,19.4,18.6,31.8,28.7,38.7,38.2,53.3,48.1,32.9,34.8,32.8,36.7,66.8,-7.3
108,UAB,CUSA,31,18–13,108.6,102.3,0.6641,54.7,50.6,19,17.6,30.9,25,28.3,26.8,55.9,49.1,34.8,35,33.4,43.8,68.8,-6.1
109,Northeastern,CAA,32,22–10,106.3,100.3,0.66,56.9,49.4,19.8,17.9,25.3,25.6,35.1,33,57.6,51.1,37.3,30,45.4,28.3,68,-4
110,Stephen F. Austin,Slnd,30,24–6,104.1,98.3,0.6588,53.4,49.7,20.8,26.1,32.7,28.6,40,50.5,52,47.1,37.4,35.9,32.4,38.9,72.1,-1.8
111,Colorado,P12,32,17–15,104.3,98.6,0.6568,50.6,49.3,20,15.1,29.3,26.3,33.3,34,48.8,46.6,35.8,35.7,36.6,38.9,69.2,-4.5
112,Penn,Ivy,31,23–8,103.1,97.6,0.6539,53,46.9,16.6,17.1,24.2,22.7,33.6,31.9,53.7,48.1,34.7,29.7,41.7,32.8,70.1,-3.3
113,San Diego,WCC,30,17–13,103.4,97.9,0.6531,52.3,45.8,19.2,18,22.3,26.4,40.5,43.2,51,46.1,35.9,30.2,45.3,29.1,68,-5.7
114,Missouri St.,MVC,32,17–15,108,102.3,0.6517,49.4,47.5,17.4,14.8,33.1,25.8,27.3,30.4,49.4,46,32.9,33.5,36.4,36.9,66.7,-8
115,Bucknell,Pat,34,25–9,107.6,101.9,0.6503,54,47.6,17.1,17.1,27.2,27.4,42.4,34.4,55.6,46.5,34.3,33.2,39.3,31.7,72.9,-3
116,New Mexico,MWC,33,18–15,111.8,106,0.6473,53.5,54.8,16.8,22,26.1,31,34.6,39.9,51.4,53.7,37.1,38.1,47.5,31.4,72.2,-6.2
117,Northern Colorado,BSky,31,19–12,105.8,100.5,0.6448,53.2,48.8,16.9,16.9,26.7,24.7,33.2,36.8,53.5,48.8,35.1,32.4,39.1,23.7,72.4,-6.2
118,Georgia Tech,ACC,32,13–19,103.4,98.3,0.6408,46.9,49.2,19.2,18.9,30.8,30.6,34.8,31.8,46.6,45.4,31.8,37.9,27.7,33.4,67,-6.7
119,Toledo,MAC,33,22–11,113,108,0.6269,55.3,49.5,16.6,13.4,27.8,27.8,37.1,26.4,51.4,48.5,40.6,34.4,41.7,32,69.5,-4.4
120,UCF,Amer,32,19–13,97,92.8,0.625,47.8,45.7,20.7,18.9,28.5,28.6,43.1,26.2,47.1,43.7,32.9,33.1,33.1,34,65.8,-3.4
121,Bradley,MVC,32,19–13,103.3,99,0.6191,48.9,47.7,20,20.3,31.3,29,37.8,35.6,46.6,46.2,35.6,33.3,34.3,41.6,67,-5.6
122,Marshall,CUSA,33,23–10,107.8,103.4,0.6174,54.9,49.7,17.2,18.2,22.3,31.6,32.9,29,56.2,48.5,35.5,34.8,45.7,30.2,76.1,-2.5
123,UC Santa Barbara,BW,30,21–9,110.7,106.3,0.6159,53,49.9,14.9,16.6,28.7,27,32,29.5,50.5,48.9,38.3,34.4,36.1,35.4,67.9,-3.9
124,Saint Joseph's,A10,32,16–16,104.1,100.3,0.6052,48.8,49.6,13.9,16.2,23.5,24.5,34.6,24.6,47.7,48.9,33.7,33.7,38.7,45.7,71.6,-8.1
125,Rutgers,B10,33,14–19,97.7,94.4,0.5975,43.6,48,17.2,20.5,33.3,29.1,30.5,30.8,43.4,47.6,29.6,32.5,24.4,37.4,67.2,-6.8
126,Eastern Washington,BSky,32,18–14,107.1,103.5,0.5969,54.5,50.6,16.9,16.6,21.9,25,28.3,35,52.2,49.2,38.6,35.6,41,33.5,67.6,-7.1
127,VCU,A10,33,18–15,106.4,102.9,0.5953,52.6,51.5,18.7,17.8,29,27,28.1,29.4,52.4,50.9,35.2,35.1,38.6,36.9,72,-6.9
128,Wyoming,MWC,32,19–13,103.9,100.5,0.5945,52.1,51,17.6,19.1,19.5,25.7,41.2,37.8,52.7,48.6,34.2,37,44.9,34.5,74.5,-3.8
129,Florida Gulf Coast,ASun,31,20–11,106.5,103.1,0.5906,55.5,50.2,19.4,18.9,31.9,26.6,33.5,34.1,55.3,49.5,37.3,34.2,31.9,38.6,72,-6.4
130,La Salle,A10,32,13–19,105,101.7,0.5903,49,51.7,16.5,17.5,25.5,25.4,31,33.8,48.8,48.8,32.9,38.1,37.3,34,70.1,-11.1
131,Wright St.,Horz,32,23–9,99.6,96.5,0.5901,49,48.3,18.6,21.1,28.8,24.9,36,30,48,45.6,34,34.9,35,39.7,69.3,-3.5
132,UT Arlington,SB,33,20–13,104.1,101.3,0.5772,52.5,49.2,20.1,19.3,30.8,27.7,34.8,34.7,51,47.9,36.5,33.9,39.9,44.6,73.9,-6.1
133,Evansville,MVC,30,15–15,98.1,95.9,0.5669,48.7,49.8,20.9,20.9,23.9,26.1,34.6,32.9,44.5,48.5,39.8,34.4,27.4,42.8,66.7,-7.7
134,Dayton,A10,31,14–17,108.8,106.3,0.5658,55.5,54.4,20.2,18.4,25.8,27.5,31.8,29.2,59.5,52.5,33.7,38.3,44,39,67.2,-9.6
135,UC Davis,BW,30,20–10,102.9,100.8,0.5604,52.3,49.3,18.7,22,24.5,29.2,39.2,36,50.9,48.8,36.8,33.4,31.8,37.1,67.5,-4.4
136,Louisiana Tech,CUSA,31,15–16,106.5,104.3,0.5595,50.9,50.6,17.9,18.2,27.4,29,36.5,32.1,48.2,48.6,36.7,36.4,40.6,33.9,68.5,-9
137,Utah St.,MWC,33,16–17,106.1,104,0.5595,53.2,51.9,18.8,17.6,25.4,26.4,33.2,33.3,52.5,50.7,36,36,45.8,37,67.9,-8
138,Indiana St.,MVC,29,11–18,103.3,101.3,0.5581,49.5,51.4,20.1,19.8,27.6,23.6,34.1,42.1,46.5,50.1,35.9,35.7,41.7,37.1,71.1,-10.3
139,Saint Louis,A10,32,16–16,101,99,0.5558,47.1,49.3,19.5,18.3,33.8,27,45.8,35.1,46.6,47.7,32,34.8,33.1,35.5,65.3,-7.9
140,Southern Illinois,MVC,32,19–13,104.7,102.7,0.5551,52.2,50.5,18.7,19.9,25.9,29,32.4,34.1,51.5,50.9,35.7,33.3,33,39.2,67.9,-5.3
141,Drake,MVC,31,15–16,106.3,104.5,0.55,50.8,51.9,17.1,17,23.4,27.7,31.5,24.8,48.4,52.7,36.2,33.7,40.4,37.4,69.1,-8
142,Idaho,BSky,29,20–9,107,105.2,0.5497,54.7,50.1,19.4,16.1,31.1,24.2,30.4,30.2,50.3,48.1,41.1,35.2,39.1,42.4,66.8,-4.5
143,Illinois St.,MVC,32,17–15,104.5,102.8,0.5464,49.8,49,18.9,18.1,26,31.5,33.8,38.3,49.4,50.3,33.6,31.3,46.1,39.4,70.1,-5.9
144,Harvard,Ivy,30,17–13,99.9,98.3,0.5463,50.5,49,20.2,18.2,26.1,23.1,27.5,35,48.6,47.8,35.5,33.8,41.4,40,66.8,-6.8
145,Albany,AE,31,21–10,106.6,105,0.5442,50.5,50.6,17.5,17,34.6,24.3,37,27.1,48.7,51.6,36.8,32.6,27.3,35.9,67.4,-5.9
146,Charleston,CAA,31,24–7,106.7,105.1,0.544,52.8,50.2,14.7,17.8,25.6,28,36.8,31.3,51.8,48.8,36.4,35.1,37.1,36.3,65.8,-2.1
147,Eastern Michigan,MAC,29,17–12,102,100.5,0.5427,51.5,48,18.9,20.4,30.4,32.9,30.5,32.6,52.2,44.7,33.5,35.3,33.3,40,65.6,-6.5
148,San Francisco,WCC,32,17–15,101.5,100,0.5417,49.3,49.8,17.7,18,28.4,25.7,29,38.3,48.6,49,33.5,34.3,42.5,30.9,67.6,-7.1
149,Iona,MAAC,33,20–13,108.9,107.3,0.5409,54.1,52.1,16,18.8,24.4,30.5,30.4,29.2,51.3,51.4,38.8,35.5,40.8,35.1,71.6,-7.3
150,Jacksonville St.,OVC,32,20–12,101,99.6,0.5408,50.5,47.9,19.1,19.4,33.3,26.2,29.8,32.2,51.6,46.8,32,33,30,41.5,67,-6.6
