Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
24,Texas A&M,SEC,32,22–10,115.4,93.6,0.9178,47.5,48.2,18.2,19.7,42,27.8,41.7,35.3,48,46.5,31.1,33.4,37.6,47,66.9,5.5
25,Saint Mary's,WCC,32,27–5,115,93.4,0.9169,50.9,46.2,15.1,16.6,40.5,24.9,31.4,25,51.8,45.8,32.6,31.2,33.4,31.3,62.5,4.4
26,Clemson,ACC,33,27–6,117.7,95.7,0.9151,53.6,48.9,15.7,20.1,33.7,29.9,28.2,27.6,52.3,49.3,37.2,32.2,38.4,38.3,65,4.8
27,Marquette,BE,33,23–10,116.7,96.1,0.9031,52,49.9,13.5,21.5,30.1,31,26.1,30.2,54.9,51.3,32.5,31.8,46.3,39.8,68.5,3.6
28,Baylor,B12,32,18–14,120.6,99.3,0.903,51.5,51.2,16.1,18.8,35.6,31.2,31,33.5,51.2,49.8,34.7,35.4,40.2,40.8,65.4,2.1
29,Mississippi,SEC,33,22–11,117,96.5,0.9014,51.1,50.5,12.8,20.5,25.4,30.8,35.6,39.5,51,51.6,34.1,32.7,40.2,44,68.8,4.9
30,Mississippi St.,SEC,33,21–12,118.4,98.6,0.8912,51.7,51.9,15.1,19,34.1,29.5,31.6,35.4,55.2,50.1,31.4,36.1,42.3,44.2,68.7,3.1
31,Georgia,SEC,32,20–12,115.3,96,0.8909,52.5,47.2,18.8,18,36.1,31.8,39.8,30.4,53.8,47.8,33.5,30.9,36.8,40.6,67.2,2
32,West Virginia,B12,32,19–13,110.3,92.2,0.8867,50,46.3,16.2,19.4,25.9,30.8,25.6,32.2,50.9,47.3,32.6,29.7,46.1,36.5,64.9,1.5
33,VCU,A10,33,27–6,114.9,96.1,0.8864,52.4,44.4,16.8,20.6,36.7,30,32.2,36.1,54.2,43.6,33.5,30.6,47.4,35.3,66.9,1
34,Oregon,B10,33,24–9,115.5,96.9,0.8828,52.2,49.1,16.2,17.6,30.6,29.2,33.4,27.7,53,50,34,31.7,38.6,37.4,68.5,5.8
35,Creighton,BE,34,24–10,116.6,98.3,0.8773,55.8,47,18.1,11.7,26.9,27.2,28.5,16.9,60.5,45.8,33.9,32.7,49,35.2,67.9,3
36,Connecticut,BE,33,23–10,121,102.2,0.8748,55.5,48.3,17.1,15.5,35.6,27.4,30.6,40,57.3,46,35.4,35.1,42.6,34.2,64.6,2.3
37,North Carolina,ACC,35,22–13,118,100,0.8707,54.2,49.6,15.1,15.2,29.2,27.1,34.8,30,54.9,49.2,35.3,33.5,37,37.9,71.3,1.4
38,Ohio St.,B10,32,17–15,116.8,99,0.8704,53.5,48.6,15.6,16.8,28.9,30.5,35.8,39.9,52.6,50.3,36.8,30.5,37.7,37.6,67.8,-0.38
39,Xavier,BE,32,21–11,115.5,98.4,0.8637,53.9,50.6,16,17.6,25.2,25.2,37.2,28.1,51.3,50.5,38.8,33.9,37.4,37.2,69.8,0.42
40,New Mexico,MWC,32,25–7,112,95.6,0.8617,50.8,49.2,15.6,20.5,31.5,25.6,37.8,35,50.6,48.2,34.1,33.8,32.2,38.3,73.8,2.7
41,Cincinnati,B12,33,18–15,111,94.8,0.8597,50.9,48.6,15.5,19.7,32.3,30.1,23.4,24.3,52.6,48,32,33.2,38.1,34.2,66,-1
42,Vanderbilt,SEC,32,20–12,118.1,101,0.8579,51.7,52.9,14.7,20,32.2,29.7,34,39,53.6,51.5,32.5,36.9,40.2,37.5,70.3,1.6
43,Texas,SEC,34,19–15,116.6,99.8,0.8567,52.5,48.4,14.3,16.6,29.8,29.7,36.6,39.3,51.8,47.5,36,33.3,35.4,36.2,68.1,0.15
44,Arkansas,SEC,33,20–13,111.4,95.7,0.8509,52.7,48.3,16.5,17.5,27.6,28.3,35.5,29.4,54.4,48.5,33.3,31.9,36.7,39.5,70,1.4
45,Colorado St.,MWC,34,25–9,114.9,99,0.8481,55.8,48.5,17.4,16.7,26.4,25.3,31.8,33.6,56.5,47.7,36.6,33.1,42.8,37.9,66.8,0.8
46,Oklahoma,SEC,33,20–13,117.5,101.3,0.8465,54.9,51.1,17.3,18.1,26.5,31.7,39.6,35.8,54.6,54.9,37,30.5,41.9,41.9,69.2,2.2
47,Utah St.,MWC,32,25–7,121.4,104.7,0.846,56,51.8,16,20.2,34.6,30.3,37.6,36.2,57.7,52.6,35.8,33.8,42.3,44.4,68.4,2.3
48,Boise St.,MWC,33,23–10,115.5,99.6,0.8454,52.1,49.6,16.9,16.1,33.2,22.6,39.2,31.1,56.3,48.6,31,34.2,43.3,36.2,66.1,0
49,SMU,ACC,33,23–10,116.6,100.9,0.8412,54.7,47.8,17.4,17.9,36.7,30.5,36.7,32.5,53.7,46.8,37.6,32.9,35.1,41,69.6,-0.48
50,San Diego St.,MWC,29,20–9,108.8,94.1,0.8411,50.6,45.3,16.8,19.7,29.4,30.9,32.1,37.2,51.6,45,32.8,30.4,39.4,47.3,66.6,1
51,Indiana,B10,32,19–13,112.8,97.7,0.8387,51.1,49.8,16.7,16.4,31.5,28.1,33.1,29.6,52.6,50.3,32.1,32.7,33.2,38.9,68.7,0.9
52,Northwestern,B10,33,17–16,112.9,97.9,0.8377,49.8,49.9,14.9,19.8,31.2,30.1,31.3,36.6,49.7,49.4,33.3,33.8,34.2,39.3,65.7,-2.2
53,Villanova,BE,33,19–14,119.2,103.6,0.8339,54.9,51.1,15.6,16,30.2,27.4,28.9,30.1,51.1,50.3,39.8,34.7,43.6,45.9,63.9,-2.9
54,Santa Clara,WCC,32,20–12,115.5,100.4,0.8335,55.5,49.5,17,16.9,32.8,26.9,28.9,31.9,54.6,51.7,37.7,30.7,46.8,39.7,69.7,-3.3
55,UC San Diego,BW,32,28–4,112.3,97.8,0.8307,55.4,47.7,13.4,23.3,25.6,28.4,33.8,29.8,56.1,46.2,36.5,33.1,49.6,44.3,66.5,0.9
56,Drake,MVC,31,28–3,112.7,98.3,0.8283,53.8,51.7,18.6,22.1,36,25.8,43,35.8,54.6,54.3,35,31.8,36.8,39.1,59.4,2.7
57,Liberty,CUSA,31,25–6,112.5,98.3,0.8251,58.4,45.9,15.3,16.9,18.9,28,30.9,26.3,57.7,48,39.5,28,47.7,34.4,66.1,-0.16
58,McNeese St.,Slnd,31,25–6,113.8,99.6,0.8209,53.3,47.5,16.2,21.6,34.7,31.3,35.7,31.4,53.2,46.9,35.6,32.2,36.7,46.6,66,-0.4
59,USC,B10,33,16–17,116.4,102,0.82,54.6,52.4,17.8,17.8,28.2,30.9,36.4,34.9,54.3,54.3,36.7,32.9,34.7,38.5,69,-3.2
60,Nebraska,B10,31,17–14,112.1,98.2,0.8196,51.5,50.9,16.2,17.6,26.8,28.8,36,27,53.3,50.6,32.5,34.1,38.5,46.2,68.3,-0.9
61,Memphis,Amer,34,29–5,112.3,98.8,0.8141,53.6,48.5,19.2,19.1,35.1,32.3,39.4,33.6,52,48.6,38,32.2,33.1,40.7,71.4,5
62,Penn St.,B10,31,16–15,114.2,100.6,0.8112,54.1,51.9,17.4,19.8,28.6,29.1,37.9,29.4,55.6,51.3,34.3,35.3,36.2,38.3,70.9,-3.2
63,Kansas St.,B12,33,16–17,109.8,97.2,0.8038,50.6,49,17.7,18.1,29.4,31.7,27.6,28.6,51.8,49.9,32.5,31.5,40.2,35.7,67.7,-2.5
64,San Francisco,WCC,32,23–9,111,98.2,0.8036,53,48.7,17,18.2,29,28.1,35,35.9,54.7,52.1,34,28.3,43.6,35.1,68.5,0.13
65,Iowa,B10,33,17–16,119.5,106,0.7993,56.8,54.4,13.7,17.9,25.1,32.2,26,28.3,56.6,56.2,38,34.4,41,38.8,70.5,-1.9
66,Arizona St.,B12,32,13–19,112.4,100,0.7938,51.4,50.5,17.5,16,25.2,30.4,35.9,31.2,49.8,51.4,35.8,32.9,42.8,40.3,69.1,-3.1
67,Pittsburgh,ACC,32,17–15,114.7,102.3,0.7878,52.2,51.1,14.8,18.3,29,29.9,34.2,32.8,52.4,50.4,34.6,34.7,41.4,41.3,67.2,-3.8
68,Utah,B12,32,16–16,112,100.3,0.7818,51.7,48.7,18.1,15.7,34.9,28.4,37,33.4,53.9,47.4,32.6,33.8,43.8,40,69.5,-2.9
69,Rutgers,B10,32,15–17,115.6,103.8,0.7755,50.6,52.8,15.4,17.4,30.8,32.2,36.2,30.5,51.3,52.9,32.9,35.1,36.3,37.7,69.4,-3
70,North Texas,Amer,30,22–8,109.6,98.5,0.7722,51.6,46.8,17,19.5,33.1,27.7,36.6,39.5,50.5,47.6,35.7,30.3,37.3,37.7,61.1,-1.7
71,TCU,B12,32,16–16,106.2,95.6,0.769,46.8,50.9,17.3,19.5,33,29.6,33.5,28.3,47.8,53.4,30,31.6,34.7,42.5,67.2,-1.7
72,UCF,B12,33,17–16,114.8,103.4,0.7678,49.4,51.1,17.2,18.1,32.4,34.4,36.3,30.8,48.6,52.1,33.6,33,41.3,37,72.4,-2
73,George Mason,A10,33,25–8,105.3,95.1,0.7633,51.5,45,20,18.9,32.1,29.1,41.7,31.5,50.7,44.6,35.3,30.3,35.8,45.5,65.4,-0.4
74,Wake Forest,ACC,32,21–11,107.1,97,0.7567,49.4,47.2,16.7,19.7,26.8,31.5,36.1,31.5,52.9,48.2,28.5,30.7,35.2,45.8,67.9,0.6
75,South Carolina,SEC,32,12–20,109.5,99.4,0.7521,48.9,51.5,18.4,15.6,30.4,27.3,43.3,30.4,49.8,51.1,31.6,34.8,39,34.6,66.1,-5.5
76,Stanford,ACC,33,20–13,112.6,102.3,0.7509,50.4,50.6,15.8,17.6,31.1,28.2,29.7,36,49.9,50.9,34.1,33.4,41.4,34.1,66.8,-2.7
77,Dayton,A10,31,21–10,115,104.6,0.7491,52.6,50.4,15.5,17.7,29.6,28.8,37.9,30.7,52.1,51.9,35.6,32.3,40.4,42.4,66.5,-1.6
78,Yale,Ivy,28,21–7,114.1,103.8,0.7468,54.8,48.8,14.4,16.1,33.2,25.8,32,28.7,53.4,47.3,38.5,33.7,32,48,68,-2.6
79,Butler,BE,33,14–19,115.3,105,0.746,53,49.4,16.4,11.5,26.4,29.3,37.3,20.4,51.7,50.9,36.6,31.3,40.9,36.8,68.1,-6.1
80,UC Irvine,BW,33,27–6,105.5,96.4,0.7379,51.6,46.2,18.3,17.9,28.5,25.9,36.3,21.9,51,43.3,35.2,34,35.1,37.8,69.4,0.12
81,LSU,SEC,32,14–18,108.5,99.4,0.7323,51.1,48.3,18.6,16.5,29.5,34.3,32.5,29.5,55.2,48.2,30.5,32.3,43.5,35.8,68.8,-3.9
82,Colorado,B12,34,14–20,108.3,99.2,0.732,50.6,49.5,21,16.4,28.9,28.3,36.3,34.8,51.9,48.5,32.2,34.1,37.3,39.1,68.3,-4.4
83,Saint Joseph's,A10,34,22–12,110,101,0.7276,52.1,47.1,16.6,16.1,30.4,27.4,32.3,25.9,53.1,45.5,34,33.5,46.5,33.3,68.7,-4.8
84,Oregon St.,WCC,31,19–12,115.5,106.6,0.7149,54.6,51.1,16.6,16.6,31.8,27.6,38.9,32.3,54.5,50.4,36.5,34.7,35.9,41.2,64.5,-4.2
85,Minnesota,B10,32,15–17,109.7,101.3,0.7145,49.9,50.1,16.6,16.3,30.2,30.6,31.5,33,50.7,49.2,32.2,34.5,35.9,34.3,63.4,-3.9
86,Grand Canyon,WAC,32,25–7,107.9,99.7,0.7142,51.2,47,18.4,20.6,32.5,28.6,43.9,32.2,53.2,46.4,31.6,32.1,33.6,34.4,72.2,-2.5
87,Nevada,MWC,33,17–16,112.1,103.7,0.7108,53.7,51.3,15.5,18.7,27.4,26.5,37.3,37.9,55.3,49.5,34.1,35.7,37.5,44.7,64.6,-6.5
88,St. Bonaventure,A10,32,21–11,106.9,98.9,0.7102,50.2,49.7,16,18.7,28,26.9,30.9,24.4,51.9,50.8,31.4,32.3,34.9,47.6,65,-4.2
89,High Point,BSth,32,27–5,117.5,108.8,0.7095,56.4,49.1,15.3,16.5,34,29.9,37.6,36.3,57.4,48.9,36.6,32.9,39,36,67.2,-1.7
90,Florida St.,ACC,32,17–15,108.2,100.2,0.707,50.7,48.5,17.4,19.1,29.7,31.8,39.4,37.5,52.3,48.9,31.7,32,33.7,42.1,70.4,-5.3
91,Bradley,MVC,33,25–8,111.7,103.5,0.7045,56.8,47.9,17.3,15.6,26.3,28.1,32.4,35.5,54.5,47.4,40,32.4,41.9,43.1,66.4,-1.6
92,Georgetown,BE,32,17–15,106.7,99.4,0.6939,50.4,49.4,17.1,19.6,31.6,28.9,25.8,29.3,52.1,48.5,31.8,33.8,37.4,39.6,68.9,-4.6
93,Arkansas St.,SB,33,23–10,109.4,101.9,0.6931,49.3,45.7,15,17.1,33.9,30.6,34.2,37.6,50.5,46,31.8,30.1,44.6,35,70.3,-4.4
94,Oklahoma St.,B12,32,15–17,107.5,100.2,0.6922,48.3,53.5,19.1,20.6,31,29.4,41.6,36.2,48,54.6,32.5,34.8,35.1,43.7,72,-3.4
95,UNLV,MWC,33,18–15,107.4,100.3,0.6878,49.7,49.3,16.2,17.8,27.3,29.8,35.8,32,49.6,50.5,33.3,31.9,34.6,43.4,66.5,-5.1
96,Washington St.,WCC,33,19–14,112.8,105.4,0.6843,56.7,51.3,20.4,17.3,31.3,33.4,32.4,32.6,58,52,36.5,33.5,41.5,38.8,71.4,-4.7
97,Notre Dame,ACC,33,15–18,111.1,104,0.6818,51.7,51.4,16.5,14.9,29.6,26,31.8,30,50.8,53.6,35.5,32.1,37.5,40.5,65.4,-7.1
98,Lipscomb,ASun,32,23–9,110,103.1,0.677,55.9,48.6,14.4,15.9,24,26.5,31.4,22.3,56.7,49.9,36.7,31,47.4,37.2,66.9,-4.1
99,Akron,MAC,32,26–6,113.4,106.3,0.6764,55.4,49.5,16.6,17.2,33.3,29,26.8,33.7,55.8,50.6,36.6,31.9,45.4,38,71.9,-1.6
100,Georgia Tech,ACC,33,17–16,106.9,100.4,0.6715,50.4,48.8,17.4,15.6,30.5,28.6,31.2,28.5,49.9,46.7,34.1,34.6,36.2,40.5,69.4,-5.2
101,Troy,SB,31,21–10,106.6,100.5,0.6644,50.1,47.2,19.9,19.8,38.6,32,37.8,29.3,53.9,46.2,30.3,32.6,44.8,38.1,66.9,-4.1
102,Virginia,ACC,32,15–17,110.1,103.8,0.6612,52.7,50.8,16.4,15.7,22.4,29.7,26.4,28.8,49.9,50.6,37.5,34.1,42.8,38.7,61.7,-5.7
103,UAB,Amer,33,21–12,116.6,110.2,0.656,50.7,51.6,13.9,15.5,38.8,30.7,31.6,29.2,50.5,50.6,34.1,35.7,29.4,34.2,69.8,-6.1
104,Providence,BE,32,12–20,110.6,104.6,0.6538,52.1,49.5,19,13.8,33.2,28.7,29.6,32.8,51.1,49,35.6,33.5,45.5,37,66.9,-8.5
105,Northern Iowa,MVC,31,19–12,109.5,104.1,0.6428,55.5,51.5,15.9,17.4,25.6,25.2,35.2,28.3,55.3,49.9,37.2,36,35.9,40.9,65.7,-6.2
106,Washington,B10,30,12–18,108.9,103.5,0.6409,50.6,53,17.5,16.7,27.5,28.5,34.5,36.2,50.1,53.3,34.4,35.1,35.7,35.4,68.4,-4.9
107,St. Thomas,Sum,31,21–10,114.3,108.7,0.6401,57.8,52.5,13.7,18.5,21.5,31.2,34,35.9,58.1,52.1,38.3,35.4,46.8,41.3,68.6,-5.2
108,North Dakota St.,Sum,29,18–11,116.3,110.7,0.6396,58.2,51.4,15.6,11.1,26.2,29,32.6,27.1,56.5,51.3,39.8,34.3,53.6,39.1,65.8,-6.4
109,N.C. State,ACC,31,12–19,107.9,102.7,0.6374,48.3,51,14.4,18.6,28.8,32.5,32.3,32.2,48.3,50.8,32.2,34.3,36.2,32.6,65.9,-8.9
110,DePaul,BE,33,14–19,109.4,104.2,0.6366,52.7,51.4,17.9,15.5,27.2,28.7,27.4,28.9,53.3,51.3,34.6,34.4,46.4,35.5,67.8,-7.4
111,Loyola Chicago,A10,32,21–11,107.1,102.1,0.635,52.6,49,17.6,17.9,29.9,27.5,31.7,33.2,53,48.3,34.7,33.3,42,40.4,67.6,-4.7
112,New Mexico St.,CUSA,29,14–15,104.9,100.1,0.6322,46.2,46.9,15.6,15,32.5,27.7,34.5,39.2,46.1,48.8,30.9,29.5,37,42.8,65.5,-8.4
113,Florida Atlantic,Amer,32,17–15,112.1,107.1,0.6279,53.2,49.6,16.3,16,30.7,31.6,33.2,33.3,53.8,46.6,34.9,36.8,40.3,35.3,69.7,-7.8
114,Middle Tennessee,CUSA,31,20–11,108.7,103.9,0.6273,50.8,48.5,16.6,16.1,30.7,29,32.3,31,52.9,49.2,31.7,31.6,39.5,35.5,69,-4.1
115,UNC Wilmington,CAA,32,25–7,111.8,107,0.6252,52.2,50.9,16,17.4,35.4,28.1,37.8,30.3,53.8,50.4,33,34.4,36.2,42.6,65.9,-3.2
116,Saint Louis,A10,31,17–14,108.6,104.1,0.6183,56.3,48.6,18.6,14.4,23.6,28,29.8,24.3,59.8,47.8,35.3,33.2,50.3,39.4,67.9,-6.5
117,Syracuse,ACC,33,14–19,110,105.6,0.6157,51,52.9,17.9,14,31.4,26.1,33.1,33,51.9,53.6,32.8,34.5,32.7,38.1,68.9,-7.8
118,Utah Valley,WAC,31,23–8,106.1,102,0.61,50.8,47.4,17.3,16.9,31.1,26.6,41.8,31.8,51.4,45.7,33,33.8,31.1,32.9,68.7,-3.1
119,George Washington,A10,32,20–12,107.1,103.1,0.6093,50.6,48.4,18.2,19.4,32.1,32.7,40.8,26.7,53.2,49,31.3,31.6,41.9,38.9,67.6,-6.6
120,South Dakota St.,Sum,29,17–12,110.1,106,0.6079,53.6,50.9,17.6,12.7,33.6,21.4,31.2,29.9,54.5,52.3,34.8,32.9,40,47.8,69.8,-6.1
121,Northern Colorado,BSky,31,22–9,111.6,107.4,0.6072,57.3,52.1,15.7,15.5,25.2,22.2,33.4,35.4,58.9,51.8,36.5,35.2,38.1,34.1,69.4,-4.1
122,North Alabama,ASun,32,22–10,111,107,0.6053,51.7,50.5,12.5,16.8,33.5,29,30.8,27.6,51.5,51.7,34.8,32.6,34.8,43.3,67.2,-5.8
123,Illinois St.,MVC,32,18–14,112.8,108.7,0.6042,56,53.8,15.8,16.7,24.6,24.9,30.7,31.4,56.6,53.5,36.9,36.1,47.5,43.3,66.3,-7.7
124,California,ACC,33,14–19,110.2,106.4,0.6,47.8,53,16.6,16.3,34.7,28.8,38.9,32.8,48.2,51.3,31.5,37.6,37.8,32.8,68.2,-8.2
125,Kent St.,MAC,31,20–11,104.6,100.9,0.5996,48.7,48.4,17.3,18.9,35.7,28.3,30,39.2,50.4,49.4,30.5,31.3,37.7,41.7,66.5,-5.7
126,South Alabama,SB,30,19–11,106.4,102.9,0.5946,50.8,48.5,14.6,20.6,28.3,32.2,33.6,24.4,53.6,46.9,31.7,33.1,45.6,59.3,63.8,-6.2
127,Cornell,Ivy,27,16–11,114.5,110.9,0.5919,58.7,52.2,16.8,15.3,25.5,28.9,28.6,31.3,61.1,52.3,37.4,34.7,48.6,39.1,71.4,-7.1
128,Samford,SC,30,20–10,111.2,107.8,0.5884,54.6,53.2,18.3,21.8,34.6,33.5,29.3,41.8,54,53.8,36.9,35,46.7,43.8,71.6,-4.8
129,Belmont,MVC,32,21–11,112.1,108.8,0.5846,54.8,53.7,15.9,17.6,27.2,29.4,26.1,27,52.9,54.6,38.1,35.1,44.6,43.4,71.3,-5
130,Kennesaw St.,CUSA,30,16–14,106.6,103.8,0.5756,49.3,48.3,19.7,15.1,32.5,27.4,38.8,42.6,52.2,48.1,30.6,32.5,45.5,38.4,70.8,-7.2
131,Duquesne,A10,31,12–19,105.8,103.1,0.5742,50,50.2,18.3,20,32.9,30.7,30,39.5,49.2,48.1,34,35.9,43.2,35.9,65.8,-13
132,Davidson,A10,32,16–16,109.9,107.2,0.5692,52.4,52.3,14.6,15.4,24.4,26.9,29.2,28.1,53.3,51.9,34.1,35.3,42.1,39.9,66.4,-9.2
133,UTEP,CUSA,30,15–15,106.2,103.7,0.5682,49.3,52.4,16.6,22,25.4,32.4,37,40,47.7,54,34.6,33.4,36.2,41.2,69.2,-8.4
134,Louisiana Tech,CUSA,29,17–12,107.9,105.4,0.5676,52.5,47.8,18.9,14.7,29.3,28.7,35,32,53.5,48.8,34.1,30.8,41.4,38.9,65.1,-6.4
135,Cal St. Northridge,BW,30,20–10,106.8,104.4,0.565,51.8,49.9,18.9,20.5,35.4,24.1,35.8,45.1,51.5,46.4,35,35.6,30.8,50.8,72.9,-5
136,Jacksonville St.,CUSA,31,19–12,108.3,106,0.562,49.6,49.4,15.7,13.3,30.9,26.5,32.2,28,49.1,47.7,33.5,34.5,36.4,42.5,65.4,-5.5
137,Chattanooga,SC,31,22–9,113.4,111.1,0.557,56.5,51.2,15.4,16.2,25.8,29.9,31.5,33.8,57.5,50,36.8,35.4,45.3,41,67.3,-4
138,Texas A&M Corpus Chris,Slnd,30,16–14,107.1,105,0.5561,52.8,49.9,17.8,18.3,31.9,30.7,36.7,40.4,53,48.4,34.7,35,29.2,36.7,68.2,-8
139,Nebraska Omaha,Sum,32,20–12,111.1,109,0.5553,53.5,53.1,15.7,14.9,29.2,25.4,36.4,37.7,52.5,53.5,36.7,35.1,38.6,44.5,68.5,-6.4
140,Wichita St.,Amer,32,18–14,106.2,104.2,0.5545,48.7,49.9,16.4,15.7,31.9,28.4,35.2,28.3,50.1,49.9,30.2,33.3,28.4,38.3,69.4,-7.3
141,Tulane,Amer,31,17–14,107.7,105.7,0.5533,52.1,48.4,15.9,17.4,27.2,32.4,35.1,32.8,52.9,48.3,33.9,32.3,39.4,43.1,67.4,-8.6
142,Furman,SC,31,22–9,108.9,107,0.5499,53.6,49.2,17,16.5,30,31,35.4,29,53.2,49.2,36,32.9,51.4,38.6,66.6,-4.3
143,Seattle,WAC,30,12–18,103.8,102.1,0.5457,46.5,51.2,17,20.9,29.9,27,42.3,36.7,46.3,53.3,31.3,31.9,36.3,38.6,66.7,-12.1
144,Montana,BSky,31,22–9,110.8,109.2,0.5415,56.4,52.2,16.2,15.5,22.6,29,36.2,31.9,57.3,53.1,36.5,33.7,36.8,35,67.8,-3
145,Wofford,SC,32,17–15,111.1,109.6,0.5391,53.3,51.8,16.9,14.9,35.5,26.2,31.1,36.2,54.6,51.8,34.5,34.5,47.7,45.8,64.7,-9.6
146,Miami OH,MAC,32,23–9,108.1,106.7,0.537,55.4,51.3,17.4,19.1,27.5,29,28.1,33.3,53.9,51.9,38.2,33.6,44,39.9,69.6,-4.3
147,Virginia Tech,ACC,32,13–19,106.6,105.3,0.5342,51.2,52.3,20.1,16.2,31,29.2,30.8,31.8,50.3,54.6,35,32.6,40.4,41.2,65.8,-9.3
148,Loyola Marymount,WCC,31,16–15,103.9,102.8,0.5307,50.2,48.5,15.2,15.7,22.8,30.9,29,28.9,50.6,49,33.1,31.8,40.4,36.6,67.8,-6.9
149,Milwaukee,Horz,30,19–11,106.4,105.7,0.5208,51.4,51.5,19.4,18.3,39.8,26.6,38,32.4,53.1,52.2,31.9,33.6,31.5,38.6,69.4,-6.7
150,Western Kentucky,CUSA,30,15–15,103.1,102.5,0.5182,47.9,47.4,15.5,17,23.5,28.1,32.1,40.6,48,48.7,31.7,30.5,39.7,44.1,72.5,-8.2
