Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
58,Saint Louis,A10,33,22–11,108.9,96,0.8088,50.8,47.7,18.7,18.2,33.8,26.9,32.8,32.9,49.1,47.8,36.4,31.7,30.5,34.6,69,-1.5
59,UAB,CUSA,32,25–7,111.1,98.1,0.8077,52.9,47.9,16.3,21.4,33.4,27.4,29.5,31.5,50.6,47.5,38.3,32.4,32.7,37.1,69.9,-0.11
60,Marquette,BE,31,19–12,107.9,95.4,0.8057,52.6,46.7,17.3,19.1,22.4,31.4,26.8,29.7,52.9,46.2,34.7,31.7,41.7,35.6,72.2,0.5
61,St. John's,BE,32,17–15,109.7,97,0.8042,50.8,48.9,15.9,21.3,30.7,31.5,26.1,33.2,51,47.5,33.5,34.1,32.4,38.3,74.5,-3.3
62,West Virginia,B12,33,16–17,107.5,95.1,0.8036,46.8,50.6,18.2,22.5,30,33.6,36.1,34.1,45.7,51.7,32.8,32.4,33.7,36.9,68.9,-1.1
63,Creighton,BE,33,22–11,104.2,92.3,0.8015,50.9,44.9,20.5,15.5,28.6,28.4,26,20.3,53.9,43.5,30.7,31.7,38.2,33.6,67.9,1.7
64,Fresno St.,MWC,31,18–13,104.3,92.5,0.798,50,47.9,18.1,19.4,27.4,22.4,30.7,27.2,50.6,47.1,32.6,32.6,38.5,41.8,61.9,-4
65,Kansas St.,B12,31,14–17,108.1,96.2,0.7935,49.4,49.5,16.9,19.8,25.2,28.3,29.6,32,47.5,52.4,34.6,30.2,42.4,40.2,67.4,-2.1
66,BYU,WCC,30,20–10,108,96.3,0.7886,51.2,47.8,18.6,15.2,30.9,22.5,28.1,30.5,50.8,48.9,34.6,30.5,36.6,36.8,68.8,0.33
67,Virginia,ACC,32,19–13,106.9,95.5,0.7848,49.7,48.8,16.3,18.3,28.3,29.1,28.1,23.5,50.3,47.7,32.2,33.9,29.8,38,60.3,-0.5
68,Oregon,P12,32,18–14,109.6,98,0.7837,51.2,49.7,17.3,19.4,29.8,30.6,30.1,28.9,51.7,50.3,33.6,32.5,35.9,37.3,68.7,-2.4
69,Clemson,ACC,33,17–16,109.5,98.1,0.7805,52.4,49.7,16.4,16.9,25.8,24.1,29.8,29.1,51.2,49.4,36.3,33.4,37.8,42.6,67.4,-3.7
70,Vanderbilt,SEC,33,17–16,105.2,94.3,0.7802,50.3,48.1,19.3,21.2,27.2,28.7,39.3,35.2,49.5,50.1,34.1,30,46.1,39.6,68.5,-3.1
71,Wyoming,MWC,32,24–8,108.7,97.5,0.7773,52.4,47.2,16.7,15.8,25.6,24.1,37,24.5,54.5,48.3,33,30.3,41.8,38.7,66.8,1.9
72,Vermont,AE,32,27–5,108.6,97.4,0.7771,57.3,47.7,14.9,17.1,24,18.6,26.6,22.6,58.9,45.2,36.8,34.4,43.1,37.6,65.9,-0.8
73,Missouri St.,MVC,32,22–10,112,100.7,0.7716,54.9,48.4,15.5,15.8,25.7,23.9,28,28.3,55,47.6,36.4,33.1,37.4,38.2,67.9,-2.5
74,Furman,SC,33,21–12,112.9,101.8,0.7656,55.6,51.5,15.7,19.1,27.4,28.1,23.3,24.6,55,52.5,37.5,33.3,51.6,37,66,-4.5
75,South Dakota St.,Sum,32,28–4,115,104,0.7612,59.7,51.5,15.3,15.8,24,24.2,35.2,21.3,56.3,50.6,44.2,35.2,34.3,41.4,70.7,1.5
76,Tulane,Amer,29,14–15,109.7,99.2,0.7594,51.2,49.6,15,20.3,20.1,32.8,33.4,28.5,49,48.3,36.5,34.1,38.6,45.3,68.9,-5.1
77,Santa Clara,WCC,32,21–11,111.3,100.9,0.756,55.2,48.7,16.1,16.6,23.4,26.4,27.7,21.2,53.8,47,38.8,34.8,31.9,32.2,71.9,-1.7
78,Towson,CAA,33,25–8,109.1,99,0.7549,52,47.7,18,19.3,36.1,26.5,34.2,31.2,50.8,48.1,35.9,31.4,38.1,41.4,65.6,-1.7
79,Chattanooga,SC,32,25–7,108.4,98.5,0.7501,52.8,49.6,17,18,32.7,26.3,27,27.3,53.9,52.1,34.1,30.6,39.3,40.4,65.6,0.2
80,Northwestern,B10,30,14–16,106.2,96.8,0.7421,49,50.8,14.1,19.3,25.6,25.1,25.1,34.8,47.2,47.7,34.6,36.8,38.6,41.2,68.8,-3.9
81,Belmont,OVC,31,24–7,107.4,98,0.7414,55.8,49.4,16.9,21.1,24.7,27.5,26.2,23,61,48.3,32.7,34,43.5,39.9,70,-0.24
82,Wichita St.,Amer,28,15–13,103.3,94.3,0.7396,46.7,47.3,18.7,20.1,32.3,28.3,31.7,30.4,46.7,47.2,31.2,31.6,41.4,36.8,68.1,-3.6
83,Rutgers,B10,31,18–13,104.6,95.6,0.7362,49.5,48.3,17.3,18.2,29.3,27.1,26.9,28.8,49.1,46.5,33.6,34,31.4,40.2,66.1,-0.7
84,Maryland,B10,32,15–17,107.8,98.8,0.7324,49.4,50.2,16.8,16.1,27.2,27.6,33.9,24.6,49.7,48.2,32.6,35.5,37.2,38.9,67.7,-3.8
85,New Mexico St.,WAC,29,23–6,106,97.5,0.7254,52.2,45.5,20.7,16.9,33.3,26.2,35.4,27.8,54.1,45.8,33,30,41.1,42.6,67.3,0.7
86,Cincinnati,Amer,32,17–15,104.2,95.8,0.7243,46.9,45,15.2,17.9,30.1,29.6,29.6,34.5,46.7,44.2,31.4,31.2,42.2,30.6,68.6,-4.6
87,Colorado,P12,32,21–11,104.3,95.9,0.7241,50.4,47.7,19.8,17.6,30,24.8,35.1,27.3,47.9,47,37,32.6,33.3,36.9,68.3,-0.29
88,Toledo,MAC,32,25–7,109.6,100.9,0.7218,53.5,47,14.9,15.4,30.6,27.4,28.7,23.5,53.4,47.1,35.9,31.2,31.4,42,69.9,-1.6
89,UNLV,MWC,31,17–14,106.6,98.2,0.7209,49.1,48.4,17,17.2,27.1,25.9,30.7,30.8,48.6,48.8,33.2,31.9,42.8,41.7,67.3,-3.8
90,Iona,MAAC,32,25–7,106.5,98.2,0.7172,50.7,46.4,17.8,19,31.6,29.4,37.6,34.1,51.1,46.9,33.3,30.3,36.2,33,70.3,-0.7
91,Richmond,A10,35,23–12,107.7,99.4,0.7153,51.5,50.5,14.4,18.9,22.4,27.2,30.9,23.5,52.2,50,33.8,34.3,42,35.7,67.8,-1.6
92,Grand Canyon,WAC,29,21–8,103.9,95.9,0.7146,49.9,43.5,19.2,18.6,34.8,28.4,31,33,48.3,45.1,34.8,26.9,39.4,34,66.6,-2.4
93,UCF,Amer,30,18–12,106.5,98.4,0.7134,49.9,48.7,19.1,20.7,30.8,30.8,28.5,29.8,47.9,50,35,31.2,43.1,41.3,68.4,-1.7
94,Florida St.,ACC,31,17–14,105.2,97.3,0.7126,49,52.2,18.1,21,31.7,31.1,30.3,30.4,48.7,50,33.1,36.9,34.1,42.3,68.8,-1.6
95,Drake,MVC,32,22–10,107,98.9,0.7124,50.6,49.3,15.8,19.7,30.5,25.9,28.4,33.3,51.6,49.2,32.3,33,33.9,38.3,66.9,-2
96,Penn St.,B10,31,14–17,103.8,96.3,0.704,50.5,48.3,18.6,13.8,28.6,24.1,21.8,26.2,49.9,45.6,34.2,35.2,42.6,37.9,62.8,-3.9
97,Arizona St.,P12,31,14–17,99.8,92.7,0.7006,47.1,46.3,17.3,19.6,24.9,30.3,21.2,32.3,47.7,46.1,30.7,31.1,37.2,41,68.3,-4.2
98,Mississippi,SEC,32,13–19,105.3,97.9,0.699,49.6,51.4,18,19.4,26.7,26.6,28.7,28,50,53.1,32.6,32.3,37.3,36.2,66.4,-7.1
99,Louisiana Tech,CUSA,31,21–10,105,97.9,0.6921,51.9,48.2,16.9,19.3,26.1,28.1,31.1,28.1,52.5,47.4,34,33,41.1,38.6,69.4,-2.6
100,St. Bonaventure,A10,29,20–9,106.3,99.3,0.6877,50,50.1,15.9,19.3,27.8,27.3,26.9,23,51.1,48.9,31.8,34.3,31.2,44.6,66.6,-0.5
101,Northern Iowa,MVC,29,18–11,108.7,101.7,0.6839,52.6,53.8,16.3,18.3,21.2,21.4,34.3,23.1,53.3,54.4,34.4,35.4,42.7,48.7,68.3,-2.9
102,Bradley,MVC,30,16–14,102.8,96.4,0.6779,51.1,46.9,19.9,18.2,31.9,23.5,27.3,30.2,51.1,46.1,34.1,32.2,39.5,37.9,68.3,-6.4
103,Middle Tennessee,CUSA,31,21–10,104.2,97.8,0.6735,50.9,47.7,19.4,20.8,30.3,29.3,32.6,35.9,52.1,48.5,32.9,31,43.1,36.8,68.6,-3.2
104,DePaul,BE,31,15–16,106.1,99.8,0.6686,48.8,48.8,17.4,16.8,31.7,28.5,33.4,26,49.4,47.8,31.7,33.7,34.2,35.3,69.7,-4.7
105,Minnesota,B10,30,13–17,106.2,100,0.6662,50.7,51.2,14,15.8,17.7,27.5,23.6,23.3,48,51.6,36.8,33.7,37.4,34.7,66.1,-4.8
106,South Carolina,SEC,30,17–13,99.6,94,0.6614,47.3,47.3,21.4,21.5,33.6,32.1,29.2,41.6,47.4,46.9,31.3,32,34.7,35.6,71.6,-1.1
107,Hofstra,CAA,30,19–11,109.3,103.1,0.6605,53.4,54.4,14.7,20.4,23.3,26.9,21.7,26.3,55.6,52.1,33.8,38.3,44.6,42.5,69.9,-3.4
108,George Mason,A10,30,14–16,105.1,99.8,0.6446,53,49.6,18,17.2,24.9,23.8,29,29.6,52.4,48.1,35.7,34.4,46.6,42.2,65.9,-8.2
109,N.C. State,ACC,32,11–21,109.5,104,0.6419,47.9,53.4,14.5,18.3,30.3,31,29.1,29.4,45.9,53,34,36.1,39.3,34.5,68.1,-9
110,Liberty,ASun,30,19–11,105.1,99.9,0.6418,55.5,48.3,18,17.1,22.2,22.8,28.4,31.4,54,46.3,38.1,34.2,49.7,40.7,66,-6.1
111,Utah Valley,WAC,30,18–12,102,97,0.6397,50.6,45.4,22.1,15.6,32,24.5,38.1,28.3,48.7,46.6,36.8,29,30,37.2,66.8,-5.3
112,Louisville,ACC,32,13–19,102.6,97.7,0.6376,48.8,50.3,18,16.3,27.3,24.9,25.1,30,50.5,49.1,30.9,34.9,42.2,38.1,68.2,-6.8
113,Stanford,P12,32,16–16,103.4,98.5,0.637,49.8,51.4,22.3,16.4,33.8,22.9,29.9,29,49.2,52.9,33.9,32.7,38.7,39.1,67,-3.2
114,Utah,P12,31,11–20,106.6,101.6,0.6367,48.4,49.4,18.1,15.2,29.3,29.2,30,28.6,47.3,49.4,33.5,32.9,39.4,35.1,67.3,-9.5
115,Washington,P12,32,17–15,103,98.2,0.6336,46.4,49.9,16.7,22.1,29.3,35.6,34.7,30.1,46.2,49.8,31.2,33.5,32.9,34,70.5,-4.4
116,Temple,Amer,29,17–12,101.4,96.8,0.631,45.4,45.5,18.5,17.2,32.7,29.3,39.7,31.7,44.7,46.3,31.1,29.4,38.2,36.6,67.3,-2.5
117,Boston College,ACC,33,13–20,103.7,99.3,0.6216,47.8,51.5,17.9,18.7,29.9,25.7,29.6,31.5,48.5,49.8,30.9,36.4,32.4,36.8,66,-8.3
118,Morehead St.,OVC,31,20–11,103,98.7,0.6194,52.4,46.5,20.4,17.3,30.7,29.5,29,23.7,51.6,45.3,35.8,32.6,40.2,33.2,65.6,-3.9
119,Stephen F. Austin,WAC,27,18–9,101.8,97.6,0.6183,51.4,48.8,22.3,24.3,34.7,31.9,36.9,37.5,52.7,50.1,32.3,31.1,30.9,39.1,69.9,-3.1
120,Wofford,SC,30,17–13,105.9,101.6,0.6171,53.9,53.8,17.7,19.7,26.9,22.2,28.2,28.6,55.5,53.3,34.8,36.2,49.1,46.6,65.1,-6.3
121,Princeton,Ivy,27,21–6,109.7,105.4,0.6136,56.7,50.8,14.5,15.7,24.5,23.4,21.5,21.5,55.9,51.3,38.5,33.3,45.2,31.7,67.8,-2.1
122,Nebraska,B10,32,10–22,105.1,101.1,0.6094,50.3,51.5,17.1,18.3,20.6,31.4,33.3,29.4,51.8,51.2,32,34.7,37.4,40.4,72.4,-9.2
123,Abilene Christian,WAC,29,19–10,102,98.1,0.6089,47.8,51.3,17.5,28.6,27.8,31.6,38.5,48.8,48.3,51.1,31.4,34.3,36.2,39.7,71,-4.1
124,Rhode Island,A10,30,14–16,98.9,95.3,0.6069,50.6,46.3,20.8,19.3,28.6,27.6,36.1,32.7,50.5,44.5,33.8,32.6,28.9,41.8,68.2,-8.5
125,Butler,BE,31,12–19,101.3,97.6,0.6064,47.1,49.9,18.2,17.1,27.1,27.4,30.2,30.2,48.9,51.9,29.7,31.1,41.8,38.1,64.8,-5.3
126,Nevada,MWC,30,12–18,105.3,101.5,0.6047,50.6,52.4,18.4,18.3,24.5,26.1,32,29.7,51.3,51.2,33,35.9,36.3,43.9,71.3,-7
127,Saint Peter's,MAAC,29,18–11,97.6,94.1,0.6043,47.8,44.1,20.8,20.9,31.5,28,37.5,41,45.9,44,34.8,29.4,30.3,36.3,66.8,-5.6
128,Ohio,MAC,32,23–9,102.9,99.3,0.5989,50.8,49.7,15.4,20.6,26.9,25.9,30.5,27.9,50.4,51.6,34.1,31,45.7,37.8,68.4,-3.5
129,Southern Illinois,MVC,30,15–15,101.4,98,0.5985,51.5,49.7,18.1,18.7,23.2,23.3,29.1,27.6,50.6,50.2,35.1,32.4,41.8,31.9,63.1,-7.5
130,Charleston,CAA,32,17–15,104.6,101.1,0.598,50.3,51.2,20.9,19.1,35.7,25,30.4,37.6,50,51.3,33.9,34.1,37.6,35.3,74.6,-7.4
131,Western Kentucky,CUSA,30,17–13,105.2,101.6,0.5978,52.8,50.7,17.6,19.9,25.1,30.4,31.3,16.5,52.1,48.6,35.9,35.6,36.5,43.3,69.7,-6.4
132,Delaware,CAA,33,21–12,106.8,103.2,0.5977,53.5,49.3,18.4,18.5,26.8,31.2,34.6,29.3,54.2,47.5,35,34.9,38.2,35.6,67.6,-5.5
133,Florida Atlantic,CUSA,30,16–14,105.2,101.7,0.5941,53.6,50.5,19.8,19.3,31.2,26,29.6,32.3,54.4,47.8,35,37.3,42.7,33.4,68.1,-8.1
134,California,P12,32,12–20,100.3,97.2,0.59,46.9,47.5,17.1,14.7,25.5,23.4,25.3,31.5,47.2,48.1,30.8,30.9,31.6,35.1,65.1,-8.8
135,Georgia Tech,ACC,31,11–20,100.3,97.4,0.5847,49.6,50.1,18.9,18.8,25,28.1,25,31.5,48.6,51.4,34.4,32.1,34.5,38.5,69.1,-8.3
136,Colgate,Pat,33,22–11,106.4,103.6,0.5776,55.9,49,16.9,16.2,26.5,24.8,26.8,24.3,52.7,48.2,40.2,33.7,42,35.9,68.2,-6.1
137,Seattle,WAC,30,21–9,99,96.4,0.5772,48.3,46.4,16.3,20.5,26,25.6,28.8,40.5,47.1,46,33.1,31.4,45.7,36.7,71.4,-3.6
138,Texas St.,SB,25,18–7,105,102.2,0.5771,51.3,50.8,19,22,30.8,29.1,32.6,34.5,48.8,49.7,38,34.9,30.3,39.3,64.7,-2.3
139,Kent St.,MAC,31,21–10,101,98.5,0.5717,49.7,48.5,18.7,19.6,31,26.6,32.5,36,50.7,49.6,32.1,31.3,39.7,42.5,66.6,-4.5
140,Jacksonville St.,ASun,29,19–10,104,101.7,0.5652,54.2,48,20,17.1,28.3,26.2,32.2,21.1,51.8,47.4,38.2,32.5,42.7,44.9,66.2,-5.2
141,Drexel,CAA,28,14–14,104.1,101.7,0.5647,52,50.4,16.4,16.2,25.6,26.1,25.4,26.1,52,50.6,34.7,33.4,35,32.1,67.2,-7.7
142,Sam Houston St.,WAC,30,16–14,99.8,97.7,0.5618,48.3,48.6,18.5,20.8,30.6,26.3,25,34.7,46.8,49.1,33.6,31.9,42.3,42.8,65.8,-7.1
143,Buffalo,MAC,28,17–11,105.7,103.4,0.5616,51.6,48.2,18.6,15.8,37,27.9,25.6,29.4,51.6,48.3,34.4,31.9,37.2,32.1,72,-5.4
144,Montana St.,BSky,32,25–7,103,100.8,0.5607,54.1,48.6,18.5,18.3,26.7,23.3,40.5,36.2,53.2,48.2,37.2,32.8,36,35.9,68,-2.8
145,Akron,MAC,31,22–9,104.8,102.7,0.5594,52.8,49.3,17.7,17.6,29.1,26.3,40.1,26.2,52.4,47.8,35.6,34.7,41.7,35.3,63,-4.3
146,Saint Joseph's,A10,30,11–19,100.6,98.6,0.559,49.7,47.7,19.6,13.7,27,24.1,22.9,26.9,49,47.6,33.6,31.8,44.9,31.2,69.2,-11
147,Wagner,NEC,26,20–6,101.3,99.4,0.5545,49.9,48.1,18,22.3,33.5,27.5,32.1,39.3,53,50.4,28.5,29.7,30.1,39.5,67.5,-2.5
148,UC Irvine,BW,23,13–10,97.9,96.1,0.553,47.6,44.1,20.6,17.2,29.9,27.6,29.7,31.2,47.4,46,32.1,26.6,28.6,32.1,66,-4.8
149,UC Santa Barbara,BW,26,15–11,103.3,101.5,0.5525,53.5,48.1,19.3,19.5,28.4,27.2,37.2,30.4,55,48.2,33.4,32,30,32.6,66.4,-6.8
150,Appalachian St.,SB,30,16–14,101,99.1,0.5525,48.1,49.7,15.8,18,26.6,26.1,26.9,21.9,46.7,50.2,33.3,32.6,42.9,37.3,65.2,-7
