Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
35,Georgia Tech,ACC,25,17–8,112.7,95.6,0.8692,53.9,52.2,15.9,22.8,24.8,29.9,29,28.9,54.8,50.7,34.9,36.7,37,34.6,68.6,1.8
36,North Carolina,ACC,28,18–10,107.9,91.9,0.8636,48.5,48.7,20.6,19.3,41.3,26.3,34.9,27.1,48.9,46.8,31.7,34.4,28.2,38.2,72.8,2.4
37,Missouri,SEC,25,16–9,110.7,94.3,0.8635,50.9,48.5,18.9,18.4,28.6,29.2,37.5,36.4,52.6,48.3,32,32.7,37.5,33,69.5,2.1
38,Duke,ACC,24,13–11,113.8,97,0.8626,53.6,51.3,18.4,19.9,32.2,29,23.4,31.9,54.1,50.3,35.1,35.6,38.7,32.3,69.4,-1.8
39,Oklahoma,B12,25,15–10,111.1,94.7,0.8626,50.8,48.9,15.8,18.7,27.3,27.5,29.1,22.8,50.8,46.3,33.8,35.4,39,38.1,68.5,0.28
40,Utah St.,MWC,27,19–8,104.4,89,0.8611,49.8,45.6,19.7,19.7,35.3,21.3,29.4,26.1,49.6,42.9,33.6,33,32.5,40.2,69.9,-1.1
41,Maryland,B10,28,15–13,110.1,94.2,0.8572,52.6,48.5,16.8,16.9,20.9,24.8,32.6,25.6,52.8,46.4,34.9,34.3,43,41.8,66.3,0.06
42,Saint Louis,A10,20,14–6,110.4,94.8,0.8529,51.8,48,17.6,19.6,36.4,22,30.5,36.3,51.4,46.8,35.2,33.3,30.9,38.7,68.8,-0.8
43,VCU,A10,26,19–7,104.2,89.6,0.8505,50.9,45.8,20.7,23.6,28.5,31.4,34,35.4,51.7,45.9,32.9,30.5,34.9,35.1,70.9,1
44,Clemson,ACC,23,16–7,105.2,90.5,0.8484,50.4,48.8,19.5,21.6,26.6,26.5,23.6,29.6,49.2,47.4,34.6,33.8,43.9,40.4,65.4,2.9
45,Penn St.,B10,25,11–14,111.4,95.9,0.8481,47.9,53,16.3,19.7,31.9,24.8,27.8,33.5,45.8,53.9,33.8,34.5,41.9,38.4,70,-0.6
46,Mississippi,SEC,27,16–11,105.5,90.9,0.847,48.9,48.6,20.4,22.7,34.8,27.3,34.4,32.9,50.6,45.7,29.9,35.7,30.7,36.6,66,-1.3
47,Rutgers,B10,26,15–11,106.6,91.9,0.846,50.2,47.7,16.4,18.9,27.4,29.3,27.7,33.2,51.9,47.4,31.1,32.1,32.7,35.6,68.7,1.8
48,Utah,P12,25,12–13,111.8,96.6,0.8439,53.1,51.2,18.4,19.6,23.6,29.5,28.8,27.3,53,49.6,35.5,36,34.6,35.6,68.5,-2
49,Syracuse,ACC,25,16–9,112.2,97.3,0.8381,50.7,48.5,16,20.8,30.3,33.8,28.4,25.1,50.8,49.2,33.8,31.7,39.2,43.9,70.1,0.5
50,Seton Hall,BE,27,14–13,109.5,95.1,0.8351,50,49.4,18.9,19.2,29.7,29.8,35.7,27.3,51.1,46.6,32.1,36.6,36.8,34.3,68,-1.2
51,Virginia Tech,ACC,21,15–6,108.8,94.5,0.8344,52.5,48.4,17.3,17.6,28.4,24.3,33.2,30.9,51.7,47.6,35.7,33,41,39.3,67.4,0.9
52,Kentucky,SEC,25,9–16,106.8,92.8,0.8342,47.1,46.7,19.8,17.9,32.6,30.5,34.5,29.7,45.5,46.6,33.7,31.2,32.2,34.5,69.3,-4.2
53,Stanford,P12,27,14–13,105,91.3,0.8329,51.4,48.3,21,20.3,25.1,28.7,36.5,27,52.8,46.9,32.2,33.6,30.9,39.8,70.3,-0.6
54,Indiana,B10,27,12–15,107.9,94,0.8306,48.5,48.8,17.2,17.6,25.5,27.4,41.5,33.5,48.5,48.1,32.4,33.4,32.3,37.6,67.2,-1.3
55,Colgate,Pat,15,14–1,112.4,98,0.829,57,45.6,13.7,16.6,28.2,25.4,31,25,55.4,49.4,40,26.1,35.9,37,72.8,0.37
56,Georgetown,BE,25,13–12,107.2,93.7,0.8241,49.6,48,21.7,16.2,32.4,27.3,30.3,25.9,46.1,47.4,36.6,32.6,38.8,39.7,70.6,-1.1
57,SMU,Amer,16,11–5,107.9,94.8,0.8157,51.4,46.3,20.1,20.2,30.5,29.1,31.3,35.4,51.8,43.4,33.9,34.1,37.5,38.4,70.5,0.17
58,N.C. State,ACC,23,13–10,110,96.7,0.8136,52.7,51.5,18.6,22,29.9,32.5,32.1,29.3,51.9,50.5,36.3,35.6,32.4,34.5,69,-1.5
59,Xavier,BE,21,13–8,109.5,96.5,0.809,52.1,47.6,15.8,16.4,26.8,27.3,25.9,23.5,54.3,45.7,32.5,33.8,38.8,37.3,69.3,-0.8
60,Richmond,A10,20,12–8,109.7,97.2,0.8017,53,52.4,15,21.3,19.5,27.9,30.8,28.9,53.9,54.8,34.3,32.2,35.4,36.4,70.2,-1.6
61,Wright St.,Horz,24,18–6,106.9,94.8,0.7997,54.4,45.1,18,16.7,34.2,25.1,34.5,21.8,53.8,44.8,37,30.6,32.9,32.9,72.3,-3.5
62,Minnesota,B10,29,14–15,107.5,95.3,0.7996,45,49.7,15.6,19,29.2,31.4,36.7,34.3,46.7,48.3,28.4,35.2,40.7,31.7,71.3,-1.2
63,Boise St.,MWC,25,17–8,107.6,95.5,0.7991,52.1,48.7,16.5,20.2,27.3,23.8,34.4,28,52.4,48.5,34.4,32.6,38.3,35,70.2,-0.8
64,Louisville,ACC,20,13–7,106.3,94.5,0.7961,47.8,48.4,17.2,16.6,32,26.2,32.1,29.8,48.4,50.3,30.8,30.5,30.3,40.6,67,1.2
65,Providence,BE,26,13–13,107.6,95.6,0.7958,48.3,48.6,17.2,16.8,29.1,29.9,31.6,30.1,48.5,50.6,32,29.7,33.6,33.8,67.7,-2.1
66,UC Santa Barbara,BW,24,20–4,108.1,96.2,0.7921,53,47.7,16.5,20.8,28.2,24.5,35.5,28,53.4,46.6,34.8,33.4,33.8,30.9,66.6,0.12
67,Michigan St.,B10,27,15–12,105.4,94.1,0.7869,47.9,47.8,18.9,15.4,30.4,26.1,31.4,37.1,47.8,48.1,32,31.5,34.1,34,69.6,1.2
68,Drake,MVC,27,23–4,112.2,100.2,0.7851,54.5,48.4,15.2,18.8,31.6,24.9,25.2,29.7,54.4,49.7,36.6,30.8,31.3,35.9,67.6,1.8
69,Saint Mary's,WCC,23,14–9,99.9,89.3,0.7848,47.6,47.6,17.1,18.8,26,22,27.7,27.7,49.8,45.9,29.3,34.8,37.7,27.5,64.6,-0.6
70,Marquette,BE,27,13–14,107.5,96.1,0.7838,50.6,47.7,20.9,15.9,29.1,28.3,35,30,51.9,45.8,32.3,33.9,37.4,37,68.8,-2.2
71,Buffalo,MAC,23,15–8,106.8,95.7,0.7808,51.1,46.2,18.4,17.6,37.4,26.8,30.4,29.5,51.1,48,34,28.3,31.1,33,74.4,-3.4
72,Davidson,A10,20,12–8,112.5,100.8,0.7802,55.5,49.3,17.3,16.2,28.3,22.2,27.1,28.9,56.9,48.7,36,33.4,48.5,40.7,64.2,-2.3
73,Auburn,SEC,27,13–14,109.7,98.3,0.7798,51.2,49.6,21.9,18.5,35,31.7,36.2,31.6,53.1,49.9,32.6,32.7,46.1,35.5,72,-2.3
74,Wichita St.,Amer,19,14–5,109.4,98,0.7789,47.6,47.1,15.9,18.1,29.8,33.4,38.2,29.7,44.7,47.6,34.5,30.8,41.1,38.2,68.4,1.3
75,Mississippi St.,SEC,29,15–14,105.4,94.5,0.778,49.6,47,21.9,17.5,36.4,27.6,32.9,24.1,49.4,45.9,33.6,32.3,27.2,41.2,66.6,-3.1
76,Toledo,MAC,29,21–8,112.9,101.4,0.7752,54.3,48.3,15.5,17.4,29.6,30.7,28.5,23.4,52.5,51,37.7,29.5,45.2,40.3,70,-2
77,St. John's,BE,27,16–11,109.9,98.8,0.7717,50.4,52.6,16.8,21.9,29.2,30.3,28.6,31.8,49.8,53.3,34.4,34.2,33.3,36.9,74.8,-0.8
78,Oregon St.,P12,28,16–12,109.1,98.4,0.7667,48.7,50.4,17.2,18.5,29.8,29.4,34,38.2,46.9,52.5,34.6,31.4,35.5,37.7,66.1,0.38
79,Ohio,MAC,22,15–7,111.8,101,0.7637,55.8,51.1,17,20,28.7,27.4,29.6,30.2,56.4,51.6,36.6,33.7,38.7,40,70.3,-2
80,Washington St.,P12,27,14–13,101.2,91.5,0.7607,47.9,46.6,21.6,18.5,30.7,26,34.7,32.7,45.7,46.4,34.1,31.3,39.6,32.8,68.9,-2.7
81,Colorado St.,MWC,23,17–6,105.4,95.3,0.7593,54.9,47.5,20,19.9,24.6,26,33.9,27.8,55.7,49.6,36,29.9,44.4,44.2,70.2,0.14
82,North Texas,CUSA,25,16–9,103.7,94,0.7551,54,45.7,20.4,21.4,27.9,26.9,27.2,31.7,52.9,44.8,37.3,31.6,37.2,34.2,64.2,-2.4
83,Northwestern,B10,23,8–15,103.6,94.2,0.7486,50.3,50.2,17.2,17.9,19.9,25.9,26.8,33.7,49.1,50.5,34.6,33.2,40.5,42.4,69.5,-3.1
84,Notre Dame,ACC,26,11–15,113,102.9,0.7467,53.9,50.8,15.7,12.8,22,29.8,25.9,19.7,52.9,48.5,36.8,36.6,43.4,35.9,68.2,-3.7
85,Arizona St.,P12,25,11–14,107.6,98.1,0.7419,49.2,52.5,15,20.7,21.4,30.1,33.3,36.1,48.8,51.5,33.3,36.2,35.4,36.3,73.9,-2.9
86,UAB,CUSA,27,20–7,102.2,93.6,0.7333,48.6,47,15.6,23.6,29,25.4,29.9,27.1,49.4,46.1,31.1,32.4,27.6,35.5,68.4,-2.6
87,Winthrop,BSth,24,23–1,104.8,96,0.7326,53,49,19.5,22.5,35.6,22.2,35.7,33.8,53,49.2,35.3,32.4,39.3,36.4,74.7,1
88,Louisiana Tech,CUSA,27,20–7,101.9,93.4,0.7303,50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,49.7,46.4,34.6,29.6,36.6,38.8,70.5,-1.6
89,Abilene Christian,Slnd,23,19–4,100.9,92.6,0.7292,52.9,45.4,19.4,26.7,30.6,27.9,34,42.5,50.8,46.3,37.7,29.1,36.5,34,70.8,-1.1
90,Furman,SC,22,13–9,109,100.3,0.7219,56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,60.8,51.5,34.8,34.3,48.3,38.3,69.1,-4.6
91,Grand Canyon,WAC,20,14–6,103.6,95.5,0.7176,52.8,44.7,20.4,16.5,33,22.8,34.5,29.4,55.4,44.8,32.2,29.7,36.2,39.3,66.2,-2.9
92,Dayton,A10,23,14–9,106.5,98.2,0.716,55.5,48.4,21.4,17.5,23.7,28.4,34.5,26.7,55,48.7,37.4,31.8,41.6,37.7,66.7,-2.1
93,Eastern Washington,BSky,22,15–7,107.9,99.7,0.7148,54.1,47.5,16.5,16.5,23.9,25.6,30.4,27.7,54.2,47.6,35.9,31.6,39.6,35.4,73.1,-3.1
94,Liberty,ASun,24,19–5,109.1,100.8,0.7135,57.4,48,15.6,17.3,23.1,22.4,25.5,29.6,56.8,47.8,38.8,32.2,47.5,36.1,64.4,-1.7
95,Pepperdine,WCC,22,10–12,107,98.9,0.7129,50.5,50.2,17.9,17.7,23.1,27.8,32.7,34.3,51.5,55.4,32.5,27.8,37.3,37.9,72.2,-3.9
96,Western Kentucky,CUSA,27,20–7,104.6,96.9,0.7066,51,48.9,21.2,19,32.1,24.4,36.2,22.2,50.6,45.8,34.5,35.8,32.8,39.5,69,-0.36
97,Nebraska,B10,26,6–20,100.6,93.3,0.7034,48.2,49.8,19.7,18.1,23.1,28.9,31,28.4,47.1,52.1,33.2,31.3,42.5,44.9,73.1,-7
98,UCF,Amer,23,11–12,105.3,97.9,0.6985,50.1,49.3,21.6,19.5,28.2,31.5,30.7,33.6,47.9,49.4,35.5,32.7,40.2,38.4,67.9,-3.1
99,Loyola Marymount,WCC,22,13–9,105.8,98.4,0.6984,51.7,50.8,23.4,17.3,32.6,20.7,41.3,34.8,52.2,50.3,33.8,34.5,34.9,36.6,67.3,-2.3
100,San Francisco,WCC,25,11–14,104.7,97.3,0.6979,51.3,49.8,16.9,19.9,24.8,24.7,21.4,39.9,51.5,50.1,34,32.6,50.3,28,69.4,-5.9
101,Massachusetts,A10,15,8–7,105.3,97.9,0.6977,50,50.9,16.3,19.9,24.3,25.6,34.2,33.4,50.9,51,32.6,33.8,44,30.2,72.6,-3.7
102,Marshall,CUSA,22,15–7,107.9,100.4,0.6962,54.8,49.9,16.3,19.8,23.8,28.2,24.2,27.5,55.5,47.7,36,35.9,41,36.1,73.9,-2.7
103,Pittsburgh,ACC,22,10–12,106.5,99.1,0.6951,48.8,50,18.3,17.5,34.5,26.1,36.9,33.2,47.8,51.1,33.9,32.2,33.2,40.5,69.7,-3.9
104,Georgia,SEC,25,13–12,107,99.6,0.6941,50.7,52.5,21.5,21.6,32.8,32.3,34.3,31.4,51.8,53.3,32.3,34.2,32.1,36.7,74.2,-2.4
105,UC Riverside,BW,22,14–8,102.6,95.6,0.6919,52.5,45.8,17.6,16.4,26.1,23.8,22,28.6,50.3,44.7,36.9,31.9,42.5,34.9,67.7,-4.3
106,Missouri St.,MVC,22,15–7,106.1,98.9,0.6914,54.2,47.5,18.2,14.2,23.8,22.2,30.6,28,55.2,46.4,35,33,38.6,33.9,69.9,-2.6
107,Nevada,MWC,25,15–10,106.6,99.5,0.6896,51.3,48.4,18.3,17.8,24.3,24.3,38.9,41.4,50,46.9,35.5,33.6,39.3,43.5,71.2,-2.8
108,Belmont,OVC,29,25–4,108.2,101,0.6888,56.3,49.3,16.6,20.4,26.4,27.2,27.9,24.6,59.4,48.2,34.7,34,42.7,36.5,71.9,-1
109,UC Irvine,BW,25,16–9,99.2,92.9,0.6808,47.3,45.6,18.9,18.2,31.1,24.7,29.1,28.1,46.7,43.2,32.9,32.9,24.5,39.6,68.7,-3.4
110,Vanderbilt,SEC,25,9–16,107.5,100.9,0.675,51.2,52.1,19.9,19.8,28.3,28.6,32.9,33.7,50.2,52.9,34.9,33.8,47.1,37.3,69.4,-6.1
111,Rhode Island,A10,25,10–15,102.8,97.1,0.6584,49.2,47.9,19.7,17.5,30,26.7,38.9,33.5,50.3,46.8,31.2,33,31.9,37.7,70.3,-6.9
112,Duquesne,A10,18,9–9,100.8,96,0.6356,47.6,47.3,19.5,19.6,31,30.1,31.6,35.5,49.3,50.3,29.9,28.4,37,39.1,69.9,-4.3
113,Vermont,AE,15,10–5,105.5,100.6,0.6351,53.3,47,18.1,19,26.6,23.2,33,33.5,54.4,47.1,34.4,31.2,40.7,40,67.3,-3.8
114,TCU,B12,26,12–14,104.4,99.5,0.6339,49.9,50.7,20.9,17,28.9,29.3,32.4,29.3,49.5,51,33.8,33.5,36.3,34.7,67.9,-3.9
115,Pacific,WCC,17,8–9,101.4,96.7,0.6332,47.9,51.6,16.5,18.2,27.5,23.6,26.9,33.2,49.1,50.8,29.8,35.1,28.5,41.1,67.5,-3
116,Akron,MAC,21,13–8,106.6,101.8,0.6295,51.5,48.6,17,16.4,30,28.8,30.7,27.3,52.7,49.3,33.4,31.6,46.3,33.7,69.4,-3.1
117,South Dakota St.,Sum,22,15–7,109.3,104.5,0.6264,56.5,51.2,17.3,15.3,24,21.1,38,26.3,53.9,49.9,40.9,35.5,35.1,39.8,72.2,-2.8
118,UNC Greensboro,SC,29,21–8,101.6,97.4,0.6196,48.2,48.1,15.6,21,32.4,25.9,23.8,36.4,50.3,48.3,30,31.9,38.9,42.1,69.2,-3.4
119,Kent St.,MAC,22,14–8,104.4,100.1,0.619,50.8,49.6,19.3,17.6,34.2,28.6,28.1,27.9,51.3,47.5,33.5,35.3,39.8,39.1,70.6,-2.8
120,California,P12,28,8–20,103.5,99.4,0.6138,49.4,53,19.3,17.6,24.3,25.1,34,34,49.5,51.1,32.9,37.9,40.8,32.4,66,-7.5
121,Cincinnati,Amer,23,12–11,101.4,97.8,0.6022,48.4,49.6,20.5,18.6,29.1,25.3,33,37.8,49.4,49.2,31.1,33.6,39.1,35.1,71.9,-2.9
122,Indiana St.,MVC,24,14–10,101.1,97.5,0.6011,48.9,51.5,18.3,21.7,25.2,27.7,36.3,28.3,47.9,52.6,33.8,33.1,33.5,38,67.9,-3.7
123,DePaul,BE,19,5–14,97.3,94.3,0.5879,46.1,48,22.1,20.1,31.8,31.6,23.7,35.3,45.7,49.1,31.5,30.9,28.3,40.6,71.1,-6
124,Tulsa,Amer,21,9–12,100.2,97.3,0.5834,49,48.5,20,21.7,26.5,32.1,33.1,35.1,51.6,46.6,30,34.1,39.6,41.8,66.9,-5.3
125,Weber St.,BSky,20,14–6,106,103,0.5812,56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,57.3,48.3,36.6,35.2,36.9,35.3,72.7,-3.2
126,South Carolina,SEC,21,6–15,102.3,99.4,0.5806,46.7,53.2,19.8,22,32.2,31.3,27.9,39,47.2,52,30.5,36.8,34.2,37.2,75.4,-5.6
127,Butler,BE,25,10–15,101.2,98.4,0.5799,47.5,53,17.3,18.6,26,25.2,29.4,28.5,46.8,53.4,32.3,35,39.8,37.6,65.5,-3.8
128,UTEP,CUSA,21,9–12,102.7,99.9,0.5785,47.5,49.6,16.1,18.9,24.7,25.4,29.9,40.7,46.5,48.6,32.8,34.6,36.2,30.9,68.5,-6.4
129,Temple,Amer,16,5–11,100.3,97.8,0.5743,46.7,47.3,19.5,16,25.9,28.1,38.9,31.7,43.8,44.8,34.2,34.3,38.7,38,69.2,-6.2
130,Drexel,CAA,19,12–7,106.2,103.6,0.5697,54.3,49.6,19.6,16.4,29.4,24.3,28.5,27.2,53.5,50.4,37.2,32.1,35.7,34.4,65.3,-4.5
131,East Tennessee St.,SC,23,11–12,101.5,99,0.5696,50.3,50.4,20.3,19.8,30.5,26.5,29.8,31.6,49,49.3,34.9,34.4,41,45.4,66.7,-7.2
132,Mercer,SC,26,15–11,105.3,102.9,0.5664,54.3,50.2,18,16.8,26.1,26,24.8,27.1,53.9,52.1,36.6,31.4,38.6,38.4,68.8,-6.2
133,Texas A&M,SEC,18,8–10,100.5,98.2,0.565,47.7,53.1,22.4,22.7,32.8,30.1,33.7,29.6,49.5,55,30,34.1,40.4,47.4,65.8,-4
134,George Mason,A10,21,12–9,100.2,98,0.5645,48.7,50.3,17.6,19.3,30.3,22.9,29.3,28.6,48.5,48.4,32.7,35.7,36.4,36.7,69.2,-4.1
135,Miami FL,ACC,27,10–17,100.8,98.7,0.5622,47.4,52.5,18.4,17.9,27,26.3,32.8,19.8,48.9,49.7,29.5,37.8,33.3,40.7,68.8,-6.5
136,James Madison,CAA,17,10–7,104.1,101.9,0.5613,50.5,49.6,16.7,20.8,27.9,28.2,40.8,33.4,50.9,50.3,33.3,32.6,41.4,45.8,72.9,-4.5
137,Wofford,SC,22,13–9,105.2,103,0.5599,54.9,52,18.9,18.6,25.5,28,24.3,25.4,56.6,52.2,35.6,34.5,51.7,41.8,66.7,-4.7
138,New Mexico St.,WAC,17,9–8,104.7,102.6,0.5596,49.4,49.5,18.3,18.6,34.3,26.5,31,34,50.8,50.5,31.9,31.8,48.7,35.9,64.9,-5.5
139,Morehead St.,OVC,28,21–7,98.1,96.1,0.5591,51.9,47,22.9,18,31.3,24.9,36.8,23.1,51.8,47.6,34.7,30.7,34.5,41.4,66.5,-1.9
140,South Dakota,Sum,24,13–11,106.4,104.2,0.5588,53.2,49.5,15.4,15.4,21.7,24.4,33.1,35.3,50.5,47.3,39.1,35.4,33.8,38.9,70.1,-6.9
141,Navy,Pat,18,15–3,103.8,101.7,0.5587,50,52.4,18.2,22.4,32.2,25,33,32.5,50.6,53.7,32.6,33.6,32.6,38.8,67.6,-0.5
142,Bryant,NEC,20,14–6,103.8,101.7,0.5576,53.7,46.4,20.6,17,29.4,30.1,34.6,27.2,51.3,48.3,38.1,28.9,40.4,38.8,74.9,-3.9
143,Iona,MAAC,17,12–5,100.7,98.8,0.5571,51.2,45.6,22.5,19.6,33.5,26.2,36.1,46.3,49.9,45.8,35.5,30.1,37.6,37.9,69.3,-3.2
144,Santa Clara,WCC,19,11–8,98.9,97.1,0.5517,47.7,47.4,17.8,16.9,23,24.9,39.9,30.1,49,47.2,29.9,31.9,32,35.4,71.8,-2.9
145,Georgia St.,SB,20,14–6,105.5,103.9,0.5444,51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,51,47.2,34.5,34.1,35.1,40.7,71.6,-3.3
146,Southern Utah,BSky,19,15–4,107.2,105.7,0.5426,52.4,51.7,16,17,29.2,23.9,39.4,31.2,54,50.4,33.4,35.8,41.6,37.7,71.2,-1.4
147,Stephen F. Austin,Slnd,18,13–5,103,101.6,0.5399,55,50.9,23.5,24.5,36.7,27.4,44,42.2,57.1,50.5,32.2,34.5,23.9,34.2,70.6,-2.6
148,Cal St. Bakersfield,BW,24,13–11,102.2,100.8,0.5398,48.4,50.6,19.6,20.6,38.5,25.7,26.9,42.3,47.6,49.4,33.8,34.9,26.7,40.6,64.7,-5.8
149,Bradley,MVC,26,10–16,102.4,101,0.5389,49.9,51.1,18.9,17.8,28,26.2,22.6,30.2,51.6,46.4,31.4,38.1,36.5,44.2,67,-9.6
150,Murray St.,OVC,24,11–13,103.3,101.9,0.5386,54.7,49.7,19.3,19.4,27.6,26,26.1,31.4,54.5,50.1,36.6,32.7,39.9,38.1,67.2,-10.3
