Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
22,Florida,SEC,33,26–7,113.3,94.1,0.8941,51.7,47.6,19.1,19.3,38.4,29.9,35.9,26.6,50.9,47.5,35.6,31.9,31.1,31.9,63.9,5.2
23,Cincinnati,BE,33,25–8,108.8,90.4,0.8935,49.3,45.8,18.1,22.4,38.4,30.6,38.6,35.1,48.6,44.8,33.9,32.2,34.2,29.4,64.5,3.2
24,Kansas St.,B12,31,21–10,108.9,90.9,0.8881,49.7,47,21.7,22.7,41.2,31,42.7,45.4,46.5,45.1,37.4,34.7,33,27.8,68.4,2
25,Villanova,BE,32,21–11,114.2,95.6,0.8846,49.7,46.4,18.1,18.3,36,30.2,42.6,36.2,48.4,45.3,34.9,32.1,32.9,36.3,66.6,1.4
26,Georgetown,BE,31,21–10,113.7,95.3,0.8841,54.4,46.6,20.6,17.7,33.6,32.5,33.6,36.6,54.6,45.4,36,33,36.6,28.9,65.2,4.2
27,Clemson,ACC,32,21–11,108.2,90.9,0.8815,50.2,45.2,20.4,23.2,34.6,32.5,38.5,34.7,49.1,43.7,34.9,32.2,34.7,32.2,64.6,0.5
28,Belmont,ASun,34,30–4,110.8,93.2,0.8795,54.4,45.6,19.9,27.4,37.9,32.2,38,45.8,52.4,44.1,38.1,32.7,42.2,30.3,69.4,1.1
29,Vanderbilt,SEC,33,23–10,114.4,96.3,0.8795,52.8,45.7,19.1,17.8,32.8,32.2,45,28.2,51.1,45.7,37,30.6,38.5,31.1,68.1,1.8
30,Marquette,BE,34,20–14,115.3,97.2,0.8773,51.4,50,17.5,20.5,36.2,32.9,44.7,29.2,50.9,47.6,35.2,36.3,26.3,34.7,67.9,0.6
31,St. John's,BE,32,21–11,110.1,93,0.8754,49.4,50.5,18.7,24.1,33.1,32.9,44.8,39.9,49.4,47.4,33,36.6,24,40.3,67,3.1
32,Virginia Tech,ACC,32,21–11,108.6,91.7,0.8742,49.9,46.9,18.8,21.8,32.7,31.1,40.7,32.2,50.4,46.7,32.6,31.7,30.8,35.5,65.2,0.9
33,Gonzaga,WCC,32,23–9,109.2,92.9,0.8661,52.5,46.5,19.7,21.3,35.5,28.9,41.6,35.7,52.1,42.2,35.6,36.1,28.4,35.7,68.2,0.36
34,Saint Mary's,WCC,31,23–8,117.4,100,0.8632,55.9,48.9,16.6,19.5,33,28.7,33.7,38.2,53.8,46.8,39.6,36.6,37.8,25.3,66.1,0.49
35,Missouri,B12,32,22–10,112.5,95.8,0.8628,51.7,49.1,17.1,24.8,33.2,36.7,34.7,40.7,50.5,48.1,36.4,34.3,31.1,29.5,72.1,1.3
36,George Mason,CAA,32,26–6,111.3,94.9,0.8615,53.6,45.8,16.8,20.9,32.8,31.2,39.3,32,50.9,45.2,39.7,31.3,31,32.7,66,1.2
37,Temple,A10,32,25–7,107.9,92.2,0.8585,50.1,46,16.3,20,32.1,28.5,34.5,27.3,48.9,43.4,35.4,35.1,30.1,27.6,65.8,2.2
38,Michigan,B10,32,19–13,109.9,94.2,0.8558,51.9,48.9,16.3,18.6,25,29.4,27.9,29.7,50.9,48.9,35.4,32.7,43.2,37.3,62.8,1.6
39,Maryland,ACC,33,19–14,107.5,92.1,0.8553,50.9,45.6,19,20.9,35.8,31.8,38.9,29.6,50.5,44.2,34.8,32.4,21.9,32.5,71.6,-1.6
40,Tennessee,SEC,33,19–14,109.1,93.8,0.8498,47.8,47.5,19.5,20.8,38.2,32.1,39.7,38.8,48.8,46.3,30.4,33.2,29.8,36.7,67.2,-1.1
41,Florida St.,ACC,31,21–10,101.2,87.1,0.849,49.1,42.2,23.1,22.2,35.7,30.9,38,36.4,48.9,40.3,33,30.1,33.4,38.8,69.6,1.1
42,Washington St.,P10,31,19–12,108.5,93.7,0.8441,52.3,46.1,18.5,21.4,28.5,33,35.2,33.9,51.6,44.8,35.8,32.1,34.9,39.5,68.4,-0.8
43,Michigan St.,B10,32,18–14,108,93.4,0.8425,48.6,47.8,20,17.8,34.6,28.5,36.7,37.3,46.9,44.7,34.8,36.3,32.8,31.5,66.4,2
44,Butler,Horz,31,22–9,111.6,96.5,0.8416,51,48.8,17.1,19.1,32.4,27.4,38.4,39.5,49,48.7,36.2,32.7,36.9,36.1,64.9,-0.38
45,Xavier,A10,31,24–7,111.2,96.3,0.8397,51.5,46.2,18,18.8,32.4,27.9,44.9,34.8,52.1,43.8,33.3,33.8,31.1,35.4,66.1,2.4
46,USC,P10,33,19–14,107,92.8,0.8384,50.1,46.4,17.6,18.5,30.2,28.1,34.7,36.4,48.5,44.7,35.7,33.3,31.7,31.2,63.4,-1.7
47,Georgia,SEC,32,21–11,108.3,94,0.836,49.4,44.7,20.3,18.5,36.8,31.7,36.6,35.1,48.9,43.1,34,32.2,25.1,32,64.9,0.14
48,Richmond,A10,34,27–7,110.2,95.7,0.8343,53.6,44.6,16.6,19.8,28.2,32.9,33.4,29.2,50,44.4,40,30.1,36.5,30,63.9,1.8
49,Penn St.,B10,33,19–14,111.2,96.7,0.8317,49.9,50.6,17.7,18.1,32.3,30.2,31.8,29.1,49.6,47.9,33.6,36.7,36.5,36.9,60.9,1.5
50,UCLA,P10,32,22–10,106.9,93.3,0.8276,50.4,45.9,22.1,17.9,36,31.4,42.8,33,50.9,44.1,32.9,34.2,29.3,25.3,66.5,1.3
51,Northwestern,B10,31,18–13,115.6,100.9,0.8267,53.4,52.5,15.3,19.7,26.6,31.2,31.6,37.8,51,52.5,37.6,35.1,43.8,32.3,64.8,-0.28
52,Duquesne,A10,29,17–12,106.7,93.2,0.8247,51.7,47.7,18.4,28.1,33.5,38.6,43.6,37.1,51.2,46.7,35.1,33.3,36.8,33,71.6,-4.7
53,Alabama,SEC,32,21–11,103,90.2,0.8222,48.2,43.3,21.5,23.5,37.2,33.7,31.7,36.9,49.3,41.3,29.8,31.8,24.5,31.1,64.9,-1.2
54,Wichita St.,MVC,31,23–8,110.9,97.2,0.8206,52.5,46.1,18.8,18.5,35.1,24.8,36.2,36.1,52.8,44.1,34.6,34.1,36.3,28.8,65.8,-0.8
55,Miami FL,ACC,33,19–14,111.8,98.1,0.8179,51.6,47.7,21.2,18.2,35.5,30.8,38.3,38.2,47.7,44.8,38.5,35.4,38.8,34.8,65.5,-2.2
56,Texas A&M,B12,31,23–8,107.9,94.7,0.8178,49.6,46.5,20.3,20.7,37.9,29.7,47.6,36.7,49.1,45.9,33.7,31.8,30.7,33,62.9,2.4
57,Minnesota,B10,31,17–14,109.6,96.3,0.8156,49.9,47.3,20.4,17.6,37.6,31.6,43.7,29.3,50.7,43.9,32.1,34.6,28.6,43.1,66.5,-0.9
58,New Mexico,MWC,32,20–12,109.5,96.5,0.8103,51.6,48.1,19.9,19.2,35.6,28,43.1,35.7,51.1,46.7,35,33.8,33.4,35.5,66.1,-1.9
59,Old Dominion,CAA,33,27–6,107.7,95,0.809,48.7,47.3,20.4,18.8,45.3,27.4,37,27.7,48.4,42.5,32.9,37,27.4,37.4,61.7,2.4
60,UTEP,CUSA,33,24–9,104.7,92.6,0.804,52.1,45.8,18.3,21.2,24.8,30.4,41.5,33,50.7,45.7,37.1,30.7,28.8,36.3,67.9,-1.4
61,Cleveland St.,Horz,32,24–8,108,95.7,0.8011,49.9,47.1,17.6,21.8,30.8,33.4,41.4,41,48.2,46.3,35.4,32.5,35.1,31.4,66.7,0.13
62,Seton Hall,BE,31,13–18,102.4,90.7,0.8005,46.4,46.4,17.8,20.9,30.1,31.9,31.3,38.4,46.6,46.1,30.6,31.4,33.2,29.4,69.1,-4.8
63,UAB,CUSA,30,22–8,107.8,95.6,0.7997,50.8,45.6,19,19.2,33.8,30.9,30.2,32.5,50.9,45.2,33.7,31,40.2,29.8,63,-0.07
64,Nebraska,B12,31,19–12,103.2,91.6,0.7973,51.4,45.3,20.5,20.2,29.7,26.8,35.2,34.2,52.9,42.2,32.1,33.3,31,40,63.8,-2.1
65,Boston College,ACC,32,20–12,116.5,103.4,0.7971,54.1,50.5,17,16.3,30.3,33.2,31.5,26.7,52,49.5,38,34.8,43.7,34.1,63.8,-0.14
66,Colorado,B12,33,20–13,115.2,102.6,0.7921,52.4,50.6,17,19.6,34.2,32.9,39.5,36.9,50.5,48.5,38.3,36.9,27.4,31.6,68,-0.8
67,Oakland,Sum,33,24–9,115.6,103.1,0.7893,56.1,49.4,18.8,16.6,36.3,31.7,40,30.8,55.8,47.5,37.7,36.1,35.1,29.1,72.8,0.37
68,California,P10,31,17–14,108.3,97.4,0.7721,50.7,50.3,19.6,18.3,30.8,28.5,47.4,33.7,50,48.1,35.2,36,26.5,37.6,68.6,-1.6
69,Charleston,SC,34,24–10,112.4,101.2,0.77,54.4,48.7,17.8,19.8,33.7,35.4,26.2,27.4,54.9,47.1,35.8,35.1,38,28,67.5,-2.8
70,Missouri St.,MVC,33,25–8,111.6,100.6,0.7685,51.7,49.3,16.9,18,33,26.9,38,33.3,49.7,48.3,37,34.5,34.3,28.4,63.3,-0.09
71,Southern Miss,CUSA,29,19–10,111.1,100.4,0.7612,49.7,48.6,18.1,20.1,38.4,29.7,42.7,41,48.5,45.8,35.5,35.6,25.7,36.8,65.8,-2.5
72,Mississippi,SEC,33,20–13,111.8,101.1,0.7608,50.8,48,18.7,19.2,35.3,32,35,39.1,49.8,45.6,34.9,35.3,37.3,32,67.5,-3.3
73,Iona,MAAC,33,22–11,111.8,101.1,0.7597,54.1,49.7,18.1,21.2,34,29,36.5,35.9,53.4,48.1,37,35.6,36.3,31.2,69.4,-4.9
74,Baylor,B12,30,17–13,106.3,96.4,0.7568,51.4,47.8,23.4,21.8,36.3,30.9,42.6,35.2,50.9,45.9,35.1,34.3,29.1,34.3,66.5,-3.5
75,Iowa St.,B12,32,16–16,106.1,96.4,0.7505,50.6,47.6,17.5,20.1,29.4,32.8,26.4,29.2,47.8,46.3,36.8,33.6,37.5,33,70.5,-5.3
76,Colorado St.,MWC,30,18–12,107.9,98.6,0.7387,52.4,49.3,20.4,20.4,31,31.2,42.4,38.5,53.7,48.2,33.1,34.3,33.3,34.6,67.2,-1.9
77,Harvard,Ivy,27,21–6,110.1,100.7,0.7359,54.5,49.2,20.4,19.9,31.3,30.7,43.5,25.7,53,46.7,38,36.4,36.2,31.7,64.7,0.27
78,Oklahoma St.,B12,32,19–13,104.5,95.6,0.7343,47.4,46.9,20.3,20.4,33.3,30.4,46.1,46.1,48.4,44.9,29.7,33.9,26.6,33.5,65.9,-1.3
79,Indiana,B10,32,12–20,108.7,99.5,0.7337,51.6,49.6,19.8,19.7,32.6,30.9,36.9,50.2,51.4,47,34.6,36.4,31.9,34.2,66.4,-6.4
80,Marshall,CUSA,31,20–11,107.7,99.1,0.723,49.9,47.1,19.6,18,36.9,31.8,48.4,38.9,50,48.4,33.1,29.5,31.2,31.9,67.8,-2.8
81,Iowa,B10,31,11–20,103.2,95.1,0.72,48.1,50,21.3,21.2,34.5,32.3,34.5,28,48.5,50.1,31.4,33.2,26.7,36.5,68,-6.8
82,Rutgers,BE,32,15–17,105.7,97.4,0.719,49,47.6,18.7,21.6,32,33.3,31.7,44.9,47.9,44.7,34.4,34.6,28.6,40,64.4,-4.5
83,Virginia,ACC,31,16–15,104.1,96,0.7179,48.5,50.2,17.6,19.7,26.2,28.5,32,28.8,43,47.8,38.8,36.3,36.2,35.5,60.7,-3.6
84,Portland,WCC,31,20–11,111.6,102.9,0.7162,53.2,49.9,19.7,17.5,34.2,30.4,34.1,35.6,48.5,48.3,41.7,34.9,33.7,38.6,64.1,-3.3
85,Princeton,Ivy,30,24–6,105.6,97.5,0.7145,52.1,46.8,18.9,18.4,31.2,27,37.4,35.7,50.3,45.8,37.3,33,31.1,27,64.2,-0.11
86,VCU,CAA,34,23–11,108.8,100.6,0.712,50.9,50.4,17.5,22.5,31.6,36.4,37,34,48.8,49.2,35.9,35.5,40.8,29.1,66.9,-1.9
87,Drexel,CAA,31,21–10,98.6,91.2,0.7093,45.8,43.8,18.8,15.8,37.6,23.6,40.2,37.6,45.7,44.2,31,28.5,22.3,26.9,64.3,-2.6
88,Oregon,P10,32,15–17,104.4,96.9,0.7022,47.5,51.2,18,22.2,30.6,32.7,30.6,36.5,45.5,49.5,34,36.1,35.3,36,67.9,-5.7
89,Wofford,SC,33,21–12,110.7,102.9,0.6983,53.3,50,18,20.4,34.6,32.7,42,41.6,50.5,48.8,40.7,35.1,26.4,30,64.7,-4.5
90,Arkansas,SEC,31,18–13,105.2,97.8,0.698,49.5,45.6,19.3,20.9,30.7,35.6,39.4,31.5,47.1,45,36.2,31.5,32.5,28,67.4,-4.2
91,Bucknell,Pat,33,25–8,103.9,96.7,0.6971,51.2,45,17.1,18,26,28.8,34.3,35.8,47.1,43.7,40.2,31.5,31.3,36.6,66.1,-2.1
92,Creighton,MVC,33,19–14,107.3,99.8,0.6966,51.8,47.6,19,14.9,30.7,27.6,34.9,25.9,50.6,45.3,35.8,35.2,37.7,30.9,64.4,-6
93,Memphis,CUSA,34,25–9,103.6,96.3,0.6965,50.3,46.7,21.9,21.3,35.4,35.3,39.5,38.5,51,45.3,32.7,33.2,32.5,31.1,69.1,0.07
94,Tulsa,CUSA,32,19–13,106,98.8,0.6932,50.1,47.4,20.5,17.5,34.1,26.8,44.4,40.9,48.8,46.3,34.9,33.4,35.7,31,67.2,-4.9
95,Boise St.,WAC,31,19–12,105.7,98.5,0.6924,49.2,51.7,17.2,24.8,31.9,28.1,41.3,44,48.1,49.7,34.1,37,34.3,33.3,68.1,-4.8
96,Georgia Tech,ACC,31,13–18,100.5,93.7,0.6892,45.7,50.2,19.6,23.8,33.5,29.1,31.8,45.2,46.2,47,29.9,37.9,34.7,32.5,69.5,-7
97,N.C. State,ACC,31,15–16,107.9,100.7,0.6885,47.8,46.8,17.9,17.1,35.5,35.1,36,32.3,47.3,46.3,32.9,32,23.3,27.3,67.4,-3.7
98,UCF,CUSA,29,18–11,104.2,97.4,0.6858,50.1,45.8,21.1,19.4,33.8,33.6,46.7,32.8,49.4,42.6,34.4,35.6,34.6,29.2,65.8,-4
99,Indiana St.,MVC,32,19–13,102.1,95.6,0.6815,48.8,45.9,21.4,19.3,31.3,30,38.4,45.1,46.4,44.2,35.5,32.9,36.1,33.3,66.2,-4.1
100,Valparaiso,Horz,32,21–11,104.4,98,0.6733,51.9,48.1,20.2,21.4,32.1,33.4,34.2,40.9,53.7,47.4,32.2,33.1,34.1,32.3,66.7,-2.8
101,Fairfield,MAAC,31,24–7,96.8,90.9,0.6732,47.1,44.6,21.4,24.2,35.6,31.3,39.9,32.1,47.4,43.3,30.7,31.9,25,29,65.9,-2.1
102,Northern Iowa,MVC,31,18–13,107.4,101,0.6685,49.9,51.9,15.5,20.2,24.7,27.1,35.4,33.8,48.8,48.7,34.2,38.7,42.5,34.3,60.2,-4.6
103,South Dakota St.,Sum,29,17–12,114.2,107.5,0.6678,53.8,53.2,14.3,19.3,32.9,31.5,34.9,33.9,49.5,50.5,40.9,40.2,36,28.1,68.8,-6.7
104,Dayton,A10,35,22–13,102.6,96.6,0.6655,46.7,47,20.1,18.9,35.4,28.4,33.8,37.4,43.5,46.6,35.5,31.8,33,37.3,66.2,-3.1
105,Long Beach St.,BW,31,20–11,105,98.9,0.6646,49.9,50.2,20.2,18.9,33.2,28.7,42.3,28.2,49.5,50.2,33.9,33.6,32.4,33.2,69.6,-3
106,Stanford,P10,31,15–16,102.2,96.7,0.6544,49,49.1,20.3,21.3,32.6,29.6,37.7,36.3,46.8,46.4,35.6,36.4,33.2,32.9,65.4,-5.7
107,Providence,BE,32,15–17,107.4,101.6,0.6537,47.7,49.6,17.6,19.5,37.2,35.4,37.6,30,47.9,49.8,31.5,32.7,33.4,29.2,72.5,-5.2
108,Montana,BSky,29,19–10,100.3,95,0.6529,50.1,44.1,19,20.1,31.1,31.7,41.2,34.8,51.5,42.4,31,32.2,28.8,29,63.5,-4.8
109,South Florida,BE,33,10–23,102.6,97.3,0.6486,46.2,47.6,23.6,16.4,36.6,33,38.1,38.8,46.5,46,30.3,34.4,30.6,29.2,62.7,-9.3
110,Wright St.,Horz,31,17–14,103.5,98.3,0.644,49.5,51.8,17.4,24,25.3,30.8,38.4,43.5,46.9,53.7,35.9,32.3,37,35.3,62.7,-6.3
111,Rider,MAAC,33,23–10,106.8,101.5,0.644,53.9,45.5,19.8,18.7,30.6,34.8,35.3,33.1,50.7,44.4,40.1,32,34.2,32.5,68.8,-3.5
112,Morehead St.,OVC,30,21–9,103.7,98.8,0.6351,51.1,49.3,23.4,22.9,41.3,27.9,41.3,38.5,50.5,45.7,34.9,36.9,33,37.6,64.7,-3.4
113,James Madison,CAA,32,21–11,106.1,101.3,0.6299,51.7,48.7,18.9,17.8,31.2,27.7,38.5,37.2,49.5,46,38.1,35.8,29.5,34.2,68.2,-3.2
114,Buffalo,MAC,30,17–13,103.5,98.9,0.6295,53.2,47.4,22.7,22.4,36.5,33,35.8,39,51.4,44.4,38.2,36.3,29.7,30.2,66.7,-7.7
115,Mississippi St.,SEC,31,17–14,106.1,101.3,0.6282,50.7,47.7,19.6,16.1,28.9,32.3,35.9,27.3,48.3,46.2,36.2,33.7,40,35.9,67.8,-4.9
116,Kent St.,MAC,33,22–11,102.9,98.5,0.6248,47.8,46.8,18.9,21,36.3,35.4,36.1,32,47.2,46.7,33,31.3,27.8,31.8,67.5,-4
117,Arizona St.,P10,31,12–19,103,98.6,0.6236,50.1,49.1,18.9,19.9,27.7,33,29,39.3,48.4,47.5,35.1,34.6,40.9,35.9,63.8,-7.6
118,East Tennessee St.,ASun,32,21–11,101.6,97.3,0.6236,49.1,46.8,20.6,20.8,34.8,32.8,44.9,34.8,48.6,44.8,33.5,33.3,28,37.7,65.1,-4.3
119,Rhode Island,A10,32,19–13,102.1,98,0.6173,48.2,47.5,18.3,21,31.6,33.1,30.6,38,47.4,48.8,33,30.1,36.7,34.6,67.7,-4.4
120,Northern Colorado,BSky,29,19–10,104.8,101.1,0.602,50.2,48.8,21.8,20.5,35.8,28.6,44.4,44.6,45.4,46.1,38.4,35,39.3,41.8,67.7,-4.5
121,Air Force,MWC,28,14–14,105,101.3,0.6008,53.8,48.8,19,20.6,20.4,34.3,37.9,31.8,52.3,47.3,37.6,33.8,37.1,45.8,61.9,-4.6
122,Saint Louis,A10,30,11–19,97.9,94.6,0.5975,48.8,47.5,20.8,21.5,28.5,30.5,32.7,40.6,48.8,46.2,32.4,34.5,32.2,22,64.7,-10.1
123,LIU,NEC,32,27–5,106.3,102.7,0.5962,52.4,48.2,20.4,19.9,37.9,32.2,50.6,25,51.2,49.7,36.6,30,31.4,32.6,74.6,-1.1
124,Detroit Mercy,Horz,32,16–16,105.2,101.8,0.5955,50.7,48.8,22,19.6,36,33.9,46.5,32.3,49.8,48.2,35.4,33.3,26.1,36.6,70.9,-8
125,Austin Peay,OVC,30,18–12,102.3,99,0.5948,49.7,48.7,20.4,23.9,34.6,34.4,41.1,37.2,48.7,48.6,35.1,32.6,26,34.2,68,-6.7
126,Oral Roberts,Sum,34,19–15,109.1,105.6,0.5929,52.7,51.4,18.9,19,36.5,32.1,41.4,42.6,51.7,50.4,36.9,35.8,27,29.8,67.2,-7.2
127,Texas Tech,B12,32,13–19,105.7,102.5,0.5875,49.3,50.5,19.5,19.3,32.4,35.6,38.1,39.1,47.4,49.6,36.5,35.1,26.5,27.4,70.7,-8
128,Vermont,AE,31,23–8,100.9,97.9,0.5871,49.3,44.4,20.5,18.4,36.8,29.3,37.6,27.3,47.9,42.5,35.7,32.3,24.8,31.9,65.9,-2.7
129,St. Bonaventure,A10,30,16–14,105.6,102.4,0.5866,50.9,48,21.8,17.1,33.7,31.4,44.3,33.6,49.9,47.4,35.6,32.9,29.5,32.6,64.6,-6.3
130,South Carolina,SEC,30,14–16,98.9,96,0.5832,45,47.7,19.3,21.4,36.7,34.9,27.2,39.5,43.9,45.5,31.3,35,35.3,30.2,69.1,-4.9
131,Coastal Carolina,BSth,29,24–5,103.4,100.4,0.5821,51,45.8,19,18.6,35.4,30,45.6,26.6,52.2,42.3,31.5,34.8,24.6,34.8,66.9,-1.7
132,Murray St.,OVC,29,21–8,102.6,99.7,0.582,51,48.7,22,23.6,34.6,31,46.4,40.5,48.4,47.2,37.7,35,32.3,28.6,63.4,-3.6
133,UC Santa Barbara,BW,29,16–13,102.2,99.3,0.5818,51.9,46.8,21.7,20.1,28.4,31.9,37.2,42.6,49.8,42.3,37,36.6,36.7,35.3,65.7,-6.7
134,IU Indy,Sum,31,17–14,109.5,106.4,0.5814,52,53.7,17.6,19,32.9,33.4,32.3,27.7,51.8,53.3,35,36.3,31.2,33.6,62.5,-5.6
135,Utah,MWC,29,12–17,102.5,99.7,0.5799,48.1,47.4,20.1,15.8,28.6,32.7,36.6,37.5,47.1,45.9,33.5,34.2,32.2,27.8,69.1,-6.3
136,Akron,MAC,34,22–12,101.4,98.6,0.579,49.9,46.5,17.7,20.5,28.5,33,31.9,38.2,47.3,46,36,31.8,38.3,30.4,67.1,-5.5
137,Loyola Chicago,Horz,31,16–15,104.8,102.1,0.5753,48.5,50.4,19.4,20.8,36,32.2,36.9,33.8,45.8,48.8,36.2,36,31.9,31.5,65.5,-8.3
138,Pacific,BW,29,14–15,103.6,101,0.5737,50.6,49.3,18.8,17.1,30.4,28.4,35,29.3,49,47.9,35.3,34.9,41.1,32,61.2,-8.8
139,Ohio,MAC,33,18–15,105.8,103.3,0.5674,50.1,50.6,19.1,21.8,33.6,32.3,38.3,40.3,48.3,49.1,35.4,35.8,35.9,33.5,68.5,-9
140,Saint Peter's,MAAC,33,20–13,93.6,91.5,0.5672,45.9,42.2,22.9,21.6,32.5,34.1,39.8,42.4,43,40.6,34.8,30.6,32,31.5,65.1,-5.7
141,Idaho,WAC,30,17–13,103.7,101.8,0.5552,52,47.2,22.2,19.3,31.2,33.5,38.3,31,49.5,46.9,38.2,31.8,32,34.5,64.3,-6.5
142,Northern Arizona,BSky,29,17–12,103.7,101.8,0.5507,54.4,47,20,19.1,30.4,32.4,32.5,36.1,50.8,45.8,42.4,33,28.1,33.1,66.4,-6.6
143,Santa Clara,WCC,31,17–14,104.2,102.5,0.5476,48.6,50.3,20.4,21.1,35.3,30.9,47.4,46.9,46.8,49.1,34.5,35.5,35.6,29.8,68.2,-6.5
144,Robert Morris,NEC,32,18–14,100.8,99.3,0.5455,48,48.3,19.9,22.9,34.4,32.7,35.4,49.7,45.2,46.8,35.7,33.9,33.6,38.1,64.7,-7
145,Furman,SC,30,20–10,103.9,102.3,0.5447,51.6,47.6,20.5,19.2,33.9,32.1,41.2,41,49,47.1,37.3,32.3,36.8,32.4,63.4,-4.4
146,New Mexico St.,WAC,31,14–17,102.8,101.4,0.5392,49.4,50.7,21.1,21.4,32.6,33,49.2,37.1,49.3,51.2,32.9,33,30.7,33.4,68.4,-8.6
147,Hofstra,CAA,31,20–11,106.6,105.2,0.5384,49.4,50,15.8,19.1,28.8,36.3,35.6,34.9,47.6,47,35.5,37.7,32.1,31.4,66,-3.5
148,Oklahoma,B12,31,14–17,103.2,101.8,0.5379,50.7,50.9,20.9,20.4,27.3,32.1,36.2,38.8,50.6,49.2,34,36.2,35.4,31.8,65,-5.2
149,SMU,CUSA,28,14–14,103.4,102.1,0.5371,56.6,50.6,22.6,22.2,24.1,33.1,33.6,31.9,54.9,45.8,39.3,39.7,43.1,34.8,61.1,-8.6
150,Central Connecticut,NEC,31,19–12,100,98.8,0.5368,47.9,47.1,21.1,23.4,36.6,35.1,36.1,33.4,47.4,46.6,32.8,32,26.4,32.4,67,-7.6
