Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
1,Michigan,B10,34,31–3,127.3,90.3,0.9813,58.1,44.7,16.7,15.5,35.4,27.7,37.7,26.3,61,44.3,36,30.2,41.8,41.8,72.2,13.9
2,Duke,ACC,34,32–2,127,90.8,0.9794,56.8,46.2,15.7,18.1,38.1,24.8,37.8,23.7,60.1,46.6,35.1,30.4,44.4,45.7,66.8,13.6
3,Arizona,B12,34,32–2,126.3,91.1,0.9772,55.1,45,15.1,16.7,38.1,26.9,42.9,27.7,55.4,43.8,36,31.4,26.8,37.2,71,13.6
4,Florida,SEC,33,26–7,125,92,0.9713,53.5,46.3,16.5,15.4,43.2,24.8,39.1,34,57.9,45.2,30.8,32.4,37.1,33.7,71.4,8.5
5,Houston,B12,34,28–6,124.7,91.9,0.9708,52.1,46.6,13,21,35.9,30.9,26.9,39,51.9,45.5,34.9,32.1,40.8,40.9,64.3,8.9
6,Illinois,B10,32,24–8,131.2,97.8,0.9671,55.1,47.6,13.2,11.6,38.7,27,32.9,20.6,58.2,48,34.7,31.4,50.7,42.2,66.7,6.5
7,Iowa St.,B12,34,27–7,123.8,92.7,0.9651,56.5,49.5,15.1,22.4,35.3,28.1,34,27.9,55.5,50.5,38.7,32.1,38.8,42.8,67.9,7.3
8,Purdue,B10,35,27–8,132.2,99.4,0.9638,57.6,52.3,13.5,15.6,36.3,26.4,28.6,26,58.1,53.1,37.9,34.2,40.9,45,65.4,9.1
9,Connecticut,BE,34,29–5,122.5,93.8,0.9556,55.3,45.7,16.8,18,35.7,28.7,30,40.2,57.1,45.8,35.2,30.3,40.3,36.2,65.5,8.8
10,Vanderbilt,SEC,34,26–8,127,98.3,0.95,55.3,48.8,13.3,17.9,31.2,31.6,38.2,41,56.8,49.1,35.5,32.2,43.6,37.9,69.9,7.2
11,Gonzaga,WCC,33,30–3,120.7,93.5,0.9497,56.3,46.2,13.7,20.5,34.8,25.9,31.1,31,58.7,46.2,34,30.8,31,43.7,69.9,7.3
12,Michigan St.,B10,32,25–7,121.6,94.7,0.9462,53.6,48.6,17.1,14.8,38.5,22.6,36.2,30.9,53.4,48,35.9,32.9,36.4,46,66.9,7.4
13,Virginia,ACC,34,29–5,122.4,95.9,0.9427,54.6,45.3,16,15.6,37.9,29.2,33,33,55.2,44.7,35.9,30.9,46.5,37.5,66.5,7.7
14,Tennessee,SEC,33,22–11,121.2,95,0.9426,51.6,47.7,17.1,16.3,45.1,27.9,38.7,36.2,52.2,49.2,33.4,30.6,31.7,44.4,66.2,4
15,Texas Tech,B12,32,22–10,125.5,98.6,0.9417,56.2,49.4,15.9,14.7,33.3,30.1,27.1,31.6,53.6,50.6,39.3,31.5,48,35,67.4,5
16,Alabama,SEC,32,23–9,129.7,102.2,0.9391,55.4,49.2,13,12.6,31.8,32.8,37.2,32.7,57.3,48.6,35.8,33.5,53.7,35.1,74,6.5
17,St. John's,BE,34,28–6,119.9,94.5,0.9391,51,47.4,14.7,19.4,35.9,30.2,41.9,31.8,51.6,47.5,33.2,31.3,33.8,33.7,70.6,7.2
18,Louisville,ACC,33,23–10,124,97.8,0.939,56.4,48.8,16.4,16.7,32.9,26.9,33.5,33.4,59.7,48.6,35.7,32.7,52.8,39.1,70.7,3.9
