Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
15,Michigan St.,B10,32,26–6,112,89.8,0.927,50.1,47.6,21.1,20.8,40.9,26.1,41.8,35.4,49.1,47.3,35.3,32,26.2,38.5,68.1,7.4
16,Washington,P10,32,24–8,111.5,90.1,0.9206,49.1,47.1,20.2,20.2,41.9,30.7,45.2,33.2,48.6,45.9,34.1,33.3,20.6,28.8,73.8,4.9
17,Syracuse,BE,34,25–9,115.7,93.5,0.9201,54.4,46.8,20.5,19.4,36.1,35.9,40.2,26.1,55.1,48.4,35.4,29.5,32.2,37.5,71.3,5.9
18,Villanova,BE,33,26–7,112.4,91,0.9191,51.5,47.4,19.2,22.2,35.6,30.7,42.7,37.9,49.8,45,36.8,33.9,31.6,41.2,68.2,6
19,BYU,MWC,31,24–7,113.8,92.5,0.9157,55.1,45.4,16.5,20.1,28.6,25.7,35.4,36.3,54.2,45.6,38,30,33.8,34.4,70.1,2.3
20,Marquette,BE,33,24–9,116.4,94.8,0.9138,51.7,50.9,16.7,22.1,34.7,30.8,45,30.5,51.3,50.1,34.9,35,34.8,34.5,69.5,3.4
21,Wake Forest,ACC,30,24–6,110.3,90.1,0.9114,52.3,44.9,20.9,21.2,36.2,30.8,43.7,32.7,53.5,44.8,31.8,30.2,21.2,35.7,73.8,5.2
22,Clemson,ACC,31,23–8,115.8,94.9,0.9077,53.3,48.2,20.3,24.4,39.6,37.4,31.8,32.6,51.4,46.1,37.9,35.8,34.7,28.1,69.3,2.8
23,Illinois,B10,33,24–9,106.3,87.3,0.9057,51,43.8,19.5,21.7,30.7,32.8,22.9,26.3,50.3,44,35.3,29,28.8,31.5,63.6,3.8
24,Texas,B12,33,22–11,109.8,90.8,0.8988,48.1,45.9,18.4,20.2,39.2,32.9,38.5,36.3,48.1,43.5,32.1,34,24.2,31.3,66.6,2.6
25,Xavier,A10,32,25–7,109.5,90.6,0.8981,52.7,44.1,21.5,18.2,37.2,27.9,46.5,33.4,49.2,41.7,40,33,32.9,30.5,67.4,2.9
26,Georgetown,BE,30,16–14,109.6,90.8,0.897,52.5,45.2,22.2,21.9,33.4,36.5,42.5,33.4,54.2,44.1,33,31.7,35.9,32.3,64.5,-1.1
27,USC,P10,33,21–12,107.9,90.1,0.8887,51,46.5,21.4,19.7,37.4,30.7,42.2,32.1,51.4,44.3,32.9,33.7,21.7,34.7,65,2.5
28,Utah,MWC,32,24–8,110,92.1,0.8852,54.9,44.7,20.7,15.8,27,25.3,39.9,35.9,53.9,41.9,37.6,35,38,26.6,65.7,2.8
29,Oklahoma St.,B12,33,22–11,114.9,96.3,0.8832,53.6,49.9,17,20.9,28.4,30.5,40.3,41.3,50.8,49.1,38.4,34.3,41.1,32.8,71,2.7
30,California,P10,32,22–10,115.7,97.1,0.8821,54.1,48.9,17.9,18.6,32.2,30.4,34.3,32.8,50.3,47.5,43.4,34.9,26.2,27.9,67.4,3.2
31,Wisconsin,B10,31,19–12,112.7,94.8,0.8791,50.6,49.1,16.9,19.2,32.3,26.1,35.2,33.3,48.1,49.3,36.9,32.3,34.6,30.5,60.4,0.34
32,Tennessee,SEC,33,21–12,114.1,96.3,0.8752,50.9,50.2,18.6,21.1,38.1,31,36.7,37.2,52.8,50.1,31.4,33.7,33.9,37.3,69.6,1.3
33,Ohio St.,B10,32,22–10,111.7,95.1,0.8638,55.1,48.1,20.9,21,28.4,33.6,38.3,24,54.1,44.9,37.9,35.2,35.4,40.9,64.1,3.2
34,Kansas St.,B12,31,20–11,108.8,92.8,0.8619,48.8,47.3,19.9,24.5,42.3,31.3,42.1,49.7,46.5,44.7,36,35.3,31.3,31.8,68.8,-0.28
35,Notre Dame,BE,31,17–14,115.6,98.6,0.8613,50.4,47.7,13.9,14.8,32.1,31.6,26.5,26.5,45.7,46.7,39.6,33.4,34.1,30.1,68.3,-0.46
36,Florida,SEC,33,23–10,114.4,97.6,0.861,54.4,50.7,17.5,22.3,32.5,32.1,30.5,30.2,53.9,49.2,36.8,35.8,37.3,34.1,67,0.03
37,Washington St.,P10,32,17–15,102.8,87.7,0.8605,49.1,44.6,19.1,17.8,27.2,24.8,27.1,33.5,47.5,39.9,34.9,36.1,32,32.9,59,-1.4
38,San Diego St.,MWC,30,21–9,108.2,92.5,0.8595,49.9,47.1,20.2,23.1,37,32.5,34.4,34.2,48.9,46.4,34.8,32.3,31.8,33.9,62.9,0.6
39,Miami FL,ACC,29,17–12,110.4,94.4,0.8575,49.4,45.9,19.6,18.7,38.7,31.6,38.9,30.2,45.9,44.5,36.9,32.2,36.6,37.2,65.6,-0.7
40,Minnesota,B10,31,21–10,106.3,91.1,0.8554,49.7,46.7,22.5,23.4,36.3,33.7,34.5,36.2,49.8,43.3,33,34.9,32.6,37.2,65.9,1.9
41,Kentucky,SEC,33,20–13,106.1,91,0.8544,53.2,44.6,24.5,20.8,35.6,31.9,40.8,33.5,53.8,40.8,34.6,34.7,29.9,33.5,68.8,-2.1
42,Arizona,P10,32,19–13,116.3,99.8,0.854,53.2,50.8,19.4,18.3,36.1,34.1,37,25.5,50.7,49.1,39.5,35.5,29,40.7,65.4,0.7
43,Butler,Horz,30,25–5,108.6,93.3,0.8518,51.7,44.3,20,20.8,32.3,29.6,43.3,33.8,50.7,42,35.3,32.3,45.2,35.3,63.8,2.5
44,Baylor,B12,33,19–14,113.9,98.1,0.8485,52.7,49.3,18.6,19.9,32,33,39.5,37.2,52.3,48.1,35.5,34.6,39.7,31.3,67.6,-0.1
45,LSU,SEC,33,26–7,110.6,95.2,0.8481,49.6,45,17.6,19.2,37.6,30.4,36.1,34.9,47.5,44.4,36.9,31.1,27.2,29.6,66.7,2.5
46,Florida St.,ACC,34,25–9,104,89.6,0.8467,49.2,44.5,22.9,22.6,35,35.9,39.2,36.1,48.1,42,34.3,32.7,33.6,36.3,67.2,5
47,New Mexico,MWC,32,21–11,110.3,95.5,0.8402,52.7,47.8,18.3,21.8,31,27.5,45.3,48,50.4,43.9,38,36.1,34.6,38.6,66.3,-1.7
48,Michigan,B10,32,19–13,110.5,95.8,0.8367,50.3,49.3,17.7,21.5,28.4,32.4,28.6,29.5,50.9,50.2,33.2,31.7,47.7,33.4,64.6,0.9
49,Stanford,P10,31,18–13,110.9,96.2,0.8363,52,52.2,18.8,22.2,32,31.4,34.5,33.5,49.4,51.5,38.1,36.2,33.7,24.6,69.3,-1.1
50,Texas A&M,B12,31,22–9,110.6,96.2,0.8333,50.2,48.5,19.4,18.6,36.6,29.7,47.6,29.5,48.1,46.1,36.7,35.9,30.5,30.4,65.1,1.9
51,UAB,CUSA,33,22–11,108.3,94.3,0.8308,51.5,47.9,16.8,20.7,28.4,29.1,35,30.2,52.1,47.7,33.7,32.3,35,32.2,67.8,-0.42
52,Utah St.,WAC,33,29–4,115.1,100.6,0.8251,55.9,47.5,18.3,17.1,36.4,27.8,38.3,29.9,54.2,44.3,39.9,36.7,31.2,29.3,61.5,2.6
53,Temple,A10,33,22–11,107.5,94,0.8229,51.3,46,19.3,18.1,32.7,29.8,28.5,29.8,49.1,43.3,36.7,34.3,36.9,32.9,65,-0.36
54,Maryland,ACC,33,20–13,107.4,94.1,0.8207,46.8,47.5,17.9,22.5,35,36.9,27.7,29.8,45.7,45.5,33.1,34.4,27.9,33.9,68,0.13
55,Nebraska,B12,30,18–12,102.1,89.8,0.813,50.5,49.2,18.1,27.1,23.3,33,37.8,38.4,48.2,48.6,36.4,33.4,36.1,38.2,63.6,-1.2
56,South Carolina,SEC,30,21–9,107,94.4,0.8096,50.6,47.9,18,26.1,34.4,37.3,33.3,36.1,48.3,47.3,37.4,33,29.5,26.8,73.8,-0.18
57,Northwestern,B10,30,17–13,109.4,96.5,0.8086,52.6,49.5,18.4,24.7,27.6,35.6,29.8,35.6,48.9,48.1,38.6,34.4,42.1,39.2,61.7,-1.5
58,Creighton,MVC,33,26–7,110.2,97.3,0.8072,51.8,47.8,18.2,24,28.9,34.3,40,38.2,48.4,45.7,38.3,34.6,37.8,32.9,69,0.6
59,VCU,CAA,33,24–9,107.9,95.3,0.8068,52.2,45,19,21.8,32.2,34.2,36.3,37.7,50.7,42.6,36.9,33.4,32,31.7,67.4,-2.1
60,Auburn,SEC,32,21–11,105.2,93,0.805,50.3,47.9,18.7,23.3,31.5,30.7,36.9,38.4,51.1,46.3,32.7,33.5,39.3,40.4,69.2,-1.4
61,Boston College,ACC,33,22–11,112.3,99.3,0.8049,50,47.2,19.6,18.4,40.8,37.1,37,34.7,49.7,46.4,33.7,32.7,32.2,30.1,67,0.6
62,Tulsa,CUSA,33,23–10,103.8,91.9,0.8028,50.4,43.2,21.7,17.1,34.2,28.3,41.4,38.4,49.9,44.4,34.3,26.9,30.5,29.5,64.9,0.49
63,Saint Mary's,WCC,30,24–6,109.1,96.8,0.7982,50.1,45.8,18.5,17.8,40,30.1,41,29.6,49.9,44.2,33.6,33.6,34.6,26.1,66.7,1.4
64,Illinois St.,MVC,33,24–9,107.9,95.8,0.7979,52.3,46.7,19.4,19.9,33.2,26.8,34.2,30.1,48.9,47.3,38.1,30.4,41.3,36.1,65.6,-1.8
65,Mississippi St.,SEC,34,22–12,107.2,95.2,0.7974,50.3,44.7,19.8,18.9,31.2,35.5,41.3,29.4,47.8,42,36.1,33.9,40,31,68.7,-1.6
66,Davidson,SC,32,25–7,104.1,92.5,0.7969,50.4,44.9,17.1,23.9,34.5,31.3,32.9,41.6,48.8,42.6,35.2,32.9,39.3,34.5,71.4,-1
67,UNLV,MWC,31,21–10,105.1,93.4,0.796,49.2,48.1,17.7,23.7,29.1,32.2,38.3,34.4,47.5,45.8,34.7,35.3,39.3,32.2,67.1,-0.24
68,Houston,CUSA,32,21–11,108.2,96.4,0.7913,47.3,46.4,13.8,21.6,33.2,34.9,36.8,32.5,46.6,45,32.7,33.2,28.4,29.8,69.7,-2.4
69,Virginia Tech,ACC,32,18–14,108.4,96.5,0.7911,48.9,46.9,19.9,18.5,35,31.8,40.7,32.8,48,46.1,34,32.3,31.6,34.7,66.7,-1.7
70,Vanderbilt,SEC,31,19–12,105.3,94.3,0.7819,50.9,45.8,22.1,18.5,33.7,29.5,43.8,31.7,50.9,42,33.9,35.7,34.2,33.4,66.9,-2.6
71,Siena,MAAC,33,26–7,108.9,97.5,0.7813,51.6,49.1,18.1,23.3,33.9,34.8,36.3,24.1,52,48.3,33.5,33.8,25.3,32.3,71.9,0.27
72,Cleveland St.,Horz,32,22–10,102.1,91.6,0.777,46.9,45.9,19.3,24.5,33.5,33.9,37.1,37.1,47.1,44.5,31,32.8,28.3,30.4,65.1,-1.3
73,Penn St.,B10,33,22–11,109.9,98.7,0.775,50.9,49.4,17.4,18.9,32.5,28.5,33.1,24.5,48.6,49.5,36.4,32.8,38.2,37.5,63.2,0.42
74,Providence,BE,32,19–13,110.4,99.2,0.7731,50.9,50.6,19.8,20,37.1,35.9,39.3,29,52.3,50.3,32.2,34.1,34.9,33,73,-0.6
75,Rhode Island,A10,32,22–10,112.2,101,0.7709,53.3,50.9,18.5,21.3,36.8,32.5,34.7,33.4,51,51.7,39.7,32.9,26.4,32.2,69.5,-1.2
76,Seton Hall,BE,31,16–15,109.4,98.6,0.7673,48.8,47.7,17.3,21.1,31.6,40.3,33.4,44.3,48.6,47.7,32.9,31.9,31.6,30.1,69.5,-2.8
77,N.C. State,ACC,30,16–14,111.9,100.9,0.7656,53.8,47.9,21.6,16.7,35.7,32.9,37.8,28.3,52.5,47,37.5,33.4,33.1,29,64.3,-3.1
78,Niagara,MAAC,34,26–8,107.7,97.4,0.7603,47.7,45.5,18.5,23.2,38.9,39.1,41.6,32.8,48.5,44,31.1,32.6,39.1,30.2,70.1,-1.5
79,Dayton,A10,33,26–7,101.2,91.6,0.7587,47.7,45.7,20.8,22.3,38,29.7,39.1,36.4,46.9,44.5,33.1,31.7,29.8,38,66.1,1.3
80,North Dakota St.,Sum,30,24–6,111.7,101.1,0.7578,54.3,49.7,16.9,18.9,32.9,27.6,37.8,29.6,51.8,48.3,40.2,35.7,30.2,25.8,69.2,-0.7
81,Cincinnati,BE,31,17–14,107.4,97.6,0.7517,48.4,47.2,20.8,19.1,39.4,34.7,30.3,35.3,47.7,46.8,33,32.2,37.9,31.9,65,-1.6
82,UTEP,CUSA,31,19–12,104.8,95.6,0.7426,46,47.5,17.6,20.5,32.5,29.3,47.8,45.9,45.8,47.6,31.1,31.5,28.5,31.3,71.6,-2.9
83,Iowa,B10,32,15–17,107.3,98,0.738,53,49.8,21.6,19.1,28.2,31,33.8,32,51.6,48,36.4,35.3,48.3,35.9,58.8,-4.5
84,Green Bay,Horz,30,21–9,111,101.4,0.737,51.7,47.7,19.1,22.6,34.1,37.5,38.7,38.7,46.1,46.8,41.1,32.8,36.2,36.2,66,-2.1
85,Northern Iowa,MVC,32,22–10,108.6,99.8,0.7239,51.9,48.8,18.4,17,28.3,26.6,42.6,31.5,51.9,46.2,34.5,35.3,37.1,38.1,62.2,-1.6
86,Mississippi,SEC,31,16–15,110.1,101.7,0.7131,49.2,48.8,19.2,17.6,35.6,34.9,34.2,36.9,48.2,48.8,34,32.6,34.6,34.9,67.7,-4.3
87,Duquesne,A10,33,21–12,112.2,103.8,0.7116,54.2,51.7,19.3,22.6,32.3,35.9,37.4,32.9,55.3,51.6,35.1,34.7,41.5,34.2,70.6,-2.9
88,Vermont,AE,31,23–8,106,98,0.7113,53.1,46.5,20.6,22.8,32.4,33.9,47.2,36.8,52.3,44.4,36.9,34.3,27.1,30.1,70.4,-3.7
89,Georgia Tech,ACC,31,12–19,99,91.6,0.7102,47.9,47.1,22.7,21.9,34.7,32.2,35.6,38,47.7,46.3,32.3,32.4,26.3,33.5,71.9,-7.2
90,George Mason,CAA,32,22–10,102.8,95.2,0.7089,49.7,45.1,18.7,20.2,34.4,31.1,33.5,30.2,49.6,44.9,33.1,30.3,29.3,35.7,63.7,-3.5
91,Texas Tech,B12,32,13–19,107.4,99.7,0.7021,50.3,50.3,19.7,17.9,28.1,32.5,37.6,41.8,47.9,48.8,36.9,35.6,32.3,32.3,73,-5.4
92,Akron,MAC,34,22–12,101.1,94,0.6982,48.2,45.2,20.9,26.8,34.5,36.3,36.4,45,47.4,45.8,32.9,29.3,39.8,33,66,-5.2
93,Oral Roberts,Sum,30,15–15,101.5,94.4,0.6965,48.8,47.3,20.7,20.7,35.5,31.1,41,35,49.9,45.6,30.8,34.9,30.2,25.5,68.9,-7.1
94,Alabama,SEC,30,16–14,104.7,97.6,0.6915,47.8,46.7,20.8,19.8,38.1,36,38.4,31.7,47.2,46.7,33,31.1,24.6,35,68.2,-4.7
95,Miami OH,MAC,30,17–13,101.4,94.8,0.6865,48.8,46.9,21.6,21.6,31.2,31.5,34.6,33.6,48.3,46.2,33.2,32.2,31.9,32.5,61.7,-4.4
96,Saint Joseph's,A10,32,17–15,104,97.3,0.6827,48.7,47.3,20,19,31.5,33.1,40.2,29.7,48.1,45.8,33.4,33.7,28.2,31.6,65.2,-6.3
97,Wright St.,Horz,33,20–13,98.3,92,0.6796,46.7,44.6,19.9,24,29.6,34.6,40.6,37.7,45.7,41.6,32.3,33,35.4,38,62.6,-5.3
98,Virginia,ACC,28,10–18,102.3,95.9,0.6762,46.3,49.1,20.7,19.7,35.1,32.6,32.2,34.9,45.9,48.6,31.6,33.4,29.4,31.7,68.4,-6.4
99,Stephen F. Austin,Slnd,27,20–7,95.8,89.9,0.6753,48.4,42.6,18.2,21.6,26.5,28,29.8,39,48.7,42.5,31.9,28.6,31.6,27.7,63.4,-2.4
100,Nevada,WAC,31,19–12,103.6,97.3,0.6727,46.2,47.3,17.4,19.8,34,31.7,40.6,41.8,46.9,44.7,29.6,36.2,28.1,26.7,67.7,-4.7
101,Northeastern,CAA,30,18–12,103.4,97.8,0.6555,48.9,47.9,20.6,22.9,33.3,32.9,39.9,38.6,48.2,46.4,33.5,34,33.5,32.7,61.4,-4.7
102,Western Kentucky,SB,31,23–8,108.1,102.2,0.6543,51.9,49.1,20.2,20,37.5,31.4,34,32,49.8,47.6,37,34.8,37.4,32.1,66.4,-2
103,St. John's,BE,33,16–17,101.5,96.2,0.6506,46.2,50.1,21.8,21.1,37.6,32.6,37.1,34.9,46.5,48.4,30.2,36,24.3,30,66.6,-4.4
104,Iowa St.,B12,32,15–17,101.1,95.8,0.6494,50.3,47.3,18,15.6,23.2,27.6,28.3,28.1,49.1,45.7,34.7,33.6,39.7,34.3,65.1,-5.7
105,Cornell,Ivy,28,19–9,106.3,100.8,0.6475,54,46.3,19.7,20.4,32.3,30.4,32.9,34,50.5,46.3,40.7,30.8,33.3,29.3,67.2,-4.7
106,Portland,WCC,30,18–12,105.4,100,0.6465,53.5,48.5,21.3,20.9,33.5,30.7,33,46.9,48.5,48.6,41.8,32.3,35.1,32.8,65.5,-4.5
107,La Salle,A10,31,18–13,104.6,99.3,0.6453,48.9,48.4,20.8,18.7,36.7,30,39.8,32.8,48.3,46.3,33.5,35.6,28.4,29.9,67.9,-5.4
108,Richmond,A10,32,17–15,105.9,100.6,0.6431,51.7,48.7,17.9,22.5,28.6,35.4,33.6,43.7,53,47.8,33,33.9,36.6,30.7,64.8,-7
109,Cal St. Northridge,BW,29,16–13,100.8,96.1,0.6333,51.6,48.1,24.4,23.9,36.8,32.1,34.3,42.8,50.4,47.7,36,32.5,33.6,38.2,73,-6.6
110,Pacific,BW,30,18–12,106.7,101.8,0.6319,53.8,49.6,20.1,20.3,32.6,29.8,34.8,35.4,50.2,47.3,39.7,35.5,37.9,38.1,59.5,-6.2
111,Buffalo,MAC,32,21–11,100,95.4,0.6314,46.3,48.1,21.4,22.4,38.1,28.1,35.5,36.2,44.4,46.8,34.2,34,27.1,30.7,65.9,-4.2
112,Arkansas,SEC,30,14–16,104.1,99.5,0.628,49.3,51.3,19.2,20.9,33.9,31.1,37.3,31.7,49.1,48.8,33.2,36.9,33.4,36.9,70.2,-6.8
113,Evansville,MVC,29,16–13,101.4,96.9,0.627,47.9,49.5,19.8,22.1,30.1,30,45.6,35.7,47.7,48.9,32.5,33.8,19.1,34.6,67.7,-5.6
114,Jacksonville,ASun,31,18–13,106.4,101.9,0.6207,50.4,50.5,20.9,23.3,39.8,30.8,40.8,42.7,49.1,48.5,35.4,37.1,30.9,28.9,67.6,-7.2
115,Old Dominion,CAA,31,21–10,103.2,99,0.6154,48.9,47.9,20,20.9,40,30.4,33,27.6,48.7,47,33,33.1,26.3,35.6,62.8,-4.2
116,Oakland,Sum,33,21–12,111,106.7,0.6128,54.3,50.8,19.1,18.7,34.9,35.5,35.5,27.9,53.5,48,37.2,37.2,34.9,35.3,66,-4.1
117,Portland St.,BSky,29,20–9,106.9,102.8,0.6102,53.4,50.6,19.9,21.7,33.2,32.5,29.7,32.6,51,50.1,37.6,34.5,44.8,30,66.6,-3.8
118,East Tennessee St.,ASun,32,22–10,103.9,99.9,0.6101,51.3,47.9,19.1,22.7,32,31.8,39.8,32.1,51.4,46.9,34.2,32.9,29.2,42.4,71.3,-5.7
119,TCU,MWC,30,13–17,100.9,97.2,0.6076,48,51.7,21.1,21.8,28.3,27.5,38.6,37.7,47.9,52.2,32.1,33.9,35.3,34.3,64.6,-7.4
120,New Mexico St.,WAC,32,17–15,107.8,103.8,0.6072,52.5,48.8,18.8,20.6,32.1,37.9,37.7,35.4,49.3,48,40,33.8,29.9,33,70.6,-6.9
121,Bradley,MVC,32,18–14,103.5,99.7,0.6056,49,49.5,22.1,22.9,33.6,34.3,45.1,36,49.7,47.5,31.8,35.2,35.3,37.5,65.7,-5.8
122,Belmont,ASun,31,19–12,105,101.2,0.603,52.6,50.3,20.1,22.9,32.9,33.1,34.5,36.5,52.7,50.8,35,33.1,47.6,35.8,69.8,-6.9
123,Kent St.,MAC,32,18–14,101.4,97.8,0.6017,48.4,46.3,19.2,24,32.7,34.8,34.3,41.1,48,45.9,32.9,31.4,29.7,32.4,67.2,-6.9
124,American,Pat,31,24–7,103,99.4,0.6002,53.7,44.9,21.4,20.7,31.9,29.4,32.8,35.2,52.1,42.6,37.7,33,37.6,33.3,61.6,-2.1
125,UCF,CUSA,30,16–14,104.7,101.3,0.5928,50.2,49.9,21.1,20.6,35.2,33.3,33.7,42.7,49.6,48.7,34.2,34.6,36.1,38.1,67.4,-6.4
126,South Florida,BE,31,9–22,100.4,97.2,0.5917,44.7,47.2,20,18,34.4,35.2,34.9,37.7,44.7,46.8,29.7,32.2,31.8,30.6,62.2,-9.1
127,Wichita St.,MVC,31,15–16,100.8,97.8,0.5854,48.6,49.9,22.6,21,36.1,26.5,32.7,41.2,48.7,47.9,32.3,35.8,33,34.1,63.4,-7.6
128,Drake,MVC,31,16–15,101.3,98.4,0.5815,49.4,48.9,20.3,20.6,28.2,30.3,40.7,28.2,47.2,47,34.8,34.5,45.4,40.3,64.1,-7.9
129,Sam Houston St.,Slnd,26,14–12,105.4,102.5,0.581,51,50.4,21,20.9,35.4,32.3,42,47.4,48.5,49.5,36.7,34.8,38.5,31.3,67.1,-7.1
130,Weber St.,BSky,29,20–9,101.5,98.6,0.5807,55.5,48.5,21.4,20.2,23.6,26.9,41.4,37.7,53.4,47.4,39,33.6,40.6,34.9,68.2,-3.6
131,Oregon St.,P10,28,11–17,102,99.3,0.5766,51.8,52.6,21.8,20.6,26.9,31.6,29.4,29,51.8,52.3,34.6,35.4,35.6,41.2,59.6,-5.2
132,Illinois Chicago,Horz,30,15–15,103.3,100.7,0.5748,46.5,47.6,19.8,19.7,35.5,32.1,32.2,32.7,43,46.8,36.2,32.5,31.1,40.2,66.8,-7.7
133,Wyoming,MWC,30,17–13,105.8,103.3,0.5671,51.9,49.6,20.3,15.3,25.9,28.8,54.7,31.3,51.1,50.1,35.7,32.4,34.2,34.9,70.9,-3.3
134,Rutgers,BE,32,11–21,97.6,95.4,0.567,46.3,46,23.2,17.8,34.5,32.9,32.2,32.8,47.2,45.6,29.6,31.4,32.3,26.2,65.6,-9
135,Murray St.,OVC,29,17–12,100.9,98.6,0.5652,48.7,48.4,20.4,21.7,37,31.3,39.7,39.9,49.4,48.5,31.2,32.2,29.4,30,63.9,-7.2
136,Massachusetts,A10,29,11–18,103.3,101.2,0.5588,50.5,50,20,18.9,28.7,34.4,28.8,29.5,48,48.8,36,35.2,40.8,29.7,69.8,-9.4
137,Southern Miss,CUSA,29,12–17,104.8,102.8,0.5575,46.2,51.2,15.5,18.7,30.5,29.1,39.9,39.9,46,49.2,31.3,36.5,20.2,36.2,63.8,-8.3
138,Saint Louis,A10,31,17–14,100.2,98.2,0.5571,48.4,46.8,20.2,18.6,30.1,29.5,38.6,34.2,47.2,48.3,34.1,28.6,31.2,27.5,61.2,-6.6
139,Charlotte,A10,31,11–20,102.2,100.2,0.5561,46.9,49.6,19.2,22.4,33.4,35.9,32.8,41.1,47.6,46.2,30.6,36.9,38.6,37.1,66.9,-11
140,Oregon,P10,31,8–23,103,101.1,0.5538,46.9,55.1,21.4,21.4,32.7,36.4,37.9,43.5,42.7,53.6,35.8,39.1,37.8,28.7,69.7,-8.5
141,Santa Clara,WCC,31,14–17,99.4,97.6,0.5523,51,46.9,24.7,17.7,33,29.9,36.9,38.2,50.8,44.8,34.3,34.3,32.5,31.6,65.3,-8.8
142,Tennessee Martin,OVC,29,20–9,105.2,103.4,0.5489,50.2,50,18.2,22.5,37,36.4,31.5,36,51.3,49.4,32.2,34.1,36.7,32.5,69.4,-4.8
143,Robert Morris,NEC,34,24–10,101.3,99.6,0.5469,53.7,48.7,22.8,23.9,32.9,32.1,37.3,39.7,51,45.5,39.7,36.7,30.9,33.9,67.2,-5
144,Drexel,CAA,29,15–14,97,95.6,0.5415,41.9,43.6,19,17.4,39.5,32,38.8,38.3,40.7,41.5,29.8,33.3,29.7,25.1,64.1,-7.8
145,Mount St. Mary's,NEC,32,19–13,99.7,98.3,0.5406,49.6,46.7,19.8,22.4,35.3,32.8,34.9,35.9,49.4,45.2,33.5,33.5,25.8,29.5,65.5,-7.8
146,Southern Illinois,MVC,30,12–18,100.1,98.8,0.5376,47.9,49.1,22.9,21.9,30.8,33.2,38.4,49.6,43.8,47.4,37.8,35.1,32.1,33.6,65.2,-9.5
147,UT Arlington,Slnd,27,13–14,107.7,106.4,0.5351,52.5,51.3,19.2,19.5,31.6,30.9,35.7,43.2,53.4,50.8,33.8,34.7,33.7,41,70,-9
148,Idaho,WAC,30,15–15,102.8,101.7,0.5322,51.7,49.7,19.7,21.6,28.9,35.2,40.6,36.5,50.6,47.8,36,35.5,31.7,34.7,63.5,-7.9
149,James Madison,CAA,33,19–14,103.3,102.2,0.5304,51,48,20.4,18.7,31,31.9,39.4,33.8,50.1,49.2,35,30.7,36.4,36.7,67.4,-8.2
150,Marshall,CUSA,29,12–17,105.4,104.4,0.5296,48.5,54.4,19.6,21,33.7,30.1,41.3,44.7,49.5,51.6,31.2,41.2,35.9,27.5,66,-9
